tas_nit_id,n_points,avg_distance_to_stop,min_distance_to_stop,max_distance_to_stop,nearest_stop_name,street_name,highway_type,center_lat,center_lon,walking_class,poi_count_pendidikan,dist_nearest_pendidikan,poi_count_kesehatan,dist_nearest_kesehatan,poi_count_komersial,dist_nearest_komersial,poi_count_katering,dist_nearest_katering,poi_count_finansial,dist_nearest_finansial,poi_count_olahraga,dist_nearest_olahraga,transit_accessibility,norm_pendidikan,norm_kesehatan,norm_komersial,norm_katering,norm_finansial,norm_olahraga,service_accessibility,accessibility_score
1849525810_5841953280_STOP682,2,25.8,20.5,31.1,Seberang SMP Negeri 2 Bandung,Jalan Sumatra,tertiary,-6.913551133798755,107.61347768250236,Sangat Dekat (<200m),3,176.6,0,490.0,5,132.7,7,67.5,2,145.2,0,638.4,0.96775,1.0,0.0,0.2,0.14893617021276595,0.14285714285714285,0.0,0.24863221884498476,0.6082
1849525812_10173744438_STOP506,3,125.33333333333331,118.8,137.5,Kantor Kecamatan Sumurbandung,Jalan Bangka,tertiary,-6.913292508091481,107.61878680590802,Sangat Dekat (<200m),1,180.5,1,177.9,0,465.2,4,231.7,4,148.0,3,246.3,0.8433333333333334,0.3333333333333333,0.3333333333333333,0.0,0.0851063829787234,0.2857142857142857,1.0,0.33958122255994594,0.5915
1849525812_10173744438_STOP556,1,87.8,87.8,87.8,Stadion Siliwangi,Jalan Bangka,tertiary,-6.91197692773031,107.61849425633967,Sangat Dekat (<200m),1,291.0,1,294.9,1,346.3,6,82.0,4,14.0,2,180.5,0.89025,0.3333333333333333,0.3333333333333333,0.04,0.1276595744680851,0.2857142857142857,1.0,0.35334008780817294,0.6218
1849525812_10173744438_STOP661,1,111.1,111.1,111.1,Simpang Bangka - Belitung,Jalan Bangka,tertiary,-6.9124075244606,107.61863122358068,Sangat Dekat (<200m),1,252.3,1,254.5,1,380.7,4,132.3,4,48.4,2,188.0,0.861125,0.3333333333333333,0.3333333333333333,0.04,0.0851063829787234,0.2857142857142857,1.0,0.3462478892266126,0.6037
1849525812_10173744438_STOP697,3,96.23333333333336,62.4,134.4,Simpang Menado - Gudang Utara,Jalan Bangka,tertiary,-6.914646341246766,107.6188381085762,Sangat Dekat (<200m),2,133.6,2,119.7,1,326.9,8,240.7,10,61.8,1,378.3,0.8797083333333333,0.6666666666666666,0.6666666666666666,0.04,0.1702127659574468,0.7142857142857143,1.0,0.5429719689294158,0.7113
1849525812_1849525958_STOP697,2,37.5,12.6,62.4,Simpang Menado - Gudang Utara,Jalan Gudang Utara,tertiary,-6.915151132060503,107.61907032835616,Sangat Dekat (<200m),2,175.9,2,160.6,1,278.9,11,194.6,10,17.3,1,373.6,0.953125,0.6666666666666666,0.6666666666666666,0.04,0.23404255319148937,0.7142857142857143,1.0,0.5536102668017562,0.7534
1849525812_25433463_STOP659,1,91.3,91.3,91.3,SPBU Jalan Sunda,Jalan Bangka,tertiary,-6.915913426169415,107.61877032988188,Sangat Dekat (<200m),2,204.7,2,190.5,2,187.9,12,103.5,9,105.7,1,282.5,0.885875,0.6666666666666666,0.6666666666666666,0.08,0.2553191489361702,0.6428571428571429,1.0,0.5519182708544411,0.7189
1849525812_25433463_STOP697,2,64.5,62.4,66.6,Simpang Menado - Gudang Utara,Jalan Bangka,tertiary,-6.9153238539086335,107.61885576657676,Sangat Dekat (<200m),2,165.3,2,150.0,2,253.7,11,168.3,11,47.9,1,347.6,0.919375,0.6666666666666666,0.6666666666666666,0.08,0.23404255319148937,0.7857142857142857,1.0,0.5721816953731848,0.7458
1849525827_1849525979_STOP671,5,115.02,37.9,204.9,Simpang Sultan Tirtayasa - Trunojoyo 1,Jalan Sultan Tirtayasa,tertiary,-6.903450685310664,107.61464727993912,Sangat Dekat (<200m),1,323.6,0,433.9,31,26.9,42,80.5,5,249.7,0,940.6,0.856225,0.3333333333333333,0.0,1.0,0.8936170212765957,0.35714285714285715,0.0,0.4306822019587977,0.6435
1849525827_1849525979_STOP805,3,114.5,71.5,160.7,BPK Penabur Banda,Jalan Sultan Tirtayasa,tertiary,-6.904754852310904,107.6157998600413,Sangat Dekat (<200m),2,285.5,1,331.0,32,56.5,47,83.2,7,213.1,0,748.2,0.856875,0.6666666666666666,0.3333333333333333,1.0,1.0,0.5,0.0,0.5833333333333334,0.7201
1849525827_2520649143_STOP805,2,52.65,33.8,71.5,BPK Penabur Banda,Jalan Bahureksa,tertiary,-6.90516153346484,107.6161993558143,Sangat Dekat (<200m),2,225.9,1,295.0,33,25.1,50,57.1,11,151.1,0,685.9,0.9341875,0.6666666666666666,0.3333333333333333,1.0,1.0,0.7857142857142857,0.0,0.6309523809523809,0.7826
1849525827_25434520_STOP558,4,136.25,124.9,151.0,RSGM Kota Bandung,Jalan Bahureksa,tertiary,-6.905304054412444,107.61439709521088,Sangat Dekat (<200m),1,256.8,0,435.8,35,119.1,42,29.2,8,230.6,0,801.6,0.8296875,0.3333333333333333,0.0,1.0,0.8936170212765957,0.5714285714285714,0.0,0.46639648767308345,0.648
1849525827_25434520_STOP805,2,94.7,71.5,117.9,BPK Penabur Banda,Jalan Bahureksa,tertiary,-6.9051836652001,107.61574812805524,Sangat Dekat (<200m),2,272.1,1,344.3,34,71.8,49,99.4,13,179.7,0,712.5,0.881625,0.6666666666666666,0.3333333333333333,1.0,1.0,0.9285714285714286,0.0,0.6547619047619048,0.7682
1849525851_12096324721_STOP293,1,127.8,127.8,127.8,RSU Bungsu,Jalan Tamblong,primary,-6.917738977224962,107.61226771666124,Sangat Dekat (<200m),0,417.8,2,257.4,25,136.2,61,117.7,8,131.0,1,369.0,0.8402499999999999,0.0,0.6666666666666666,1.0,1.0,0.5714285714285714,1.0,0.7063492063492064,0.7733
1849525851_12096324721_STOP341,2,70.75,45.9,95.6,Tamblong,Jalan Tamblong,primary,-6.918355662175555,107.61237911609372,Sangat Dekat (<200m),0,467.9,2,188.4,22,72.2,51,82.9,5,189.4,1,399.0,0.9115625,0.0,0.6666666666666666,0.88,1.0,0.35714285714285715,1.0,0.6506349206349207,0.7811
1849525851_12096324721_STOP414,1,99.2,99.2,99.2,Museum Mandala Wangsit Siliwangi,Jalan Tamblong,primary,-6.917482600000003,107.611899,Sangat Dekat (<200m),0,422.6,2,290.5,24,165.9,69,154.4,9,81.2,1,324.2,0.876,0.0,0.6666666666666666,0.96,1.0,0.6428571428571429,1.0,0.7115873015873015,0.7938
1849525851_3374033499_STOP293,2,102.1,77.0,127.2,RSU Bungsu,Jalan Lembong,primary,-6.917792370602415,107.61249834547472,Sangat Dekat (<200m),0,407.8,2,251.5,25,135.7,50,95.5,8,155.1,1,395.4,0.872375,0.0,0.6666666666666666,1.0,1.0,0.5714285714285714,1.0,0.7063492063492064,0.7894
1849525851_3374033499_STOP414,1,99.2,99.2,99.2,Museum Mandala Wangsit Siliwangi,Jalan Lembong,primary,-6.917482600000003,107.611899,Sangat Dekat (<200m),0,422.6,2,290.5,24,165.9,69,154.4,9,81.2,1,324.2,0.876,0.0,0.6666666666666666,0.96,1.0,0.6428571428571429,1.0,0.7115873015873015,0.7938
1849525862_11727886518_STOP155,2,25.8,23.1,28.5,Banda Saparua,Jalan Banda,tertiary,-6.907206740262182,107.61699471597262,Sangat Dekat (<200m),2,184.1,1,361.2,30,34.4,47,62.9,10,97.6,0,449.5,0.96775,0.6666666666666666,0.3333333333333333,1.0,1.0,0.7142857142857143,0.0,0.6190476190476191,0.7934
1849525862_11727886518_STOP564,1,67.6,67.6,67.6,Graha Pos,Jalan Banda,tertiary,-6.906545818295461,107.61684459211138,Sangat Dekat (<200m),2,151.6,1,313.3,32,25.2,52,23.2,11,23.3,0,518.1,0.9155,0.6666666666666666,0.3333333333333333,1.0,1.0,0.7857142857142857,0.0,0.6309523809523809,0.7732
1849525862_1896207944_STOP155,4,98.1,23.1,173.3,Banda Saparua,Jalan Banda,tertiary,-6.908090057205969,107.61718548299474,Sangat Dekat (<200m),2,244.6,0,438.0,30,38.0,44,112.7,10,198.0,1,362.9,0.877375,0.6666666666666666,0.0,1.0,0.9361702127659575,0.7142857142857143,1.0,0.7195204322863896,0.7984
1849525862_7669230599_STOP155,4,81.275,23.1,149.8,Banda Saparua,Jalan Ambon,tertiary,-6.907649633541471,107.61640366614738,Sangat Dekat (<200m),2,264.9,0,439.3,26,112.0,44,60.6,10,155.1,0,460.5,0.89840625,0.6666666666666666,0.0,1.0,0.9361702127659575,0.7142857142857143,0.0,0.5528537656197231,0.7256
1849525862_7669230599_STOP283,1,198.9,198.9,198.9,Simpang Banda Riau,Jalan Ambon,tertiary,-6.908080050721395,107.6153606919154,Sangat Dekat (<200m),2,383.6,0,503.6,26,81.1,36,68.6,6,257.0,0,529.8,0.751375,0.6666666666666666,0.0,1.0,0.7659574468085106,0.42857142857142855,0.0,0.4768659236744343,0.6141
1849525862_7669230599_STOP684,4,115.45,70.3,170.8,Dinas Arsip dan Perpustakaan Kota Bandung,Jalan Ambon,tertiary,-6.9086462623208815,107.61438555491176,Sangat Dekat (<200m),0,487.3,0,419.1,25,57.2,56,62.3,15,256.5,0,605.3,0.8556874999999999,0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.6778
1849525877_1849525950_STOP212,1,134.8,134.8,134.8,Segitiga Mas,Jalan Gudang Utara,tertiary,-6.916716600000003,107.6255424,Sangat Dekat (<200m),1,387.5,1,334.3,3,121.2,2,290.4,1,170.6,0,510.7,0.8315,0.3333333333333333,0.3333333333333333,0.12,0.0425531914893617,0.07142857142857142,0.0,0.15010807159743328,0.4908
1849525877_1849525950_STOP89,4,68.2,37.2,110.3,Jaya Plaza,Jalan Gudang Utara,tertiary,-6.916982442148043,107.6266409509073,Sangat Dekat (<200m),1,295.5,0,406.7,3,65.4,5,209.5,1,77.5,0,620.7,0.91475,0.3333333333333333,0.0,0.12,0.10638297872340426,0.07142857142857142,0.0,0.10519081391421815,0.51
1849525877_1849525958_STOP212,4,186.975,134.8,245.5,Segitiga Mas,Jalan Gudang Utara,tertiary,-6.916557149622724,107.62488322928591,Sangat Dekat (<200m),0,450.6,1,307.9,5,190.1,2,307.4,2,241.1,0,448.8,0.76628125,0.0,0.3333333333333333,0.2,0.0425531914893617,0.14285714285714285,0.0,0.11979061127997297,0.443
1849525877_1849525958_STOP697,7,200.82857142857145,49.9,351.8,Simpang Menado - Gudang Utara,Jalan Gudang Utara,tertiary,-6.915653664535701,107.62114790978303,Dekat (200-400m),0,411.4,1,396.4,1,380.7,2,330.7,4,226.4,1,282.9,0.7489642857142857,0.0,0.3333333333333333,0.04,0.0425531914893617,0.2857142857142857,1.0,0.2836001350894968,0.5163
1849525877_1849525958_STOP97,3,315.1,283.9,347.9,Cikudapateuh,Jalan Gudang Utara,tertiary,-6.916185129125302,107.6233451564879,Dekat (200-400m),0,567.2,1,315.5,8,359.9,1,343.2,1,358.8,1,327.3,0.606125,0.0,0.3333333333333333,0.32,0.02127659574468085,0.07142857142857142,1.0,0.29100641675109756,0.4486
1849525877_1849526030_STOP212,1,134.8,134.8,134.8,Segitiga Mas,Jalan Gandapura,tertiary,-6.916716600000003,107.6255424,Sangat Dekat (<200m),1,387.5,1,334.3,3,121.2,2,290.4,1,170.6,0,510.7,0.8315,0.3333333333333333,0.3333333333333333,0.12,0.0425531914893617,0.07142857142857142,0.0,0.15010807159743328,0.4908
1849525877_1849526030_STOP43,2,283.4,269.5,297.3,Anggrek,Jalan Gandapura,tertiary,-6.91385994920522,107.62622367477132,Dekat (200-400m),2,328.7,2,267.9,9,241.1,28,84.6,3,269.4,0,433.5,0.64575,0.6666666666666666,0.6666666666666666,0.36,0.5957446808510638,0.21428571428571427,0.0,0.4172272880783519,0.5315
1849525877_1849526030_STOP649,1,233.7,233.7,233.7,Jalan Johar,Jalan Gandapura,tertiary,-6.913199167615126,107.62637445231697,Dekat (200-400m),2,338.7,2,202.9,9,165.8,30,20.5,4,199.2,0,448.2,0.707875,0.6666666666666666,0.6666666666666666,0.36,0.6382978723404256,0.2857142857142857,0.0,0.43622424856467407,0.572
1849525877_1849526030_STOP89,5,247.14,176.8,327.2,Jaya Plaza,Jalan Gandapura,tertiary,-6.9154007168819005,107.62586748456565,Dekat (200-400m),1,321.6,0,433.1,4,229.5,7,225.5,2,270.8,0,449.1,0.691075,0.3333333333333333,0.0,0.16,0.14893617021276595,0.14285714285714285,0.0,0.130854441067207,0.411
1849525877_9834915547_STOP212,4,91.45,66.1,134.8,Segitiga Mas,Jalan Gandapura,tertiary,-6.917375661566027,107.62538428635972,Sangat Dekat (<200m),0,436.2,1,269.1,8,105.1,2,250.9,2,154.5,0,554.9,0.8856875,0.0,0.3333333333333333,0.32,0.0425531914893617,0.14285714285714285,0.0,0.13979061127997297,0.5127
1849525878_9834915546_STOP97,1,76.2,76.2,76.2,Cikudapateuh,Jalan Jenderal Ahmad Yani,primary,-6.918293100000003,107.625131,Sangat Dekat (<200m),0,517.8,1,188.0,8,157.7,1,156.7,2,192.1,0,624.6,0.9047499999999999,0.0,0.3333333333333333,0.32,0.02127659574468085,0.14285714285714285,0.0,0.13624451198919285,0.5205
1849525878_9834915547_STOP97,1,76.2,76.2,76.2,Cikudapateuh,Jalan Gandapura,tertiary,-6.918293100000003,107.625131,Sangat Dekat (<200m),0,517.8,1,188.0,8,157.7,1,156.7,2,192.1,0,624.6,0.9047499999999999,0.0,0.3333333333333333,0.32,0.02127659574468085,0.14285714285714285,0.0,0.13624451198919285,0.5205
1849525880_6609192452_STOP682,1,79.1,79.1,79.1,Seberang SMP Negeri 2 Bandung,Jalan Sumatra,tertiary,-6.912971699999995,107.6131733,Sangat Dekat (<200m),3,195.4,0,540.2,5,186.5,4,137.5,4,182.3,0,656.3,0.901125,1.0,0.0,0.2,0.0851063829787234,0.2857142857142857,0.0,0.26180344478216816,0.5815
1849525885_10778288301_STOP754,4,51.075,18.1,84.4,Gedung Merdeka,Jalan Asia Afrika,primary,-6.921378870274454,107.60915351475312,Sangat Dekat (<200m),1,336.5,2,356.9,15,198.8,33,51.6,12,28.3,0,471.8,0.93615625,0.3333333333333333,0.6666666666666666,0.6,0.7021276595744681,0.8571428571428571,0.0,0.5265450861195543,0.7314
1849525885_10778288301_STOP788,1,84.7,84.7,84.7,Jalan Alun-alun Timur,Jalan Asia Afrika,primary,-6.921250746250667,107.60803046788318,Sangat Dekat (<200m),1,337.0,1,249.8,15,147.2,68,78.9,11,83.4,0,470.0,0.8941250000000001,0.3333333333333333,0.3333333333333333,0.6,1.0,0.7857142857142857,0.0,0.5087301587301587,0.7014
1849525899_1849525986_STOP696,2,89.45,70.5,108.4,Simpang Menado - Belitung,Jalan Menado,tertiary,-6.91151412782336,107.62043731728792,Sangat Dekat (<200m),0,412.6,0,447.8,4,244.1,4,243.8,4,204.8,3,45.4,0.8881875,0.0,0.0,0.16,0.0851063829787234,0.2857142857142857,1.0,0.2551367781155015,0.5717
1849525899_1849526030_STOP569,3,284.6666666666667,281.7,289.3,Aceh Taman Pramuka,Jalan Patrakomala,tertiary,-6.912733451121231,107.62486158321178,Dekat (200-400m),1,194.4,2,265.2,5,224.2,18,156.6,3,306.1,1,289.3,0.6441666666666667,0.3333333333333333,0.6666666666666666,0.2,0.3829787234042553,0.21428571428571427,1.0,0.466210739614995,0.5552
1849525899_1849526030_STOP649,2,256.5,239.7,273.3,Jalan Johar,Jalan Patrakomala,tertiary,-6.913002416954988,107.62595939390602,Dekat (200-400m),1,290.2,2,227.9,9,159.1,25,30.9,4,214.8,0,403.9,0.6793750000000001,0.3333333333333333,0.6666666666666666,0.36,0.5319148936170213,0.2857142857142857,0.0,0.3629381965552178,0.5212
1849525899_1849526030_STOP696,6,182.48333333333332,108.4,280.3,Simpang Menado - Belitung,Jalan Patrakomala,tertiary,-6.911818349183711,107.6216420333016,Sangat Dekat (<200m),1,286.3,0,504.8,2,322.1,4,171.6,4,333.5,3,183.4,0.7718958333333333,0.3333333333333333,0.0,0.08,0.0851063829787234,0.2857142857142857,1.0,0.2973590003377237,0.5346
1849525899_1849526030_STOP817,3,295.7333333333333,292.9,301.4,Simpang Aceh Tongkeng,Jalan Patrakomala,tertiary,-6.912412312626958,107.62354379790251,Dekat (200-400m),1,154.7,1,351.1,1,349.4,7,58.7,1,370.6,1,173.3,0.6303333333333334,0.3333333333333333,0.3333333333333333,0.04,0.14893617021276595,0.07142857142857142,1.0,0.32117190138466734,0.4758
1849525899_6461589858_STOP662,1,20.8,20.8,20.8,Simpang Menado - Aceh 1,Jalan Menado,tertiary,-6.909648194752252,107.62105788508542,Sangat Dekat (<200m),1,380.2,0,414.6,11,104.5,27,211.0,7,151.9,2,183.5,0.974,0.3333333333333333,0.0,0.44,0.574468085106383,0.5,1.0,0.4746335697399527,0.7243
1849525899_6461589858_STOP695,3,76.36666666666666,26.2,126.6,Simpang Menado - Aceh 2,Jalan Menado,tertiary,-6.91052630358022,107.6208443685092,Sangat Dekat (<200m),1,371.8,0,478.6,8,153.1,15,272.0,4,252.4,3,138.1,0.9045416666666667,0.3333333333333333,0.0,0.32,0.3191489361702128,0.2857142857142857,1.0,0.37636609253630526,0.6405
1849525899_6461589858_STOP696,1,108.4,108.4,108.4,Simpang Menado - Belitung,Jalan Menado,tertiary,-6.911404400000008,107.6206308,Sangat Dekat (<200m),1,390.0,0,471.3,4,235.9,5,264.3,4,228.7,3,66.9,0.8645,0.3333333333333333,0.0,0.16,0.10638297872340426,0.2857142857142857,1.0,0.31423843296183723,0.5894
1849525905_10173705729_STOP669,4,84.3,44.1,142.5,Gedung Sate,Jalan Cilamaya,tertiary,-6.902014785977371,107.61699166685442,Sangat Dekat (<200m),0,454.2,1,338.2,12,239.1,13,148.9,3,112.8,0,968.5,0.894625,0.0,0.3333333333333333,0.48,0.2765957446808511,0.21428571428571427,0.0,0.2173691320499831,0.556
1849525905_32524281_STOP669,2,30.950000000000003,17.8,44.1,Gedung Sate,Jalan Diponegoro,primary,-6.901326926455151,107.617199321517,Sangat Dekat (<200m),0,523.6,2,354.9,10,251.6,13,184.8,3,192.3,0,1035.8,0.9613125,0.0,0.6666666666666666,0.4,0.2765957446808511,0.21428571428571427,0.0,0.2595913542722053,0.6105
1849525905_32524281_STOP688,1,38.5,38.5,38.5,Seberang Gedung Sate,Jalan Diponegoro,primary,-6.901299095649184,107.61787692784884,Sangat Dekat (<200m),0,518.2,2,368.0,8,196.9,10,257.3,8,184.2,0,1022.3,0.951875,0.0,0.6666666666666666,0.32,0.2127659574468085,0.5714285714285714,0.0,0.2951435325903411,0.6235
1849525905_6445777003_STOP669,1,44.1,44.1,44.1,Gedung Sate,Jalan Diponegoro,primary,-6.901337300000003,107.6169735,Sangat Dekat (<200m),0,527.8,1,343.0,10,241.0,17,161.2,3,187.6,0,1041.3,0.944875,0.0,0.3333333333333333,0.4,0.3617021276595745,0.21428571428571427,0.0,0.21822019587977035,0.5815
1849525906_1849525935_STOP31,2,148.65,126.7,170.6,Danamon Cikapayang,Jalan Maulana Yusup,tertiary,-6.900685865517119,107.61347129926084,Sangat Dekat (<200m),1,367.3,2,149.8,21,87.1,34,34.3,10,96.0,0,975.7,0.8141875,0.3333333333333333,0.6666666666666666,0.84,0.723404255319149,0.7142857142857143,0.0,0.5462816616008105,0.6802
1849525906_1849525935_STOP671,3,116.43333333333332,76.6,158.7,Simpang Sultan Tirtayasa - Trunojoyo 1,Jalan Maulana Yusup,tertiary,-6.901815126109892,107.61348902238944,Sangat Dekat (<200m),1,375.2,1,212.3,21,30.8,34,56.6,8,149.3,0,1100.9,0.8544583333333333,0.3333333333333333,0.3333333333333333,0.84,0.723404255319149,0.5714285714285714,0.0,0.46691658223573124,0.6607
1849525906_29427263_STOP31,2,146.75,126.7,166.8,Danamon Cikapayang,Jalan Diponegoro,primary,-6.900507642142195,107.6136921911504,Sangat Dekat (<200m),1,377.0,2,172.4,20,107.0,36,19.6,9,101.1,0,959.1,0.8165625,0.3333333333333333,0.6666666666666666,0.8,0.7659574468085106,0.6428571428571429,0.0,0.5348024316109422,0.6757
1849525906_29427263_STOP687,2,172.0,160.8,183.2,Taman Segitiga Trunojoyo 2,Jalan Diponegoro,primary,-6.900621227793293,107.61458684710618,Sangat Dekat (<200m),0,470.6,2,241.4,18,58.6,32,47.4,7,196.5,0,990.4,0.785,0.0,0.6666666666666666,0.72,0.6808510638297872,0.5,0.0,0.427919621749409,0.6065
1849525906_3374026391_STOP31,2,112.65,98.6,126.7,Danamon Cikapayang,Jalan Diponegoro,primary,-6.900421820168427,107.6132484383928,Sangat Dekat (<200m),1,330.2,2,123.0,21,63.2,38,49.1,9,57.6,0,943.9,0.8591875,0.3333333333333333,0.6666666666666666,0.84,0.8085106382978723,0.6428571428571429,0.0,0.5485612968591692,0.7039
1849525914_1849526030_STOP42,1,119.0,119.0,119.0,Tugu Tunas Taman Pramuka,Jalan Gandapura,tertiary,-6.911616886262137,107.62679577957248,Sangat Dekat (<200m),1,301.8,2,108.9,14,24.4,29,10.5,6,72.3,0,533.5,0.8512500000000001,0.3333333333333333,0.6666666666666666,0.56,0.6170212765957447,0.42857142857142855,0.0,0.43426545086119556,0.6428
1849525914_1849526030_STOP511,1,79.3,79.3,79.3,Taman Pramuka,Jalan Gandapura,tertiary,-6.911180399999999,107.6269126,Sangat Dekat (<200m),1,310.3,2,84.4,14,65.1,30,22.1,6,86.1,0,565.2,0.900875,0.3333333333333333,0.6666666666666666,0.56,0.6382978723404256,0.42857142857142855,0.0,0.4378115501519757,0.6693
1849525914_1849526030_STOP649,3,171.23333333333335,137.6,207.4,Jalan Johar,Jalan Gandapura,tertiary,-6.912489756103547,107.62656175480564,Sangat Dekat (<200m),1,309.5,2,142.3,11,85.0,32,77.9,4,126.7,0,479.6,0.7859583333333333,0.3333333333333333,0.6666666666666666,0.44,0.6808510638297872,0.2857142857142857,0.0,0.40109422492401214,0.5935
1849525914_2520649200_STOP42,2,31.1,29.5,32.7,Tugu Tunas Taman Pramuka,Jalan Aceh,secondary,-6.910714545897038,107.6264200161742,Sangat Dekat (<200m),1,260.0,3,20.7,14,114.7,32,37.5,7,148.9,0,543.4,0.961125,0.3333333333333333,1.0,0.56,0.6808510638297872,0.5,0.0,0.5123640661938534,0.7367
1849525914_2520649200_STOP511,1,79.3,79.3,79.3,Taman Pramuka,Jalan Aceh,secondary,-6.911180399999999,107.6269126,Sangat Dekat (<200m),1,310.3,2,84.4,14,65.1,30,22.1,6,86.1,0,565.2,0.900875,0.3333333333333333,0.6666666666666666,0.56,0.6382978723404256,0.42857142857142855,0.0,0.4378115501519757,0.6693
1849525935_1849525906_STOP31,1,168.8,168.8,168.8,Danamon Cikapayang,Jalan Maulana Yusup,tertiary,-6.900893609984919,107.6134710470057,Sangat Dekat (<200m),1,381.2,2,155.3,20,77.1,37,11.7,6,114.9,0,998.7,0.7889999999999999,0.3333333333333333,0.6666666666666666,0.8,0.7872340425531915,0.42857142857142855,0.0,0.5026342451874367,0.6458
1849525935_1849525906_STOP671,3,118.0,77.8,160.5,Simpang Sultan Tirtayasa - Trunojoyo 1,Jalan Maulana Yusup,tertiary,-6.901797105061696,107.61348867085924,Sangat Dekat (<200m),1,377.0,1,210.8,20,29.1,34,58.6,8,149.6,0,1098.9,0.8525,0.3333333333333333,0.3333333333333333,0.8,0.723404255319149,0.5714285714285714,0.0,0.4602499155690645,0.6564
1849525935_1849525906_STOP686,1,50.9,50.9,50.9,Simpang Sultan Tirtayasa - Trunojoyo 2,Jalan Maulana Yusup,tertiary,-6.902700600000004,107.6135063,Sangat Dekat (<200m),1,288.8,2,291.6,22,56.4,34,14.3,8,168.1,0,1083.7,0.936375,0.3333333333333333,0.6666666666666666,0.88,0.723404255319149,0.5714285714285714,0.0,0.5291388044579534,0.7328
1849525935_1849525979_STOP686,1,50.9,50.9,50.9,Simpang Sultan Tirtayasa - Trunojoyo 2,Jalan Sultan Tirtayasa,tertiary,-6.902700600000004,107.6135063,Sangat Dekat (<200m),1,288.8,2,291.6,22,56.4,34,14.3,8,168.1,0,1083.7,0.936375,0.3333333333333333,0.6666666666666666,0.88,0.723404255319149,0.5714285714285714,0.0,0.5291388044579534,0.7328
1849525935_1849526022_STOP372,3,60.63333333333333,13.6,109.3,Taman Radio B,Jalan Sultan Tirtayasa,tertiary,-6.902543113168659,107.61216109345912,Sangat Dekat (<200m),1,262.1,2,231.5,23,100.0,43,75.9,8,59.0,0,1176.7,0.9242083333333333,0.3333333333333333,0.6666666666666666,0.92,0.9148936170212766,0.5714285714285714,0.0,0.5677203647416413,0.746
1849525935_1849526022_STOP686,2,60.25,50.9,69.6,Simpang Sultan Tirtayasa - Trunojoyo 2,Jalan Sultan Tirtayasa,tertiary,-6.902679167327194,107.61328125500825,Sangat Dekat (<200m),1,278.4,2,277.2,23,74.9,34,30.8,9,145.0,0,1101.3,0.9246875,0.3333333333333333,0.6666666666666666,0.92,0.723404255319149,0.6428571428571429,0.0,0.5477102330293819,0.7362
1849525943_10101152065_STOP41,2,26.95,23.5,30.4,Riau Cihapit,Jalan L.L. RE. Martadinata,secondary,-6.908128550532275,107.62388712280068,Sangat Dekat (<200m),1,337.4,2,76.3,17,117.9,29,19.0,7,19.1,0,540.7,0.9663125,0.3333333333333333,0.6666666666666666,0.68,0.6170212765957447,0.5,0.0,0.4661702127659575,0.7162
1849525943_10101152065_STOP510,1,26.8,26.8,26.8,bjb Riau,Jalan L.L. RE. Martadinata,secondary,-6.909450657632135,107.62543035784712,Sangat Dekat (<200m),1,238.5,3,159.0,13,58.4,32,40.4,7,32.5,0,558.8,0.9665,0.3333333333333333,1.0,0.52,0.6808510638297872,0.5,0.0,0.5056973995271867,0.7361
1849525943_10101152065_STOP560,2,25.65,24.6,26.7,HKBP Riau,Jalan L.L. RE. Martadinata,secondary,-6.908696812411508,107.62458951794828,Sangat Dekat (<200m),1,278.0,2,40.9,16,31.4,26,23.7,7,66.1,0,581.4,0.9679375,0.3333333333333333,0.6666666666666666,0.64,0.5531914893617021,0.5,0.0,0.4488652482269504,0.7084
1849525943_10101152065_STOP561,2,29.4,6.7,52.1,Riau Aceh,Jalan L.L. RE. Martadinata,secondary,-6.909922632532308,107.62591687110022,Sangat Dekat (<200m),1,241.8,3,104.9,10,130.3,29,33.9,7,49.6,0,555.5,0.96325,0.3333333333333333,1.0,0.4,0.6170212765957447,0.5,0.0,0.4750591016548464,0.7192
1849525943_10101152065_STOP566,1,16.4,16.4,16.4,Riau Serayu,Jalan L.L. RE. Martadinata,secondary,-6.909137234017586,107.62510471556308,Sangat Dekat (<200m),1,249.2,2,109.4,15,26.5,32,32.2,6,80.2,0,566.3,0.9795,0.3333333333333333,0.6666666666666666,0.6,0.6808510638297872,0.42857142857142855,0.0,0.45157041540020265,0.7155
1849525943_10101152065_STOP693,1,62.6,62.6,62.6,Pasar Cihapit 2,Jalan L.L. RE. Martadinata,secondary,-6.907645149106342,107.62341456745028,Sangat Dekat (<200m),1,398.1,1,146.9,20,47.8,34,46.2,9,84.2,0,523.2,0.92175,0.3333333333333333,0.3333333333333333,0.8,0.723404255319149,0.6428571428571429,0.0,0.4721546774738264,0.697
1849525943_25432842_STOP263,1,67.3,67.3,67.3,Taman Pramuka,Jalan L.L. RE. Martadinata,secondary,-6.91102581463912,107.62705033943416,Sangat Dekat (<200m),1,325.9,2,91.9,14,54.8,31,19.5,6,91.5,0,586.6,0.915875,0.3333333333333333,0.6666666666666666,0.56,0.6595744680851063,0.42857142857142855,0.0,0.4413576494427558,0.6786
