edge_id,name,highway,lat,lon,nearest_stop_id,nearest_stop_name,distance_to_stop_m,tas_nit_id
25432842_1849525914,Jalan Laksamana Laut Raden Eddy Martadinata,secondary,-6.911049800000003,107.627074,263,Taman Pramuka,66.9,25432842_1849525914_STOP263
25432842_1849907073,Jalan L.L. RE. Martadinata,secondary,-6.911049800000003,107.627074,263,Taman Pramuka,66.9,25432842_1849907073_STOP263
25432842_1849907073,Jalan L.L. RE. Martadinata,secondary,-6.911363142858715,107.62739974005989,649,Jalan Johar,66.4,25432842_1849907073_STOP649
25432842_1849907073,Jalan L.L. RE. Martadinata,secondary,-6.911676395954279,107.62772556661426,649,Jalan Johar,17.2,25432842_1849907073_STOP649
25432842_1849907073,Jalan L.L. RE. Martadinata,secondary,-6.911995245220108,107.6280458830454,649,Jalan Johar,35.5,25432842_1849907073_STOP649
25432842_1849907073,Jalan L.L. RE. Martadinata,secondary,-6.912329606208828,107.62834926483424,43,Anggrek,75.7,25432842_1849907073_STOP43
25432842_1849525943,Jalan L.L. RE. Martadinata,secondary,-6.911049800000003,107.627074,263,Taman Pramuka,66.9,25432842_1849525943_STOP263
25432842_1849525943,Jalan L.L. RE. Martadinata,secondary,-6.910732570962396,107.6267520738834,511,Taman Pramuka,27.2,25432842_1849525943_STOP511
25432842_1849525943,Jalan L.L. RE. Martadinata,secondary,-6.910414640435293,107.62643085079333,42,Tugu Tunas Taman Pramuka,21.3,25432842_1849525943_STOP42
25432842_1849525943,Jalan L.L. RE. Martadinata,secondary,-6.9100989711965095,107.62610744061172,561,Riau Aceh,55.9,25432842_1849525943_STOP561
25432860_2325452126,Jalan Jenderal Ahmad Yani,primary,-6.915748799999999,107.6299627,147,Stadion Persib Sidolig,107.5,25432860_2325452126_STOP147
25432860_3277871561,Jalan L.L. RE. Martadinata,secondary,-6.915748799999999,107.6299627,147,Stadion Persib Sidolig,107.5,25432860_3277871561_STOP147
25432923_11367517448,Jalan Laswi,primary,-6.918578400000004,107.6314478,274,Bandung Creative Hub A,26.9,25432923_11367517448_STOP274
25432923_12809462426,Jalan Sukabumi,primary,-6.918578400000004,107.6314478,274,Bandung Creative Hub A,26.9,25432923_12809462426_STOP274
25432923_12809462426,Jalan Sukabumi,primary,-6.918385767130262,107.63185660350004,274,Bandung Creative Hub A,54.1,25432923_12809462426_STOP274
25433301_13022549201,Jalan Aceh,secondary,-6.9098614000000005,107.6153427,340,SMA Negeri 3 dan 5 Bandung,243.1,25433301_13022549201_STOP340
25433301_5360090932,Jalan Aceh,secondary,-6.9098614000000005,107.6153427,340,SMA Negeri 3 dan 5 Bandung,243.1,25433301_5360090932_STOP340
25433364_10793008429,Jalan Aceh,secondary,-6.909795000000007,107.610654,304,Taman Sejarah Balai Kota Bandung,71.1,25433364_10793008429_STOP304
25433364_5358208117,Jalan Aceh,secondary,-6.909795000000007,107.610654,304,Taman Sejarah Balai Kota Bandung,71.1,25433364_5358208117_STOP304
25433364_5358208117,Jalan Aceh,secondary,-6.909768700010185,107.61110436204272,304,Taman Sejarah Balai Kota Bandung,89.7,25433364_5358208117_STOP304
25433364_5358208117,Jalan Aceh,secondary,-6.909769827229317,107.61155649712173,673,Taman Pertigaan Pujasera,89.5,25433364_5358208117_STOP673
25433364_5358208117,Jalan Aceh,secondary,-6.909774975177153,107.61200856995828,673,Taman Pertigaan Pujasera,54.9,25433364_5358208117_STOP673
25433364_7687331829,Jalan Merdeka,primary,-6.909795000000007,107.610654,304,Taman Sejarah Balai Kota Bandung,71.1,25433364_7687331829_STOP304
25433457_32042327,Jalan Kalimantan,tertiary,-6.915285600000002,107.6155852,699,Seberang SMP Negeri 5 Bandung,123.6,25433457_32042327_STOP699
25433457_32042327,Jalan Kalimantan,tertiary,-6.91484578660892,107.61568767876057,699,Seberang SMP Negeri 5 Bandung,139.7,25433457_32042327_STOP699
25433457_32042327,Jalan Kalimantan,tertiary,-6.9144019114400805,107.61563884136709,699,Seberang SMP Negeri 5 Bandung,155.7,25433457_32042327_STOP699
25433457_32042327,Jalan Kalimantan,tertiary,-6.913981867401105,107.61547260657038,26,SMP Negeri 2 Bandung,167.6,25433457_32042327_STOP26
25433457_32042327,Jalan Kalimantan,tertiary,-6.913571824744334,107.61528324593874,26,SMP Negeri 2 Bandung,169.0,25433457_32042327_STOP26
25433457_32042327,Jalan Kalimantan,tertiary,-6.913179473245156,107.61505906059288,340,SMA Negeri 3 dan 5 Bandung,128.4,25433457_32042327_STOP340
25433457_32042327,Jalan Kalimantan,tertiary,-6.912788684734514,107.6148321384714,340,SMA Negeri 3 dan 5 Bandung,88.4,25433457_32042327_STOP340
25433457_32042327,Jalan Kalimantan,tertiary,-6.912400957869907,107.61459998877469,340,SMA Negeri 3 dan 5 Bandung,65.6,25433457_32042327_STOP340
25433457_25433463,Jalan Jawa,tertiary,-6.915285600000002,107.6155852,699,Seberang SMP Negeri 5 Bandung,123.6,25433457_25433463_STOP699
25433457_25433463,Jalan Jawa,tertiary,-6.915378434525154,107.6160276939616,698,Simpang Jawa - Sunda,168.1,25433457_25433463_STOP698
25433457_25433463,Jalan Jawa,tertiary,-6.915471231559557,107.61647019572312,698,Simpang Jawa - Sunda,117.9,25433457_25433463_STOP698
25433457_25433463,Jalan Jawa,tertiary,-6.915564379378607,107.61691261576352,698,Simpang Jawa - Sunda,68.1,25433457_25433463_STOP698
25433457_25433463,Jalan Jawa,tertiary,-6.915674052350425,107.61735123421708,698,Simpang Jawa - Sunda,19.8,25433457_25433463_STOP698
25433457_25433463,Jalan Jawa,tertiary,-6.91578443744399,107.61778967261004,698,Simpang Jawa - Sunda,34.8,25433457_25433463_STOP698
25433457_25433463,Jalan Jawa,tertiary,-6.915894605422733,107.6182281664873,659,SPBU Jalan Sunda,66.9,25433457_25433463_STOP659
25433457_5841953280,Jalan Jawa,tertiary,-6.915285600000002,107.6155852,699,Seberang SMP Negeri 5 Bandung,123.6,25433457_5841953280_STOP699
25433457_5841953280,Jalan Jawa,tertiary,-6.915194734860968,107.61514229680112,699,Seberang SMP Negeri 5 Bandung,73.8,25433457_5841953280_STOP699
25433457_5841953280,Jalan Jawa,tertiary,-6.915103869245176,107.61469939362324,699,Seberang SMP Negeri 5 Bandung,26.1,25433457_5841953280_STOP699
25433457_5841953280,Jalan Jawa,tertiary,-6.915006345448757,107.61425795994042,699,Seberang SMP Negeri 5 Bandung,31.7,25433457_5841953280_STOP699
25433463_2041502893,Jalan Sumbawa,secondary,-6.915930399999996,107.6183708,659,SPBU Jalan Sunda,65.9,25433463_2041502893_STOP659
25433463_2041502893,Jalan Sumbawa,secondary,-6.91548903841696,107.6183650366402,698,Simpang Jawa - Sunda,104.6,25433463_2041502893_STOP698
25433463_2041502893,Jalan Sumbawa,secondary,-6.915090707304139,107.61815267780771,698,Simpang Jawa - Sunda,108.9,25433463_2041502893_STOP698
25433463_2041502893,Jalan Sumbawa,secondary,-6.914692642441313,107.61793878058243,698,Simpang Jawa - Sunda,133.4,25433463_2041502893_STOP698
25433463_2041502893,Jalan Sumbawa,secondary,-6.914294347214601,107.61772529846236,408,Balai Bahasa Jawa Barat,84.7,25433463_2041502893_STOP408
25433463_2041502893,Jalan Sumbawa,secondary,-6.913901590854552,107.61750197001987,408,Balai Bahasa Jawa Barat,35.1,25433463_2041502893_STOP408
25433463_2041502893,Jalan Sumbawa,secondary,-6.913521743058211,107.61725718088007,408,Balai Bahasa Jawa Barat,17.3,25433463_2041502893_STOP408
25433463_2041502893,Jalan Sumbawa,secondary,-6.913134786212645,107.6170237495505,408,Balai Bahasa Jawa Barat,66.7,25433463_2041502893_STOP408
25433463_2041502893,Jalan Sumbawa,secondary,-6.912747829103867,107.61679031867703,409,Taman Musik Jalan Sumbawa,60.9,25433463_2041502893_STOP409
25433463_2041502893,Jalan Sumbawa,secondary,-6.912360871731876,107.61655688825964,409,Taman Musik Jalan Sumbawa,14.1,25433463_2041502893_STOP409
25433463_2041502893,Jalan Sumbawa,secondary,-6.911967423487827,107.61633488840238,409,Taman Musik Jalan Sumbawa,42.1,25433463_2041502893_STOP409
25433463_1849525812,Jalan Bangka,tertiary,-6.915930399999996,107.6183708,659,SPBU Jalan Sunda,65.9,25433463_1849525812_STOP659
25433463_1849525812,Jalan Bangka,tertiary,-6.915904881315769,107.61882180577356,697,Simpang Menado - Gudang Utara,95.1,25433463_1849525812_STOP697
25433463_1849525812,Jalan Bangka,tertiary,-6.915497580465854,107.6188591347262,697,Simpang Menado - Gudang Utara,64.2,25433463_1849525812_STOP697
25433463_25433457,Jalan Jawa,tertiary,-6.915930399999996,107.6183708,659,SPBU Jalan Sunda,65.9,25433463_25433457_STOP659
25433463_25433457,Jalan Jawa,tertiary,-6.915820350146917,107.61793227622329,698,Simpang Jawa - Sunda,50.7,25433463_25433457_STOP698
25433463_25433457,Jalan Jawa,tertiary,-6.915709724293014,107.6174938985305,698,Simpang Jawa - Sunda,10.1,25433463_25433457_STOP698
25433463_25433457,Jalan Jawa,tertiary,-6.915600051477799,107.6170552800574,698,Simpang Jawa - Sunda,52.0,25433463_25433457_STOP698
25433463_25433457,Jalan Jawa,tertiary,-6.915501405882589,107.6166141249092,698,Simpang Jawa - Sunda,101.7,25433463_25433457_STOP698
25433463_25433457,Jalan Jawa,tertiary,-6.915408624858406,107.61617161981016,698,Simpang Jawa - Sunda,151.7,25433463_25433457_STOP698
25433463_25433457,Jalan Jawa,tertiary,-6.915315807773205,107.61572912220868,699,Seberang SMP Negeri 5 Bandung,139.9,25433463_25433457_STOP699
25433599_1849528737,Jalan Purnawarman,tertiary,-6.906808899999994,107.6093359,195,Riau XL,32.0,25433599_1849528737_STOP195
25433599_1849528737,Jalan Purnawarman,tertiary,-6.906357315795046,107.60932228978778,195,Riau XL,59.4,25433599_1849528737_STOP195
25433599_1849528737,Jalan Purnawarman,tertiary,-6.905905946267414,107.60933671966356,195,Riau XL,104.3,25433599_1849528737_STOP195
25433599_1849528737,Jalan Purnawarman,tertiary,-6.905455351818271,107.60937019765862,195,Riau XL,152.1,25433599_1849528737_STOP195
25433599_1849528737,Jalan Purnawarman,tertiary,-6.9050049306362045,107.60940584486134,103,Unisba,159.5,25433599_1849528737_STOP103
25433599_1849528737,Jalan Purnawarman,tertiary,-6.904554742513633,107.60944440983371,103,Unisba,156.3,25433599_1849528737_STOP103
25433599_1849528737,Jalan Purnawarman,tertiary,-6.904104629481536,107.60948383415877,103,Unisba,168.8,25433599_1849528737_STOP103
25433599_1849528737,Jalan Purnawarman,tertiary,-6.903654583490782,107.6095240256988,103,Unisba,194.1,25433599_1849528737_STOP103
25433599_1849528737,Jalan Purnawarman,tertiary,-6.903205551905476,107.60957348354384,103,Unisba,228.5,25433599_1849528737_STOP103
25433599_1849528737,Jalan Purnawarman,tertiary,-6.9027799995070245,107.60972187971406,373,Taman Radio A,200.4,25433599_1849528737_STOP373
25433599_10793008254,Jalan L.L. RE. Martadinata,secondary,-6.906808899999994,107.6093359,195,Riau XL,32.0,25433599_10793008254_STOP195
25433599_10793008254,Jalan L.L. RE. Martadinata,secondary,-6.906875766636063,107.60978298217414,195,Riau XL,19.8,25433599_10793008254_STOP195
25433599_10793008254,Jalan L.L. RE. Martadinata,secondary,-6.906941999534893,107.61023023256408,305,Hotel The-One-O-One A,59.3,25433599_10793008254_STOP305
25433599_364365279,Jalan Purnawarman,tertiary,-6.906808899999994,107.6093359,195,Riau XL,32.0,25433599_364365279_STOP195
25433599_364365279,Jalan Purnawarman,tertiary,-6.907260578979074,107.6093474042645,195,Riau XL,60.0,25433599_364365279_STOP195
25433599_364365279,Jalan Purnawarman,tertiary,-6.90771220838697,107.60936048880912,809,IFI Bandung,26.7,25433599_364365279_STOP809
25433599_364365279,Jalan Purnawarman,tertiary,-6.908163807261024,107.60937461485352,303,Bandung Electronic Center,6.1,25433599_364365279_STOP303
25433599_364365279,Jalan Purnawarman,tertiary,-6.9086155564298,107.60938209355454,303,Bandung Electronic Center,51.4,25433599_364365279_STOP303
25433599_364365279,Jalan Purnawarman,tertiary,-6.909058980690046,107.60933545679896,303,Bandung Electronic Center,101.0,25433599_364365279_STOP303
25433599_364365279,Jalan Purnawarman,tertiary,-6.909155155817075,107.60892735451417,485,Wastukencana Purnawarman,116.2,25433599_364365279_STOP485
25433661_2325451442,Jalan dr. Rajiman,primary,-6.904185399999996,107.6024466,483,Abdul Rivai,154.7,25433661_2325451442_STOP483
25433661_3269294963,Jalan Abdul Rivai,primary,-6.904185399999996,107.6024466,483,Abdul Rivai,154.7,25433661_3269294963_STOP483
25433670_364364130,Jalan Raden Adipati Aria Wiranatakusumah,primary,-6.904266999999999,107.6029269,483,Abdul Rivai,100.5,25433670_364364130_STOP483
25433670_364364130,Jalan Raden Adipati Aria Wiranatakusumah,primary,-6.903905286153179,107.60304859274218,483,Abdul Rivai,104.6,25433670_364364130_STOP483
25433670_364364130,Jalan Raden Adipati Aria Wiranatakusumah,primary,-6.90346145159826,107.60296433573212,483,Abdul Rivai,145.4,25433670_364364130_STOP483
25433670_364364130,Jalan Raden Adipati Aria Wiranatakusumah,primary,-6.903037934513344,107.6028119346828,483,Abdul Rivai,193.1,25433670_364364130_STOP483
25433670_10793008397,Jalan Abdul Rivai,primary,-6.904266999999999,107.6029269,483,Abdul Rivai,100.5,25433670_10793008397_STOP483
25433670_10793008397,Jalan Abdul Rivai,primary,-6.904310054990376,107.60337475233892,483,Abdul Rivai,51.1,25433670_10793008397_STOP483
25433670_10793008397,Jalan Abdul Rivai,primary,-6.904299980714549,107.60382677416752,483,Abdul Rivai,17.6,25433670_10793008397_STOP483
25433670_10793008397,Jalan Abdul Rivai,primary,-6.904289639718676,107.60427878948504,483,Abdul Rivai,55.5,25433670_10793008397_STOP483
25433677_2012565708,Jalan Raden Adipati Aria Wiranatakusumah,primary,-6.902381999999996,107.602401,353,GKI Pasteur,248.0,25433677_2012565708_STOP353
25433677_2012565708,Jalan Raden Adipati Aria Wiranatakusumah,primary,-6.901931072897936,107.60237314963496,353,GKI Pasteur,199.0,25433677_2012565708_STOP353
25433677_2012565708,Jalan Raden Adipati Aria Wiranatakusumah,primary,-6.901480353913396,107.60234135846711,353,GKI Pasteur,151.1,25433677_2012565708_STOP353
25433677_2012565708,Jalan Raden Adipati Aria Wiranatakusumah,primary,-6.901029064854984,107.60231938950538,353,GKI Pasteur,104.8,25433677_2012565708_STOP353
25433677_2012565708,Jalan Raden Adipati Aria Wiranatakusumah,primary,-6.900577891065019,107.60229500083112,353,GKI Pasteur,65.2,25433677_2012565708_STOP353
25433683_11138589127,Jalan dr. Cipto,secondary,-6.906746000000005,107.5987941,405,Taman Adipura,47.1,25433683_11138589127_STOP405
25433683_11138589127,Jalan dr. Cipto,secondary,-6.9065496552539525,107.59920081692906,405,Taman Adipura,19.9,25433683_11138589127_STOP405
25433683_11138589127,Jalan dr. Cipto,secondary,-6.906286672046704,107.59956781873932,405,Taman Adipura,62.7,25433683_11138589127_STOP405
25433683_11138589127,Jalan dr. Cipto,secondary,-6.906016539134612,107.59993024315568,242,SDN Pajajaran,88.1,25433683_11138589127_STOP242
25433683_11138589127,Jalan dr. Cipto,secondary,-6.905734478999712,107.60028346350636,242,SDN Pajajaran,121.4,25433683_11138589127_STOP242
25433683_11138589127,Jalan dr. Cipto,secondary,-6.905461135768941,107.60064334551517,242,SDN Pajajaran,163.1,25433683_11138589127_STOP242
25433683_11138589127,Jalan dr. Cipto,secondary,-6.905194818154436,107.6010085965989,242,SDN Pajajaran,208.2,25433683_11138589127_STOP242
25433683_25433684,Jalan Pajajaran,primary,-6.906746000000005,107.5987941,405,Taman Adipura,47.1,25433683_25433684_STOP405
25433683_25433684,Jalan Pajajaran,primary,-6.9068091824638325,107.59924171765336,405,Taman Adipura,9.5,25433683_25433684_STOP405
25433684_29356178,Jalan Mochammad Yunus,tertiary,-6.906834099999998,107.599567,781,Moch. Yunus - Pajajaran,34.0,25433684_29356178_STOP781
25433684_29356178,Jalan Mochammad Yunus,tertiary,-6.90728534845304,107.59954390618292,781,Moch. Yunus - Pajajaran,16.6,25433684_29356178_STOP781
25433684_29356178,Jalan Mochammad Yunus,tertiary,-6.907736610750317,107.59952109017978,781,Moch. Yunus - Pajajaran,66.8,25433684_29356178_STOP781
25433684_29356178,Jalan Mochammad Yunus,tertiary,-6.908187853201408,107.59949821118263,781,Moch. Yunus - Pajajaran,117.0,25433684_29356178_STOP781
25433684_29356178,Jalan Mochammad Yunus,tertiary,-6.908639439404467,107.5994870662722,782,Gang Moch. Mesri Dalam,113.2,25433684_29356178_STOP782
25433684_6622103728,Jalan Pajajaran,primary,-6.906834099999998,107.599567,781,Moch. Yunus - Pajajaran,34.0,25433684_6622103728_STOP781
25433684_6622103728,Jalan Pajajaran,primary,-6.906862573383491,107.60001823874715,242,SDN Pajajaran,7.8,25433684_6622103728_STOP242
25433684_6622103728,Jalan Pajajaran,primary,-6.906892823475717,107.60046936215416,242,SDN Pajajaran,48.2,25433684_6622103728_STOP242
25433684_6622103728,Jalan Pajajaran,primary,-6.906924623331308,107.600920377279,242,SDN Pajajaran,98.2,25433684_6622103728_STOP242
25433684_6622103728,Jalan Pajajaran,primary,-6.906959012198851,107.60137120333091,88,GOR Padjajaran,52.8,25433684_6622103728_STOP88
25433684_6622103728,Jalan Pajajaran,primary,-6.906992777991848,107.60182207583392,88,GOR Padjajaran,9.3,25433684_6622103728_STOP88
25433684_6622103728,Jalan Pajajaran,primary,-6.907028199376545,107.6022728214685,88,GOR Padjajaran,49.5,25433684_6622103728_STOP88
25433684_6622103728,Jalan Pajajaran,primary,-6.907062758487317,107.60272363423373,88,GOR Padjajaran,99.4,25433684_6622103728_STOP88
25433684_6622103728,Jalan Pajajaran,primary,-6.907095916892472,107.6031745424547,88,GOR Padjajaran,149.6,25433684_6622103728_STOP88
25433684_6622103728,Jalan Pajajaran,primary,-6.907122890787394,107.60362587301827,62,STHB,124.0,25433684_6622103728_STOP62
25433684_6622103728,Jalan Pajajaran,primary,-6.907149864234963,107.60407720347332,243,Kimia Farma Cicendo,95.2,25433684_6622103728_STOP243
25433686_11124688730,Jalan HOS. Cokroaminoto,trunk,-6.903992400000003,107.5975343,474,BPK Penabur,67.3,25433686_11124688730_STOP474
25433686_11124688730,Jalan HOS. Cokroaminoto,trunk,-6.903541053023424,107.59751320553823,474,BPK Penabur,19.2,25433686_11124688730_STOP474
25433686_5334388842,Jalan dr. Rajiman,primary,-6.903992400000003,107.5975343,474,BPK Penabur,67.3,25433686_5334388842_STOP474
25433686_5334388842,Jalan dr. Rajiman,primary,-6.9039869342828135,107.59798640292148,475,Seberang BPK Penabur,80.0,25433686_5334388842_STOP475
25433686_5334388842,Jalan dr. Rajiman,primary,-6.903981225750671,107.59843850003875,475,Seberang BPK Penabur,115.1,25433686_5334388842_STOP475
25433686_5334388842,Jalan dr. Rajiman,primary,-6.903973821870684,107.59889055758282,475,Seberang BPK Penabur,158.6,25433686_5334388842_STOP475
25433686_5334388842,Jalan dr. Rajiman,primary,-6.903964946183443,107.59934260150328,475,Seberang BPK Penabur,205.1,25433686_5334388842_STOP475
25433686_5334388842,Jalan dr. Rajiman,primary,-6.903953306833596,107.599794586796,475,Seberang BPK Penabur,253.0,25433686_5334388842_STOP475
25433686_5334388842,Jalan dr. Rajiman,primary,-6.903938709390256,107.60024647837535,475,Seberang BPK Penabur,301.7,25433686_5334388842_STOP475
25433686_5334388842,Jalan dr. Rajiman,primary,-6.90392070582444,107.60069825424628,242,SDN Pajajaran,328.5,25433686_5334388842_STOP242
25433686_5278840351,Jalan HOS. Cokroaminoto,trunk,-6.903992400000003,107.5975343,474,BPK Penabur,67.3,25433686_5278840351_STOP474
25433686_5278840351,Jalan HOS. Cokroaminoto,trunk,-6.904444150439125,107.59754324039667,77,Istana Plaza,65.0,25433686_5278840351_STOP77
25433686_5278840351,Jalan HOS. Cokroaminoto,trunk,-6.904895886339422,107.59755287639372,77,Istana Plaza,16.6,25433686_5278840351_STOP77
25433768_5369274905,Jalan Pandawa,secondary,-6.907590099999993,107.5926308,221,SMK Negeri 12 Bandung,64.0,25433768_5369274905_STOP221
25433768_5369274905,Jalan Pandawa,secondary,-6.9073068310338686,107.5922785449892,221,SMK Negeri 12 Bandung,41.8,25433768_5369274905_STOP221
25433768_13261248357,Jalan Arjuna,secondary,-6.907590099999993,107.5926308,221,SMK Negeri 12 Bandung,64.0,25433768_13261248357_STOP221
25433768_13261248357,Jalan Arjuna,secondary,-6.907957685218023,107.59236788223564,12,Seberang Kantor Kelurahan Arjuna,81.5,25433768_13261248357_STOP12
25433768_13261248357,Jalan Arjuna,secondary,-6.908319215998742,107.59209667467228,12,Seberang Kantor Kelurahan Arjuna,31.5,25433768_13261248357_STOP12
25433768_13261248357,Jalan Arjuna,secondary,-6.9086807401261385,107.59182545786842,12,Seberang Kantor Kelurahan Arjuna,19.9,25433768_13261248357_STOP12
25433873_4854744076,,secondary_link,-6.906943499999998,107.587079,84,Husein Pajajaran,124.0,25433873_4854744076_STOP84
25433873_11138593393,Jalan Abdul Rahman Saleh,trunk,-6.906943499999998,107.587079,84,Husein Pajajaran,124.0,25433873_11138593393_STOP84
25433873_11138593393,Jalan Abdul Rahman Saleh,trunk,-6.906854177931058,107.58752218157602,84,Husein Pajajaran,75.3,25433873_11138593393_STOP84
25433891_11125489871,Jalan Pajajaran,secondary,-6.9060304,107.5858421,84,Husein Pajajaran,280.8,25433891_11125489871_STOP84
25433891_11125489871,Jalan Pajajaran,secondary,-6.905887008159562,107.58541332954296,176,Abdurachman Saleh,309.3,25433891_11125489871_STOP176
25433891_11125489871,Jalan Pajajaran,secondary,-6.905743593912019,107.58498456655796,176,Abdurachman Saleh,282.9,25433891_11125489871_STOP176
25433891_11125489871,Jalan Pajajaran,secondary,-6.9056001997861305,107.58455579680428,176,Abdurachman Saleh,263.6,25433891_11125489871_STOP176
25433891_11125489871,Jalan Pajajaran,secondary,-6.905456787483154,107.5841270331066,176,Abdurachman Saleh,253.0,25433891_11125489871_STOP176
25433891_11125489871,Jalan Pajajaran,secondary,-6.905313375245511,107.58369826935642,176,Abdurachman Saleh,252.1,25433891_11125489871_STOP176
25433891_11125489871,Jalan Pajajaran,secondary,-6.905157780058349,107.58327384341378,176,Abdurachman Saleh,262.6,25433891_11125489871_STOP176
25433891_11125489871,Jalan Pajajaran,secondary,-6.90499922264177,107.58285048897328,176,Abdurachman Saleh,282.0,25433891_11125489871_STOP176
25433891_11125489871,Jalan Pajajaran,secondary,-6.904869783589866,107.58241729612187,176,Abdurachman Saleh,305.7,25433891_11125489871_STOP176
25433891_11125489871,Jalan Pajajaran,secondary,-6.904740344055474,107.581984103373,176,Abdurachman Saleh,335.4,25433891_11125489871_STOP176
25433891_11125489871,Jalan Pajajaran,secondary,-6.904610904038604,107.58155091072662,176,Abdurachman Saleh,369.5,25433891_11125489871_STOP176
25433891_11125489871,Jalan Pajajaran,secondary,-6.904499131501658,107.58111287956216,176,Abdurachman Saleh,405.7,25433891_11125489871_STOP176
25433891_11125489871,Jalan Pajajaran,secondary,-6.904390084874406,107.58067410180064,176,Abdurachman Saleh,444.5,25433891_11125489871_STOP176
25433891_2325451719,Jalan Pajajaran,secondary,-6.9060304,107.5858421,84,Husein Pajajaran,280.8,25433891_2325451719_STOP84
25433891_2325451719,Jalan Pajajaran,secondary,-6.906181601468074,107.586268175541,84,Husein Pajajaran,230.4,25433891_2325451719_STOP84
25433891_2325451719,Jalan Pajajaran,secondary,-6.906332814524514,107.5866942469454,84,Husein Pajajaran,180.2,25433891_2325451719_STOP84
25433891_10628427188,Kapten Tata Natanegara,secondary,-6.9060304,107.5858421,84,Husein Pajajaran,280.8,25433891_10628427188_STOP84
25433989_3252892639,Jalan Raya Cijerah,secondary,-6.920332799999996,107.5698295,493,Seberang SDN 093 Tunas Harapan Cijerah,124.7,25433989_3252892639_STOP493
25433989_3252892639,Jalan Raya Cijerah,secondary,-6.920761278531037,107.5696865943126,493,Seberang SDN 093 Tunas Harapan Cijerah,74.7,25433989_3252892639_STOP493
25433989_3252892639,Jalan Raya Cijerah,secondary,-6.92119524881139,107.56956071241136,493,Seberang SDN 093 Tunas Harapan Cijerah,24.9,25433989_3252892639_STOP493
25433989_3252892639,Jalan Raya Cijerah,secondary,-6.921627139689289,107.5694279534921,493,Seberang SDN 093 Tunas Harapan Cijerah,27.1,25433989_3252892639_STOP493
25433989_3252892639,Jalan Raya Cijerah,secondary,-6.92184913560824,107.56913444881924,494,SDN 061 Cijerah,13.9,25433989_3252892639_STOP494
25433989_3252892639,Jalan Raya Cijerah,secondary,-6.921797782801495,107.56869322329734,494,SDN 061 Cijerah,37.2,25433989_3252892639_STOP494
25433989_3252892639,Jalan Raya Cijerah,secondary,-6.922169191761865,107.56845819311812,495,Masjid Jami Al Istiqomah,40.8,25433989_3252892639_STOP495
25433989_3252892639,Jalan Raya Cijerah,secondary,-6.92260547456892,107.568340806307,495,Masjid Jami Al Istiqomah,10.9,25433989_3252892639_STOP495
25433989_3252892639,Jalan Raya Cijerah,secondary,-6.9230383549484245,107.56821117551598,495,Masjid Jami Al Istiqomah,60.4,25433989_3252892639_STOP495
25433989_3252892639,Jalan Raya Cijerah,secondary,-6.923469444226038,107.56807572869572,495,Masjid Jami Al Istiqomah,110.6,25433989_3252892639_STOP495
25433989_3252892639,Jalan Raya Cijerah,secondary,-6.923883316997371,107.56789744132745,495,Masjid Jami Al Istiqomah,160.7,25433989_3252892639_STOP495
25433989_3252892639,Jalan Raya Cijerah,secondary,-6.924280101342013,107.567682217061,495,Masjid Jami Al Istiqomah,210.6,25433989_3252892639_STOP495
25433989_3252892639,Jalan Raya Cijerah,secondary,-6.924529286639016,107.56730841417632,495,Masjid Jami Al Istiqomah,253.7,25433989_3252892639_STOP495
25433989_3252892639,Jalan Raya Cijerah,secondary,-6.9248483779033245,107.5669888948669,496,Simpang Bojong Raya,234.5,25433989_3252892639_STOP496
25433989_3252892639,Jalan Raya Cijerah,secondary,-6.925085190045644,107.56661494023008,496,Simpang Bojong Raya,195.4,25433989_3252892639_STOP496
25433989_3252892639,Jalan Raya Cijerah,secondary,-6.9253720223330175,107.56628901946696,496,Simpang Bojong Raya,156.8,25433989_3252892639_STOP496
25433989_3252892639,Jalan Raya Cijerah,secondary,-6.925784706400683,107.56610506210647,496,Simpang Bojong Raya,109.9,25433989_3252892639_STOP496
25433989_3252892639,Jalan Raya Cijerah,secondary,-6.926200974729264,107.56592918596117,496,Simpang Bojong Raya,67.3,25433989_3252892639_STOP496
25433989_3252892639,Jalan Raya Cijerah,secondary,-6.926615883327797,107.5657501387028,496,Simpang Bojong Raya,45.7,25433989_3252892639_STOP496
25433989_3245886198,Jalan Raya Cijerah,secondary,-6.920332799999996,107.5698295,493,Seberang SDN 093 Tunas Harapan Cijerah,124.7,25433989_3245886198_STOP493
25433989_3245886198,Jalan Raya Cijerah,secondary,-6.919911704573819,107.56999312588064,493,Seberang SDN 093 Tunas Harapan Cijerah,174.8,25433989_3245886198_STOP493
25433989_3245886198,Jalan Raya Cijerah,secondary,-6.919476818698692,107.57011568386,492,Sunson Cijerah,196.5,25433989_3245886198_STOP492
25433989_3245886198,Jalan Raya Cijerah,secondary,-6.919055924252557,107.5702793768631,492,Sunson Cijerah,146.2,25433989_3245886198_STOP492
25433989_3245886198,Jalan Raya Cijerah,secondary,-6.918633727315687,107.5704401513614,492,Sunson Cijerah,96.0,25433989_3245886198_STOP492
25433989_3245886198,Jalan Raya Cijerah,secondary,-6.918211886384696,107.5706021533132,492,Sunson Cijerah,45.9,25433989_3245886198_STOP492
25433989_3245886198,Jalan Raya Cijerah,secondary,-6.917783145790379,107.5707431033947,492,Sunson Cijerah,9.9,25433989_3245886198_STOP492
