lat,lon,category
-6.8805684,107.5763042,Komersial
-6.8556241,107.593066,Komersial
-6.9130312,107.6944012,Komersial
-6.903199,107.5973479,Komersial
-6.903814,107.5973207,Komersial
-6.895007,107.5879967,Komersial
-6.9175314,107.6182893,Komersial
-6.904344,107.6238497,Komersial
-6.9227477,107.6214113,Komersial
-6.9211764,107.6067102,Komersial
-6.9252169,107.6062281,Komersial
-6.8862383,107.6042692,Komersial
-6.8820091,107.6042246,Komersial
-6.8813648,107.6040101,Komersial
-6.9176588,107.6095018,Komersial
-6.9172911,107.6093706,Komersial
-6.9163529,107.6082435,Komersial
-6.9053852,107.6133142,Komersial
-6.9030419,107.6141911,Komersial
-6.908156,107.6225913,Komersial
-6.9388242,107.5808587,Komersial
-6.8759159,107.6057675,Komersial
-6.8739294,107.6045897,Komersial
-6.8803585,107.6035753,Komersial
-6.9325229,107.610485,Komersial
-6.8886489,107.603946,Komersial
-6.9303003,107.6161488,Komersial
-6.901581,107.6527109,Komersial
-6.9178489,107.6095046,Komersial
-6.9172415,107.609184,Komersial
-6.9182197,107.6094627,Komersial
-6.9180383,107.6095596,Komersial
-6.9169517,107.6089282,Komersial
-6.9606808,107.624258,Komersial
-6.9340828,107.7217918,Komersial
-6.9318787,107.7139301,Komersial
-6.9131404,107.6946989,Komersial
-6.904999,107.6801352,Komersial
-6.9053009,107.6819427,Komersial
-6.9169562,107.7059001,Komersial
-6.9049888,107.678734,Komersial
-6.9133706,107.6982594,Komersial
-6.9144264,107.6966851,Komersial
-6.9151788,107.6964906,Komersial
-6.9052428,107.6045734,Komersial
-6.8948175,107.5982706,Komersial
-6.899367,107.6242311,Komersial
-6.8997574,107.6412393,Komersial
-6.8959414,107.6012958,Komersial
-6.9015357,107.6471531,Komersial
-6.902155,107.6483165,Komersial
-6.9496709,107.6223525,Komersial
-6.9149659,107.5942741,Komersial
-6.9150132,107.5948942,Komersial
-6.8888019,107.6189237,Komersial
-6.9415223,107.6419719,Komersial
-6.9320088,107.5761657,Komersial
-6.9054573,107.5970335,Komersial
-6.8958371,107.5971882,Komersial
-6.8937026,107.6055968,Komersial
-6.8934891,107.6055913,Komersial
-6.8936632,107.6052089,Komersial
-6.8937339,107.6052044,Komersial
-6.9268563,107.634847,Komersial
-6.8974194,107.6122914,Komersial
-6.9051459,107.5977675,Komersial
-6.9320397,107.6256304,Komersial
-6.903663,107.6147623,Komersial
-6.898473,107.6141847,Komersial
-6.8869812,107.6264076,Komersial
-6.9425894,107.6891842,Komersial
-6.9198685,107.614035,Komersial
-6.9076283,107.6024063,Komersial
-6.9079289,107.5975405,Komersial
-6.9062627,107.61554,Komersial
-6.9059425,107.6191508,Komersial
-6.9061559,107.6156052,Komersial
-6.9110456,107.5979603,Komersial
-6.8912109,107.5718178,Komersial
-6.9196793,107.6845844,Komersial
-6.8828312,107.6291989,Komersial
-6.8643717,107.6236411,Komersial
-6.9156463,107.5935529,Komersial
-6.9115404,107.5978162,Komersial
-6.9062428,107.5978201,Komersial
-6.9123621,107.5999506,Komersial
-6.906086,107.5976963,Komersial
-6.9145711,107.6021311,Komersial
-6.8934162,107.6055707,Komersial
-6.8933745,107.6055815,Komersial
-6.8933801,107.6055862,Komersial
-6.9072461,107.6108309,Komersial
-6.9088632,107.6087934,Komersial
-6.8928984,107.5952696,Komersial
-6.8875699,107.5815232,Komersial
-6.8902448,107.5817128,Komersial
-6.9040347,107.6664012,Komersial
-6.9042516,107.6663218,Komersial
-6.9042712,107.6664241,Komersial
-6.9037938,107.6659994,Komersial
-6.9042544,107.6665506,Komersial
-6.9098728,107.637711,Komersial
-6.9027326,107.6659109,Komersial
-6.903047,107.6655329,Komersial
-6.8982397,107.6314937,Komersial
-6.9061448,107.6483058,Komersial
-6.944214,107.6418101,Komersial
-6.9546205,107.6270992,Komersial
-6.956741,107.626658,Komersial
-6.9382023,107.6281653,Komersial
-6.9297075,107.6266235,Komersial
-6.9059016,107.6245267,Komersial
-6.9015702,107.613618,Komersial
-6.9026206,107.6190522,Komersial
-6.908169,107.6109454,Komersial
-6.9174764,107.6263227,Komersial
-6.9137607,107.6026129,Komersial
-6.9137427,107.6027737,Komersial
-6.8926655,107.6247977,Komersial
-6.8912724,107.6204441,Komersial
-6.8886001,107.6215938,Komersial
-6.9342239,107.6269632,Komersial
-6.8964464,107.6168218,Komersial
-6.8965283,107.6169908,Komersial
-6.9078731,107.6678663,Komersial
-6.9145674,107.6601515,Komersial
-6.9371739,107.6538981,Komersial
-6.8887524,107.6195765,Komersial
-6.8995435,107.6091582,Komersial
-6.9001406,107.6116928,Komersial
-6.8969566,107.6037783,Komersial
-6.9043744,107.62293,Komersial
-6.9017303,107.6212087,Komersial
-6.9060812,107.6199916,Komersial
-6.9071996,107.617304,Komersial
-6.8673646,107.6209471,Komersial
-6.8776775,107.6205421,Komersial
-6.9377575,107.5943027,Komersial
-6.870947,107.6149266,Komersial
-6.8750981,107.6132845,Komersial
-6.8755528,107.6175037,Komersial
-6.8789911,107.6158532,Komersial
-6.8761553,107.6127944,Komersial
-6.8713294,107.615716,Komersial
-6.8749904,107.6132088,Komersial
-6.8792337,107.613001,Komersial
-6.8755663,107.6180992,Komersial
-6.8761731,107.6130861,Komersial
-6.8737496,107.6178792,Komersial
-6.8877234,107.6133493,Komersial
-6.89064,107.6165327,Komersial
-6.8865447,107.6147187,Komersial
-6.8990009,107.6201004,Komersial
-6.9225023,107.589721,Komersial
-6.9031126,107.6549388,Komersial
-6.9319109,107.6260143,Komersial
-6.9298544,107.5581093,Komersial
-6.9446049,107.6421613,Komersial
-6.9591895,107.5802239,Komersial
-6.9488062,107.6207923,Komersial
-6.9160569,107.5873512,Komersial
-6.8935752,107.6354053,Komersial
-6.8858493,107.610574,Komersial
-6.8937176,107.5836565,Komersial
-6.9075097,107.5820546,Komersial
-6.9146557,107.6028452,Komersial
-6.8962859,107.5971602,Komersial
-6.8923996,107.5941555,Komersial
-6.8967563,107.5970973,Komersial
-6.9115745,107.6375725,Komersial
-6.9164423,107.6417575,Komersial
-6.9075559,107.6072768,Komersial
-6.9097572,107.6328097,Komersial
-6.9098076,107.6326788,Komersial
-6.9143273,107.6322717,Komersial
-6.9130478,107.6356003,Komersial
-6.9303811,107.7126325,Komersial
-6.9020765,107.5648459,Komersial
-6.9038505,107.6107144,Komersial
-6.9157459,107.6278998,Komersial
-6.9453718,107.6304886,Komersial
-6.9410924,107.6268912,Komersial
-6.9411448,107.6270712,Komersial
-6.939736,107.62579,Komersial
-6.9393958,107.6253031,Komersial
-6.9402917,107.6261754,Komersial
-6.9235485,107.5953642,Komersial
-6.9230999,107.5965575,Komersial
-6.9207807,107.5927685,Komersial
-6.9441597,107.6069862,Komersial
-6.9248685,107.6026077,Komersial
-6.9303096,107.7147353,Komersial
-6.9299428,107.7150223,Komersial
-6.9194933,107.7225251,Komersial
-6.9403016,107.6534602,Komersial
-6.9367325,107.6434301,Komersial
-6.9221134,107.6460023,Komersial
-6.9324853,107.6554011,Komersial
-6.9572245,107.6122621,Komersial
-6.9286854,107.7158477,Komersial
-6.9312855,107.7143557,Komersial
-6.9295481,107.7151503,Komersial
-6.9295341,107.7153119,Komersial
-6.9251009,107.7177574,Komersial
-6.9262584,107.7143001,Komersial
-6.9281043,107.7115072,Komersial
-6.9203087,107.6538424,Komersial
-6.9157556,107.7241901,Komersial
-6.9170503,107.7224805,Komersial
-6.9239473,107.5974731,Komersial
-6.9206775,107.7186647,Komersial
-6.8689938,107.5934024,Komersial
-6.9312682,107.6544241,Komersial
-6.9279426,107.6451262,Komersial
-6.9109321,107.6295888,Komersial
-6.9082331,107.6174954,Komersial
-6.9057332,107.671861,Komersial
-6.9044557,107.6071733,Komersial
-6.904404,107.6071208,Komersial
-6.9044839,107.607202,Komersial
-6.9043857,107.6073001,Komersial
-6.9043058,107.6072189,Komersial
-6.8847511,107.612429,Komersial
-6.8940825,107.6048393,Komersial
-6.9538347,107.6284453,Komersial
-6.9090311,107.6086977,Komersial
-6.9065822,107.6132048,Komersial
-6.8913847,107.6171311,Komersial
-6.9027992,107.6044559,Komersial
-6.8936343,107.6052029,Komersial
-6.8935893,107.6052056,Komersial
-6.8987172,107.6341318,Komersial
-6.9249854,107.6302173,Komersial
-6.9267836,107.6347125,Komersial
-6.9238762,107.6256241,Komersial
-6.9050153,107.6163708,Komersial
-6.9065228,107.6472519,Komersial
-6.8981237,107.6544243,Komersial
-6.8992093,107.6269415,Komersial
-6.9233696,107.6119189,Komersial
-6.8856888,107.6125432,Komersial
-6.9155685,107.6336628,Komersial
-6.9152592,107.6338508,Komersial
-6.9394009,107.626211,Komersial
-6.9394816,107.6263159,Komersial
-6.9528665,107.5983412,Komersial
-6.9532137,107.6061803,Komersial
-6.9069848,107.5915373,Komersial
-6.9237334,107.6163667,Komersial
-6.9237559,107.6169965,Komersial
-6.8922281,107.6105406,Komersial
-6.9146605,107.6018761,Komersial
-6.9152099,107.594132,Komersial
-6.9151959,107.593981,Komersial
-6.9151325,107.5937869,Komersial
-6.9153508,107.5951198,Komersial
-6.9157803,107.5950714,Komersial
-6.9153185,107.5948536,Komersial
-6.9460217,107.5943338,Komersial
-6.9457275,107.5944173,Komersial
-6.9460508,107.5946443,Komersial
-6.9146815,107.6023651,Komersial
-6.9158983,107.6090959,Komersial
-6.8901518,107.6127416,Komersial
-6.9157442,107.5936563,Komersial
-6.9152956,107.5947078,Komersial
-6.9361913,107.7141438,Komersial
-6.9243399,107.6722676,Komersial
-6.9242884,107.6723445,Komersial
-6.9242352,107.672417,Komersial
-6.9195604,107.6730955,Komersial
-6.9491651,107.6280841,Komersial
-6.9550772,107.6987346,Komersial
-6.9549761,107.6986903,Komersial
-6.9549474,107.6988643,Komersial
-6.9548256,107.6987164,Komersial
-6.954626,107.698642,Komersial
-6.9546628,107.6985536,Komersial
-6.9549292,107.6989088,Komersial
-6.9548083,107.6988566,Komersial
-6.9545471,107.6987447,Komersial
-6.9556577,107.6979406,Komersial
-6.9556995,107.6978708,Komersial
-6.9556414,107.6975489,Komersial
-6.9551952,107.6984409,Komersial
-6.9551368,107.6984259,Komersial
-6.9549992,107.6983597,Komersial
-6.9549101,107.6983227,Komersial
-6.9548285,107.6982889,Komersial
-6.9547558,107.6982588,Komersial
-6.9546824,107.6982284,Komersial
-6.9545514,107.698174,Komersial
-6.9554626,107.6972083,Komersial
-6.9552469,107.6972687,Komersial
-6.9546313,107.6977722,Komersial
-6.9547717,107.6976151,Komersial
-6.9549375,107.6974726,Komersial
-6.9549889,107.6976574,Komersial
-6.9548935,107.6977478,Komersial
-6.9546957,107.6979825,Komersial
-6.9553275,107.6981994,Komersial
-6.9553581,107.6981297,Komersial
-6.9553967,107.6980385,Komersial
-6.9554393,107.697942,Komersial
-6.955485,107.6978263,Komersial
-6.9555225,107.6977293,Komersial
-6.9555603,107.6976318,Komersial
-6.9555951,107.6975348,Komersial
-6.9556461,107.6974172,Komersial
-6.9552623,107.6983497,Komersial
-6.955433,107.6974432,Komersial
-6.9551997,107.6975395,Komersial
-6.9549394,107.6976913,Komersial
-6.9547701,107.6978691,Komersial
-6.9546361,107.6980875,Komersial
-6.9546039,107.6981873,Komersial
-6.9544204,107.6986754,Komersial
-6.9544969,107.6984806,Komersial
-6.9549761,107.6986903,Komersial
-6.9550772,107.6987346,Komersial
-6.9552953,107.6982707,Komersial
-6.955821,107.6970218,Komersial
-6.9554132,107.6972738,Komersial
-6.9551808,107.6973597,Komersial
-6.9550083,107.6974255,Komersial
-6.9548875,107.6975159,Komersial
-6.9547079,107.6976794,Komersial
-6.954484,107.6980253,Komersial
-6.9543903,107.6982532,Komersial
-6.9561062,107.6969494,Komersial
-6.9556896,107.6969616,Komersial
-6.955538,107.6983612,Komersial
-6.954578,107.6977514,Komersial
-6.9543459,107.6982347,Komersial
-6.954379,107.6984293,Komersial
-6.955062,107.6975517,Komersial
-6.9548132,107.6977541,Komersial
-6.9547637,107.6978146,Komersial
-6.9545917,107.6980728,Komersial
-6.9552891,107.6989477,Komersial
-6.955318,107.6983101,Komersial
-6.9546653,107.6976526,Komersial
-6.9545005,107.6978826,Komersial
-6.9544213,107.698056,Komersial
-6.9554826,107.6983487,Komersial
-6.95603,107.6972323,Komersial
-6.9559696,107.6973708,Komersial
-6.9559126,107.6975016,Komersial
-6.955834,107.6976819,Komersial
-6.9557777,107.6978112,Komersial
-6.9557415,107.6978942,Komersial
-6.9557127,107.6979603,Komersial
-6.9556594,107.6980825,Komersial
-6.9556116,107.6981922,Komersial
-6.9558121,107.6975932,Komersial
-6.9556159,107.69718,Komersial
-6.9440281,107.6309126,Komersial
-6.9251673,107.6464393,Komersial
-6.9251543,107.6464028,Komersial
-6.9094694,107.6107883,Komersial
-6.9086436,107.6148993,Komersial
-6.9105179,107.5980826,Komersial
-6.8835806,107.597131,Komersial
-6.8973303,107.6209766,Komersial
-6.9252692,107.6180664,Komersial
-6.9088086,107.6281182,Komersial
-6.9374501,107.6269441,Komersial
-6.9331242,107.6187289,Komersial
-6.9050348,107.59665,Komersial
-6.8997264,107.6101257,Komersial
-6.9388819,107.6187895,Komersial
-6.9344994,107.6327397,Komersial
-6.9146361,107.6129843,Komersial
-6.9196942,107.6177337,Komersial
-6.9317273,107.6173127,Komersial
-6.9271158,107.6226331,Komersial
-6.9292066,107.6173263,Komersial
-6.9283067,107.617755,Komersial
-6.9258817,107.6094307,Komersial
-6.9353738,107.6139638,Komersial
-6.9375575,107.6266067,Komersial
-6.9081793,107.6203661,Komersial
-6.9110085,107.6295383,Komersial
-6.9336746,107.6250609,Komersial
-6.8910878,107.5996507,Komersial
-6.9042492,107.6158446,Komersial
-6.8805089,107.6035551,Komersial
-6.928495,107.6181581,Komersial
-6.905209,107.6281938,Komersial
-6.9088269,107.6215133,Komersial
-6.9517781,107.6022352,Komersial
-6.9079704,107.6223198,Komersial
-6.8888306,107.6015393,Komersial
-6.8730104,107.5954305,Komersial
-6.9024627,107.6146332,Komersial
-6.9018179,107.597282,Komersial
-6.8921347,107.5998556,Komersial
-6.933072,107.6109972,Komersial
-6.9549962,107.6040289,Komersial
-6.8839125,107.6152455,Komersial
-6.9071308,107.5889286,Komersial
-6.9245515,107.6366803,Komersial
-6.9540363,107.6079212,Komersial
-6.8777856,107.5871332,Komersial
-6.8926722,107.5971542,Komersial
-6.9417178,107.6590371,Komersial
-6.8774347,107.6038048,Komersial
-6.8966626,107.5875761,Komersial
-6.9259963,107.587107,Komersial
-6.8844565,107.6135858,Komersial
-6.8879518,107.624024,Komersial
-6.9549793,107.630874,Komersial
-6.9188899,107.5991527,Komersial
-6.9179201,107.6625004,Komersial
-6.9539186,107.6288383,Komersial
-6.9100474,107.6904528,Komersial
-6.8804511,107.6038209,Komersial
-6.9545889,107.632022,Komersial
-6.9460091,107.5844686,Komersial
-6.9239551,107.6366088,Komersial
-6.8915563,107.6021321,Komersial
-6.9072284,107.5849134,Komersial
-6.909642,107.6108517,Komersial
-6.9150741,107.5943968,Komersial
-6.8886892,107.6002202,Komersial
-6.9584626,107.6128866,Komersial
-6.9429088,107.5957708,Komersial
-6.9002525,107.6444469,Komersial
-6.8946587,107.6052365,Komersial
-6.8946883,107.6047853,Komersial
-6.941126,107.6031258,Komersial
-6.9024351,107.6098213,Komersial
-6.9086636,107.6726443,Komersial
-6.8893839,107.5962262,Komersial
-6.8893877,107.5960336,Komersial
-6.8906713,107.5962338,Komersial
-6.9113036,107.5891287,Komersial
-6.9003598,107.5958516,Komersial
-6.8932653,107.6043422,Komersial
-6.9099,107.6116965,Komersial
-6.9016304,107.6269767,Komersial
-6.9031201,107.6137899,Komersial
-6.8928589,107.5950668,Komersial
-6.9547864,107.698824,Komersial
-6.9547505,107.6989185,Komersial
-6.9555769,107.6981761,Komersial
-6.9556807,107.697445,Komersial
-6.9553094,107.698485,Komersial
-6.9556212,107.6980601,Komersial
-6.9556623,107.6975034,Komersial
-6.9555978,107.6981198,Komersial
-6.9556472,107.6978466,Komersial
-6.8950828,107.5880854,Komersial
-6.9420478,107.6637952,Komersial
-6.9251379,107.6463615,Komersial
-6.9122856,107.601731,Komersial
-6.9122853,107.6017168,Komersial
-6.9551725,107.6983063,Komersial
-6.9544492,107.6981151,Komersial
-6.9547927,107.69752,Komersial
-6.9546675,107.6978523,Komersial
-6.9550462,107.6982567,Komersial
-6.9548564,107.698174,Komersial
-6.9546227,107.697821,Komersial
-6.954711,107.6978831,Komersial
-6.9546554,107.6979702,Komersial
-6.9548583,107.6977053,Komersial
-6.9195269,107.6100198,Komersial
-6.9173535,107.6092125,Komersial
-6.8741581,107.604371,Komersial
-6.8795614,107.6032139,Komersial
-6.8794988,107.6032174,Komersial
-6.8781307,107.603626,Komersial
-6.902446,107.6562985,Komersial
-6.9144996,107.6058684,Komersial
-6.9466212,107.6414493,Komersial
-6.9465173,107.6407197,Komersial
-6.9550163,107.6976376,Komersial
-6.9555889,107.6972627,Komersial
-6.9553103,107.6974933,Komersial
-6.9495559,107.6183196,Komersial
-6.9494994,107.6176732,Komersial
-6.9491318,107.6255234,Komersial
-6.922663,107.6052119,Komersial
-6.9549803,107.6984444,Komersial
-6.9549969,107.698938,Komersial
-6.9550735,107.6989676,Komersial
-6.954945,107.6985125,Komersial
-6.9550504,107.6983787,Komersial
-6.9495017,107.6653293,Komersial
-6.8733038,107.614264,Komersial
-6.9056765,107.5968911,Komersial
-6.9070348,107.6175591,Komersial
-6.9276079,107.6071298,Komersial
-6.9145481,107.6017153,Komersial
-6.9235734,107.62785,Komersial
-6.948069,107.6215664,Komersial
-6.9137614,107.6026585,Komersial
-6.8969284,107.6126464,Komersial
-6.8727771,107.5949961,Komersial
-6.8559057,107.5923595,Komersial
-6.8764584,107.6232389,Komersial
-6.9254061,107.6172154,Komersial
-6.9360331,107.6322128,Komersial
-6.908887,107.6096447,Komersial
-6.919613,107.6094211,Komersial
-6.9211226,107.6179045,Komersial
-6.9197927,107.6113454,Komersial
-6.9046956,107.5974247,Komersial
-6.89091,107.5969958,Komersial
-6.9209872,107.6151956,Komersial
-6.9254078,107.630143,Komersial
-6.8846836,107.6008868,Komersial
-6.8845743,107.5967514,Komersial
-6.9045264,107.6045973,Komersial
-6.8931987,107.6051744,Komersial
-6.8932433,107.6051683,Komersial
-6.8978265,107.609726,Komersial
-6.889333,107.6161106,Komersial
-6.887989,107.614684,Komersial
-6.8896975,107.6163564,Komersial
-6.8875952,107.6153962,Komersial
-6.8873174,107.6150366,Komersial
-6.9165622,107.6005537,Komersial
-6.8976747,107.6130544,Komersial
-6.8839057,107.6137265,Komersial
-6.8906725,107.6091767,Komersial
-6.892011,107.6166965,Komersial
-6.9161543,107.6963069,Komersial
-6.9161886,107.696285,Komersial
-6.8823811,107.6118149,Komersial
-6.95946,107.6997282,Komersial
-6.9384984,107.6239368,Komersial
-6.9384479,107.6238981,Komersial
-6.937591,107.6230616,Komersial
-6.93753,107.6229964,Komersial
-6.9376516,107.6230973,Komersial
-6.937907,107.6233695,Komersial
-6.9373106,107.6227865,Komersial
-6.9403809,107.6262775,Komersial
-6.9404417,107.6263293,Komersial
-6.9403421,107.626232,Komersial
-6.8692044,107.5934595,Komersial
-6.9587573,107.6946689,Komersial
-6.9584451,107.6946628,Komersial
-6.9578316,107.6947883,Komersial
-6.9442909,107.6271575,Komersial
-6.9556239,107.6978997,Komersial
-6.9553679,107.6981793,Komersial
-6.9554114,107.6980689,Komersial
-6.9549554,107.6982087,Komersial
-6.9596508,107.6986771,Komersial
-6.9557139,107.6973738,Komersial
-6.9556909,107.6973412,Komersial
-6.8864797,107.6231339,Komersial
-6.8861171,107.6231817,Komersial
-6.8863722,107.6230181,Komersial
-6.8859799,107.6230988,Komersial
-6.9005631,107.612699,Komersial
-6.9059105,107.5961736,Komersial
-6.9124822,107.5993957,Komersial
-6.9124636,107.5987049,Komersial
-6.9549917,107.6988603,Komersial
-6.8946503,107.6172644,Komersial
-6.8797109,107.6121086,Komersial
-6.9600279,107.5809168,Komersial
-6.929785,107.5859374,Komersial
-6.9298848,107.5862903,Komersial
-6.9103184,107.6096448,Komersial
-6.92028,107.5989874,Komersial
-6.9166174,107.6097716,Komersial
-6.8992393,107.6272089,Komersial
-6.8929212,107.6043527,Komersial
-6.8851167,107.5812006,Komersial
-6.8893165,107.5969665,Komersial
-6.9146344,107.5934808,Komersial
-6.9142561,107.5934443,Komersial
-6.9142606,107.593771,Komersial
-6.9022244,107.6802183,Komersial
-6.9062428,107.6224118,Komersial
-6.9028957,107.6242407,Komersial
-6.9393781,107.6346142,Komersial
-6.9429579,107.5911833,Komersial
-6.936962,107.6007542,Komersial
-6.9185296,107.6053741,Komersial
-6.9176075,107.5983574,Komersial
-6.9259656,107.6096646,Komersial
-6.9300184,107.64381,Komersial
-6.9298285,107.6438162,Komersial
-6.9301688,107.6437961,Komersial
-6.9298854,107.6438163,Komersial
-6.9302552,107.6438034,Komersial
-6.8892588,107.5969626,Komersial
-6.9176499,107.7065234,Komersial
-6.9169743,107.7074982,Komersial
-6.9153485,107.7091696,Komersial
-6.9169971,107.7074644,Komersial
-6.9154287,107.7094211,Komersial
-6.9167316,107.7080385,Komersial
-6.917211,107.707239,Komersial
-6.9170971,107.7073321,Komersial
-6.89111,107.6128782,Komersial
-6.8915081,107.6128712,Komersial
-6.8901028,107.6127497,Komersial
-6.8928489,107.6134413,Komersial
-6.8980476,107.6124742,Komersial
-6.917664,107.7065827,Komersial
-6.9176381,107.7065552,Komersial
-6.9176148,107.7065331,Komersial
-6.917001,107.7059349,Komersial
-6.8895828,107.6131232,Komersial
-6.889428,107.6131339,Komersial
-6.9560421,107.6971103,Komersial
-6.9555513,107.6973869,Komersial
-6.8919939,107.6176837,Komersial
-6.8853254,107.6143786,Komersial
-6.8857943,107.6148147,Komersial
-6.8900209,107.616581,Komersial
-6.8912589,107.6170836,Komersial
-6.9280722,107.6329968,Komersial
-6.9304164,107.6353829,Komersial
-6.9306181,107.6353421,Komersial
-6.9321471,107.6349453,Komersial
-6.8870846,107.6138985,Komersial
-6.9052402,107.5975915,Komersial
-6.9544271,107.6090848,Komersial
-6.9530747,107.6054195,Komersial
-6.9537986,107.6076174,Komersial
-6.9547849,107.6087296,Komersial
-6.9525317,107.5998134,Komersial
-6.9526708,107.60124,Komersial
-6.9532703,107.6034933,Komersial
-6.9534287,107.6046763,Komersial
-6.9528218,107.6027931,Komersial
-6.953404,107.6047584,Komersial
-6.953975,107.6065887,Komersial
-6.9544016,107.6079053,Komersial
-6.9513584,107.7058104,Komersial
-6.8811823,107.6119537,Komersial
-6.8812407,107.6119308,Komersial
-6.8837508,107.6146486,Komersial
-6.8836681,107.6141149,Komersial
-6.9472452,107.7063611,Komersial
-6.9547883,107.6099069,Komersial
-6.9312258,107.6227969,Komersial
-6.9050714,107.6108863,Komersial
-6.9048551,107.610898,Komersial
-6.8998286,107.613012,Komersial
-6.9181811,107.7071163,Komersial
-6.9181551,107.7071379,Komersial
-6.8949046,107.5975039,Komersial
-6.8935654,107.5990421,Komersial
-6.8948996,107.5976844,Komersial
-6.8941144,107.5984993,Komersial
-6.8922995,107.5990706,Komersial
-6.8946755,107.5983935,Komersial
-6.8929236,107.5989284,Komersial
-6.9600694,107.7015774,Komersial
-6.9601579,107.7015595,Komersial
-6.9486541,107.676135,Komersial
-6.947183,107.6762055,Komersial
-6.8847684,107.6135706,Komersial
-6.9384275,107.6243683,Komersial
-6.9389253,107.6267724,Komersial
-6.8918114,107.5994571,Komersial
-6.8920508,107.5994139,Komersial
-6.9138286,107.6442684,Komersial
-6.9133583,107.6447,Komersial
-6.9135346,107.6466839,Komersial
-6.913838,107.6444168,Komersial
-6.9133185,107.64806,Komersial
-6.9128042,107.6489697,Komersial
-6.913098,107.6467913,Komersial
-6.9131169,107.6466898,Komersial
-6.9136992,107.6453768,Komersial
-6.9138763,107.6448979,Komersial
-6.9129452,107.651637,Komersial
-6.9136637,107.6454817,Komersial
-6.9132597,107.6483746,Komersial
-6.9122526,107.6539523,Komersial
-6.9123135,107.6529143,Komersial
-6.9180261,107.5824513,Komersial
-6.9182651,107.581339,Komersial
-6.9188262,107.5861644,Komersial
-6.9186789,107.5844053,Komersial
-6.9187354,107.5878464,Komersial
-6.9181335,107.5833977,Komersial
-6.9186971,107.5876925,Komersial
-6.9185388,107.5830297,Komersial
-6.9186879,107.5846059,Komersial
-6.9198392,107.5948607,Komersial
-6.9179437,107.578715,Komersial
-6.9178402,107.577567,Komersial
-6.9046066,107.6716359,Komersial
-6.9203737,107.6143919,Komersial
-6.9205762,107.6139842,Komersial
-6.8770411,107.6179365,Komersial
-6.8770591,107.6179253,Komersial
-6.8778284,107.6168216,Komersial
-6.9038681,107.6652671,Komersial
-6.9038774,107.6663988,Komersial
-6.8918132,107.6271871,Komersial
-6.8919322,107.6272591,Komersial
-6.8921459,107.627281,Komersial
-6.8921461,107.627695,Komersial
-6.8921548,107.6303005,Komersial
-6.8920079,107.6272823,Komersial
-6.886754,107.623362,Komersial
-6.8923358,107.6287031,Komersial
-6.8911277,107.6268038,Komersial
-6.8914742,107.6270634,Komersial
-6.8913259,107.6270278,Komersial
-6.8923439,107.627601,Komersial
-6.8917957,107.6295937,Komersial
-6.8905797,107.6267658,Komersial
-6.8905328,107.6267704,Komersial
-6.8905771,107.5959072,Komersial
-6.8939328,107.6124954,Komersial
-6.9037724,107.6640578,Komersial
-6.9057349,107.6173444,Komersial
-6.90676,107.6141891,Komersial
-6.9061854,107.615997,Komersial
-6.9061563,107.6208034,Komersial
-6.9061272,107.6223152,Komersial
-6.9076705,107.6226192,Komersial
-6.9076973,107.6206702,Komersial
-6.9063597,107.6176162,Komersial
-6.9064464,107.6166417,Komersial
-6.9066619,107.6144652,Komersial
-6.9066942,107.614469,Komersial
-6.9354757,107.6634431,Komersial
-6.9354122,107.6633985,Komersial
-6.9353752,107.6633311,Komersial
-6.9159467,107.6303075,Komersial
-6.9129441,107.6291003,Komersial
-6.9122561,107.6279919,Komersial
-6.9143612,107.6291812,Komersial
-6.9086913,107.6248719,Komersial
-6.9089553,107.6252578,Komersial
-6.9088212,107.6251258,Komersial
-6.911238,107.6274949,Komersial
-6.8965344,107.6158652,Komersial
-6.8965171,107.6158501,Komersial
-6.8965061,107.6158166,Komersial
-6.8965154,107.6158071,Komersial
-6.9139479,107.7001493,Komersial
-6.9165243,107.7050417,Komersial
-6.9150098,107.7040252,Komersial
-6.916419,107.7049558,Komersial
-6.9141055,107.7023246,Komersial
-6.9163715,107.7049176,Komersial
-6.9140937,107.7021896,Komersial
-6.9141191,107.7025002,Komersial
-6.9166513,107.7051672,Komersial
-6.9167725,107.7052946,Komersial
-6.9165602,107.7050767,Komersial
-6.9141133,107.7024191,Komersial
-6.9141165,107.7024631,Komersial
-6.9157201,107.7045878,Komersial
-6.9154862,107.7039394,Komersial
-6.9158785,107.7047715,Komersial
-6.9140882,107.7020918,Komersial
-6.9158524,107.704746,Komersial
-6.9168863,107.7053709,Komersial
-6.9160176,107.7045627,Komersial
-6.9163477,107.7048867,Komersial
-6.8896045,107.581319,Komersial
-6.8852712,107.6182582,Komersial
-6.8851919,107.6177312,Komersial
-6.9040299,107.6187738,Komersial
-6.9224141,107.6059747,Komersial
-6.9224401,107.6060974,Komersial
-6.922613,107.6061697,Komersial
-6.9114466,107.5782311,Komersial
-6.8818906,107.5746049,Komersial
-6.9601035,107.700902,Komersial
-6.9600292,107.7008858,Komersial
-6.9599546,107.7013338,Komersial
-6.960219,107.7012402,Komersial
-6.9072088,107.6449764,Komersial
-6.9180232,107.6693554,Komersial
-6.94526,107.6308899,Komersial
-6.9060826,107.6201455,Komersial
-6.9060987,107.6200905,Komersial
-6.9546892,107.6436847,Komersial
