place_id,name,lat,lon,rating,total_reviews,category,types,nearest_stop,stop_lat,stop_lon
ChIJK45W6WTmaC4RqNfA0IOO48Q,Vio Hotel Pasteur,-6.8920637,107.5822168,4.3,3874,lainnya,"establishment,lodging,point_of_interest",BPJS Pasteur,-6.8921945,107.5829083
ChIJ9z76rGTmaC4RbMqqhvUsMCA,Cititrans Pasteur,-6.8925519,107.5834895,4.4,3762,lainnya,"establishment,point_of_interest",BPJS Pasteur,-6.8921945,107.5829083
ChIJt5Hh2mXmaC4RCs7kOuyWRDA,Lintas Shuttle Drop Off Pasteur,-6.892031999999999,107.5835766,4.2,1815,lainnya,"establishment,point_of_interest",BPJS Pasteur,-6.8921945,107.5829083
ChIJzTqHb2DmaC4RmwJYrF_Ni5I,de Java Hotel,-6.8888532,107.5970563,4.4,4362,lainnya,"establishment,lodging,point_of_interest",Sukagalih PVJ,-6.8913252,107.5968917
ChIJI3PIQ2DmaC4RDbmPOHx8-g8,Pepper Lunch,-6.8899005,107.5957725,4.6,859,katering,"establishment,food,point_of_interest,restaurant",Sukagalih PVJ,-6.8913252,107.5968917
ChIJ0U7aSGDmaC4R7yOzhhgqTq0,Gardenice Rink,-6.890512699999999,107.5958587,4.6,821,lainnya,"establishment,point_of_interest",Sukagalih PVJ,-6.8913252,107.5968917
ChIJYepqjmDmaC4RzPfSxCHqMb4,Twig House,-6.8905556,107.5966667,4.4,369,komersial,"clothing_store,establishment,point_of_interest,store",Sukagalih PVJ,-6.8913252,107.5968917
ChIJex__aoTmaC4RKRdfJb5bbOY,The Majesty Apartment,-6.8833777,107.5810734,4.3,1541,lainnya,"establishment,point_of_interest",Maranatha,-6.8857326,107.5813271
ChIJpTV-IofmaC4RWEg3Szj0Yak,HokBen,-6.8861285,107.5816833,4.3,1175,katering,"establishment,food,point_of_interest,restaurant",Maranatha,-6.8857326,107.5813271
ChIJ5SiFG4TmaC4RDIuU7iIbNdQ,D'crepes,-6.886215699999999,107.5815361,4.2,269,katering,"establishment,food,point_of_interest,restaurant,store",Maranatha,-6.8857326,107.5813271
ChIJZSmkPIfmaC4RRVZSuRXQ-oQ,Mayasari Surya Sumantri,-6.8862108,107.5811356,4.3,109,katering,"bakery,establishment,food,point_of_interest,store",Maranatha,-6.8857326,107.5813271
ChIJcVPLJYfmaC4RyaCcP08l7XQ,Maranatha Toastmasters Club,-6.885930399999999,107.5810275,4.5,97,lainnya,"establishment,point_of_interest",Maranatha,-6.8857326,107.5813271
ChIJmecU6JzmaC4RIPYR-SiPmV0,JNE Sarijadi,-6.8761483,107.5786799,4.3,347,lainnya,"establishment,point_of_interest",Simpang Sarimanah Sariasih,-6.8763753,107.5782658
ChIJVeJk-ZzmaC4R9T6GWNsmv7w,Linoleum Shop,-6.8760521,107.5784819,4.5,110,komersial,"clothing_store,establishment,point_of_interest,store",Simpang Sarimanah Sariasih,-6.8763753,107.5782658
ChIJoxqf05zmaC4ReGKbH7B9-qQ,Indomaret sarimanah 58,-6.8777817,107.5777216,4.0,66,komersial,"convenience_store,establishment,food,point_of_interest,store",Simpang Sarimanah Sariasih,-6.8763753,107.5782658
ChIJL1VVlZzmaC4R3JJn2TRQ2qw,Indomaret Sari Asih,-6.8760598,107.5785759,3.6,56,komersial,"convenience_store,establishment,food,point_of_interest,store",Simpang Sarimanah Sariasih,-6.8763753,107.5782658
ChIJD_Wu0_DnaC4RE6R3hmbmluQ,Bandung Etnik,-6.877000499999999,107.5781666,3.8,46,komersial,"establishment,point_of_interest,store",Simpang Sarimanah Sariasih,-6.8763753,107.5782658
ChIJx1jaDILmaC4RiIq_ytngf-4,Clean 8 Car Wash & Cafe,-6.8817984,107.574362,3.7,574,lainnya,"car_repair,car_wash,establishment,point_of_interest",Pasar Cibogo Sarijadi,-6.8826172,107.5751341
ChIJtbn0C2ToaC4RWU65QXHeqbg,Sushi Teiyo,-6.884388700000001,107.574534,4.5,365,katering,"establishment,food,point_of_interest,restaurant",Pasar Cibogo Sarijadi,-6.8826172,107.5751341
ChIJj2EFKZTmaC4R9uHAnUH9uY4,Warung Sate Durin,-6.882269399999999,107.5766065,4.5,192,katering,"establishment,food,point_of_interest,restaurant",Pasar Cibogo Sarijadi,-6.8826172,107.5751341
ChIJm37Q6CnkaC4RttrGb411Apw,Alfamart Terusan Sutami,-6.8822151,107.5732964,3.8,159,komersial,"convenience_store,establishment,food,grocery_or_supermarket,point_of_interest",Pasar Cibogo Sarijadi,-6.8826172,107.5751341
ChIJ747yToLmaC4R5W0Uh42hhtY,Indomaret Perintis 2,-6.8813185,107.5764312,3.9,128,komersial,"convenience_store,establishment,food,point_of_interest,store",Pasar Cibogo Sarijadi,-6.8826172,107.5751341
ChIJndjj1l_vaC4RFHoaFZwgpdw,Terminal Angkot Bumiasri-Ciroyom,-6.9324284,107.5508141,4.1,102,lainnya,"establishment,point_of_interest",Terminal Bumi Asri,-6.9325142,107.5508136
ChIJy2oNBlrvaC4RajJBPcpErBc,PT. BUMIASRI ANGSATANA MEDIKA,-6.9322973,107.5509375,5.0,82,kesehatan,"establishment,health,point_of_interest",Terminal Bumi Asri,-6.9325142,107.5508136
ChIJEzhzFV7vaC4RwhDfo6eKodE,Jasa Live Streaming Bandung PT. GEANI PRODUCTION INDONESIA,-6.9336996,107.5521149,5.0,25,lainnya,"establishment,point_of_interest",Terminal Bumi Asri,-6.9325142,107.5508136
ChIJKeQq11_vaC4RQCC9ksCfB8E,Apotek Bumi Asri,-6.9324816,107.5509666,4.2,18,kesehatan,"establishment,health,pharmacy,point_of_interest,store",Terminal Bumi Asri,-6.9325142,107.5508136
ChIJSSUizcfnaC4RVZ4zHUesX8I,Sincerely Indonesia,-6.9327059,107.5508985,4.8,10,lainnya,"establishment,point_of_interest",Terminal Bumi Asri,-6.9325142,107.5508136
ChIJR2XbVnzoaC4Rrcm3RoIWbQo,Horison Ultima Bandung,-6.935329299999999,107.6252088,4.2,10722,lainnya,"establishment,lodging,point_of_interest",BKR Buah Batu,-6.9363191,107.6232892
ChIJqWUGGn3oaC4RxURdhxhExE8,Shell SPBU Pelajar Pejuang,-6.9363782,107.6238325,4.5,1963,lainnya,"establishment,gas_station,point_of_interest",BKR Buah Batu,-6.9363191,107.6232892
ChIJE0I2nYXoaC4RIEbusfpcSXE,PT. Asuransi Raksa Pratikara,-6.937090899999999,107.6219633,4.8,653,lainnya,"establishment,point_of_interest",BKR Buah Batu,-6.9363191,107.6232892
ChIJFfsuNn3oaC4R5nQxvw-RVhg,Oye Mart Buah Batu,-6.9375822,107.6231271,4.4,488,katering,"establishment,food,grocery_or_supermarket,point_of_interest,store",BKR Buah Batu,-6.9363191,107.6232892
ChIJWRHAEX3oaC4R506nBJweD2U,EIGER ADVENTURE STORE PELAJAR PEJUANG BANDUNG,-6.9360222,107.6235086,4.6,366,komersial,"clothing_store,establishment,point_of_interest,store",BKR Buah Batu,-6.9363191,107.6232892
ChIJUQeWv0zoaC4RYT7g84d4wZU,Domino's Pizza Transmart Buahbatu,-6.967151899999999,107.6379265,4.4,1155,katering,"establishment,food,meal_delivery,meal_takeaway,point_of_interest",Cipagalo,-6.965731,107.63796
ChIJDVnHSEzoaC4R4naa_Ec1jq0,Sentral Cargo Bandung Buah Batu,-6.964970099999999,107.6371508,4.3,155,lainnya,"establishment,point_of_interest",Cipagalo,-6.965731,107.63796
ChIJ3eYKQ0zoaC4RbpxrQZ18274,PT. Karya Cahaya Anue,-6.9650683,107.6375483,4.7,106,lainnya,"establishment,point_of_interest",Cipagalo,-6.965731,107.63796
ChIJlSFwk0zoaC4RPGO8vsNJDAc,The Coffee Bean & Tea Leaf,-6.966661200000001,107.6383165,4.2,54,katering,"cafe,establishment,food,point_of_interest",Cipagalo,-6.965731,107.63796
ChIJ93oU6kzoaC4RfW5Mbytx-G0,Kantor Desa Cipagalo,-6.9671398,107.6374025,4.4,51,lainnya,"establishment,point_of_interest",Cipagalo,-6.965731,107.63796
ChIJtbn0C2ToaC4R2XA4z-Ti-yw,Merauke,-6.941999,107.6278135,4.5,2944,komersial,"establishment,point_of_interest,store",Seberang ISBI Bandung,-6.9426484,107.6282551
ChIJuXLk0GLoaC4R2XCrtRxZ0OM,BNI BUAH BATU,-6.9412325,107.6271608,4.4,176,finansial,"atm,bank,establishment,finance,point_of_interest",Seberang ISBI Bandung,-6.9426484,107.6282551
ChIJO57X-GPoaC4RaUwrwUD5IlM,Atlantic Expo,-6.9426606,107.6273019,5.0,101,lainnya,"establishment,point_of_interest",Seberang ISBI Bandung,-6.9426484,107.6282551
ChIJr9q6E2PoaC4RR2zH-7iCMsM,PT Permata Indo Sejahtera,-6.9424167,107.6276731,4.0,87,lainnya,"establishment,point_of_interest",Seberang ISBI Bandung,-6.9426484,107.6282551
ChIJ_aediGPoaC4RP7j7PeOdT7Y,G.K. Sunan Ambu ISBI Bandung,-6.943120599999999,107.6280433,4.7,82,lainnya,"establishment,point_of_interest",Seberang ISBI Bandung,-6.9426484,107.6282551
ChIJbYmcEu7maC4RRijB2oKhHLA,Universitas Katolik Parahyangan,-6.8753737,107.6048696,4.7,1253,pendidikan,"establishment,point_of_interest,university",UNPAR,-6.8753453,107.604545
ChIJL23SPunmaC4R5E9tQtVc3EY,Omuniuum,-6.8748361,107.6044003,4.6,322,komersial,"book_store,clothing_store,establishment,point_of_interest,store",UNPAR,-6.8753453,107.604545
ChIJ1UuRMuzmaC4ReA825X957iw,Mansion Nine,-6.8743515,107.602974,4.3,214,lainnya,"establishment,lodging,point_of_interest",UNPAR,-6.8753453,107.604545
ChIJVd_BdLXnaC4R10VTUyO0eOQ,Gombal Asap (Sego Sambal Ikan Asap),-6.8748394,107.6044102,4.6,101,katering,"establishment,food,point_of_interest,restaurant",UNPAR,-6.8753453,107.604545
ChIJo3vHQu7maC4RbZEED8UMBjU,Gedung PPAG UNPAR,-6.875983499999999,107.6049441,4.9,84,pendidikan,"establishment,point_of_interest,school",UNPAR,-6.8753453,107.604545
ChIJQ5dY5cfoaC4RwNIeS00vvsg,SPBU Pertamina 34-40214,-6.950392900000001,107.586758,4.3,1320,lainnya,"establishment,gas_station,point_of_interest",SD Negeri 005 Babakan Ciparay,-6.9490743,107.587264
ChIJmxwVDbPoaC4RlBqOGp0_O6M,JNE Kopo Caringin,-6.9484572,107.5879136,3.9,224,lainnya,"establishment,point_of_interest",SD Negeri 005 Babakan Ciparay,-6.9490743,107.587264
ChIJ0SwpCrjoaC4RWfGNwZLsiGw,KSM Auto Service,-6.9497884,107.5870897,4.1,90,lainnya,"car_repair,establishment,point_of_interest",SD Negeri 005 Babakan Ciparay,-6.9490743,107.587264
ChIJzUcea7joaC4RTtGXYd49j4o,PT. National Label,-6.9484736,107.5875129,4.6,55,komersial,"establishment,point_of_interest,store",SD Negeri 005 Babakan Ciparay,-6.9490743,107.587264
ChIJOUf7w93laC4ROd0qLiPqVW8,PT Daya Adicipta Motora,-6.9066604,107.5672443,4.7,5901,komersial,"car_dealer,car_repair,establishment,point_of_interest,store",Paledang,-6.9058033,107.566368
ChIJq1KARNzlaC4Rq_GqYUHJBkM,PT Astra Daihatsu,-6.905630599999999,107.5663518,4.8,1476,komersial,"car_dealer,establishment,point_of_interest,store",Paledang,-6.9058033,107.566368
ChIJoXp81AjlaC4RpaKr1K7aT9I,Ars Living Cimahi,-6.9059371,107.5661261,5.0,793,komersial,"establishment,furniture_store,home_goods_store,point_of_interest,store",Paledang,-6.9058033,107.566368
ChIJKXrfgdzlaC4R_TvfbxSwmWM,Blue Bird Pool Cimahi,-6.904429299999999,107.5646063,4.5,294,lainnya,"establishment,point_of_interest",Paledang,-6.9058033,107.566368
ChIJi227dtvlaC4Rga5Js97g7uw,Pusat Ban,-6.906115199999999,107.5662572,4.5,113,lainnya,"car_repair,establishment,point_of_interest",Paledang,-6.9058033,107.566368
ChIJyQmzOiTmaC4RPXt1It1jrN4,Plaza parahyangan,-6.917408099999999,107.6040408,4.3,2475,komersial,"establishment,point_of_interest,shopping_mall",Pasar Baru,-6.9164456,107.6045276
ChIJRTLKQjvmaC4R0_zNd0gg0hE,Rumah Makan Ampera Otista,-6.9169443,107.6045353,4.3,1078,katering,"establishment,food,point_of_interest,restaurant",Pasar Baru,-6.9164456,107.6045276
ChIJra8dOjvmaC4RBmc5vh7D9bA,Irian Motor Toyota,-6.9162415,107.6030352,4.4,912,komersial,"car_repair,establishment,point_of_interest,store",Pasar Baru,-6.9164456,107.6045276
ChIJu2enCmvnaC4Rc-8f65WIX9Q,Hotel Guntur Bandung,-6.9138664,107.6043157,4.5,907,lainnya,"establishment,lodging,point_of_interest",Pasar Baru,-6.9164456,107.6045276
ChIJFX8SPzvmaC4R0tpnq4Hsj_g,Sama Jaya,-6.9170092,107.6052528,4.4,552,komersial,"establishment,point_of_interest,store",Pasar Baru,-6.9164456,107.6045276
ChIJia8zRn3oaC4R2GN2aWlOuU0,Pusat Alat Bantu Dengar Indonesia,-6.9373565,107.6228037,4.7,196,kesehatan,"establishment,health,point_of_interest,store",Simpang Buah Batu BKR,-6.9374405,107.6222837
ChIJ4S3UZ33oaC4REtv21K5Erco,Axis Seat Cover,-6.9364752,107.6220774,4.8,136,lainnya,"car_repair,establishment,point_of_interest",Simpang Buah Batu BKR,-6.9374405,107.6222837
ChIJb6DVan3oaC4RBNQhkjoKAbA,SMK Bina Warga Bandung,-6.9364928,107.622603,4.6,124,lainnya,"establishment,point_of_interest",Simpang Buah Batu BKR,-6.9374405,107.6222837
ChIJ654jmvHoaC4R7rl0HAMMO-Q,SPBU Pertamina 34-40239,-6.9548392,107.611733,4.1,1440,lainnya,"establishment,gas_station,point_of_interest",Jalan Haji Tatang Sumantri,-6.9546803,107.6114323
ChIJA2KlV_DoaC4R_OotDt-7iy8,Mitra Andi's,-6.954973099999999,107.610297,3.9,414,lainnya,"establishment,point_of_interest,travel_agency",Jalan Haji Tatang Sumantri,-6.9546803,107.6114323
ChIJGWOqHO7oaC4RaHqdSLMtMO0,Alfamart Mekar Utama,-6.9546999,107.6096039,4.0,232,finansial,"atm,convenience_store,establishment,finance,food",Jalan Haji Tatang Sumantri,-6.9546803,107.6114323
ChIJYbN-g6boaC4R1pu31fONmqw,AEON delight Indonesia,-6.9543918,107.611289,4.8,64,lainnya,"establishment,point_of_interest",Jalan Haji Tatang Sumantri,-6.9546803,107.6114323
ChIJu7gy9RnpaC4R7RJCKPVrRiI,Scuto Bandung Laminating Mobil,-6.955171,107.6107174,3.9,54,lainnya,"establishment,point_of_interest",Jalan Haji Tatang Sumantri,-6.9546803,107.6114323
ChIJy2cSE1TmaC4RRQNy_KccWG8,Sambal Lalap,-6.890932899999999,107.6170214,4.4,1030,katering,"establishment,food,point_of_interest,restaurant",Dipatiukur,-6.8923042,107.6178302
ChIJP6EbrbjCaC4RBo65qOwKqSk,Rumah Makan Barokah Sambal Rumbat Ibu Hj. Nunung,-6.9403071,107.6919533,4.2,168,katering,"establishment,food,point_of_interest,restaurant",Bulog Gedebage,-6.9402847,107.6921548
ChIJgzxRsrjCaC4RBFU0X_agIQI,Kirayacell Babakan Penghulu,-6.9402319,107.6918505,3.9,24,komersial,"establishment,point_of_interest,store",Bulog Gedebage,-6.9402847,107.6921548
ChIJURUdsrjCaC4RK1sIrllwJDM,Dokar - Donat Bakar,-6.940219799999999,107.6917752,4.6,17,katering,"cafe,establishment,food,point_of_interest",Bulog Gedebage,-6.9402847,107.6921548
ChIJ43Xl2rjCaC4RmawzwGf9Wvk,Sewa Molen Stamper Ahsan Jaya Teknik,-6.940000500000001,107.6920893,4.9,17,lainnya,"establishment,point_of_interest",Bulog Gedebage,-6.9402847,107.6921548
ChIJQZlxDwDDaC4RHoMu3kLz8Es,Agen JNE Express Cinambo,-6.9400147,107.6919706,2.4,16,lainnya,"establishment,point_of_interest",Bulog Gedebage,-6.9402847,107.6921548
ChIJvX4hagfmaC4Rt2JU_EVTu4o,McDonald's Soekarno Hatta,-6.9396632,107.6627055,4.4,7037,katering,"establishment,food,point_of_interest,restaurant",Kawaluyaan,-6.9389469,107.6635447
ChIJd9tPhxzoaC4RxHBKCi82lDU,Bali World Hotel,-6.9384194,107.6632457,4.2,3873,lainnya,"establishment,lodging,point_of_interest",Kawaluyaan,-6.9389469,107.6635447
ChIJj4-cXRzoaC4RANkMfEvc7XE,Ayam Bakar KQ5,-6.9393544,107.6646575,4.4,3203,katering,"establishment,food,point_of_interest,restaurant",Kawaluyaan,-6.9389469,107.6635447
ChIJa_aviBvoaC4Rv8NFFCmEfFM,SPBU Pertamina 34-40201,-6.939623099999999,107.6625278,4.0,927,lainnya,"establishment,gas_station,point_of_interest",Kawaluyaan,-6.9389469,107.6635447
ChIJoe3mXRzoaC4RUDUcV5qa31Q,BNI SOEKARNO-HATTA,-6.9392891,107.6654283,3.9,129,finansial,"atm,bank,establishment,finance,point_of_interest",Kawaluyaan,-6.9389469,107.6635447
ChIJ3_vZDM7naC4RA8TKJybNImY,Prima Rasa Bakery & Pastry,-6.9157642,107.6278733,4.6,5546,katering,"bakery,establishment,food,point_of_interest,store",Dinas Pendidikan Kota Bandung,-6.9164091,107.6286916
ChIJBUJ67CrmaC4RoOBT2qWETX8,Makmur Jaya Coffee Roasters - Soka,-6.9158462,107.6275339,4.7,2052,katering,"cafe,establishment,food,point_of_interest,store",Dinas Pendidikan Kota Bandung,-6.9164091,107.6286916
ChIJvcypxdHnaC4RTu_UTOOd53w,Radio Maestro,-6.918146999999999,107.6286806,4.7,375,lainnya,"establishment,point_of_interest",Dinas Pendidikan Kota Bandung,-6.9164091,107.6286916
ChIJHREpHC_maC4RFhuMcU-xCU8,Hotel Savoy Homann Bandung,-6.9219824,107.6104446,4.6,10379,lainnya,"establishment,lodging,point_of_interest",Monumen 0 KM Kota Bandung,-6.9216731,107.6110208
ChIJ66PbeC_maC4RMxLwD6swTL0,Kimaya Braga Bandung by HARRIS,-6.920725,107.6103814,4.5,6912,katering,"cafe,establishment,food,gym,health",Monumen 0 KM Kota Bandung,-6.9216731,107.6110208
ChIJvb_F9S7maC4RlNMf4GuKLSs,The Naripan Hotel,-6.9196594,107.6117445,3.9,2358,lainnya,"establishment,lodging,point_of_interest",Monumen 0 KM Kota Bandung,-6.9216731,107.6110208
ChIJT5aRFS_maC4Ry-3yZh3H5vY,Bank Mandiri Bandung Asia Afrika Utara,-6.921583,107.613429,4.3,509,finansial,"bank,establishment,finance,point_of_interest",Monumen 0 KM Kota Bandung,-6.9216731,107.6110208
ChIJGyzSoijmaC4RnczTYvkKTqk,Hotel Mawar,-6.9236328,107.6098026,4.1,453,lainnya,"establishment,lodging,point_of_interest",Monumen 0 KM Kota Bandung,-6.9216731,107.6110208
ChIJ0UobOZLnaC4RADXJoUL3FdU,Pusat Distro,-6.901821699999999,107.6549974,4.7,66,komersial,"clothing_store,establishment,point_of_interest,store",Seberang Terminal Cicaheum,-6.9020762,107.6567951
ChIJMXAkxZPnaC4RgKiPvfQwejQ,BEST CORPORATION SYARIAH,-6.9014934,107.652633,4.3,616,lainnya,"establishment,point_of_interest",Surapati Core,-6.9018313,107.6525389
ChIJ5___P5bnaC4RrxGlUv7xqIs,BSI KCP Suropaticore,-6.9014926,107.6525033,4.4,196,finansial,"bank,establishment,finance,point_of_interest",Surapati Core,-6.9018313,107.6525389
ChIJbYcYJ8TnaC4RYw0EagofrBM,LCC Motor,-6.90286,107.65386,4.4,154,lainnya,"car_repair,establishment,point_of_interest",Surapati Core,-6.9018313,107.6525389
ChIJ2wsK6JPnaC4RiEXbc9AbTok,Bank BTN Syariah KCPS Surapati Core,-6.9014979,107.652534,4.9,71,finansial,"atm,bank,establishment,finance,point_of_interest",Surapati Core,-6.9018313,107.6525389
ChIJU_6_wZPnaC4RWVGrFjkmYtQ,Rumah Buku Mufti Agency,-6.9020075,107.6526675,4.6,61,komersial,"book_store,establishment,point_of_interest,store",Surapati Core,-6.9018313,107.6525389
ChIJRZ5Jy8_naC4RbaecuNiq4BY,Siliwangi Store,-6.9160574,107.6303769,4.7,228,katering,"cafe,establishment,food,point_of_interest,store",Stadion Persib Sidolig,-6.9163321,107.6291928
ChIJg4U_eafCaC4RtJL_OrczonU,RSAI Bandung,-6.939800000000001,107.66879,4.5,4292,kesehatan,"establishment,health,hospital,point_of_interest",RS Al Islam,-6.9388706,107.6693348
ChIJS5JUeh3oaC4Rnqz74mWbqQo,Wuling Arista Soekarno Hatta,-6.938417299999999,107.6682104,4.5,352,komersial,"car_dealer,establishment,point_of_interest,store",RS Al Islam,-6.9388706,107.6693348
ChIJfzXRXKbCaC4R0GsFc6DrdYg,Bank Syariah Indonesia RS Al Islam Bandung,-6.9395868,107.6692246,4.9,148,finansial,"atm,bank,establishment,finance,point_of_interest",RS Al Islam,-6.9388706,107.6693348
ChIJjRsmTxHoaC4RfeFwqLKK1Fw,Bengkel mobil Mercedes-benz,-6.9382896,107.6675567,4.7,83,lainnya,"car_repair,establishment,point_of_interest",RS Al Islam,-6.9388706,107.6693348
ChIJJes0CzHmaC4RGHte8TlKLzo,Pengadilan Militer II - 09 Bandung,-6.9383653,107.6708634,4.9,36,lainnya,"courthouse,establishment,point_of_interest",RS Al Islam,-6.9388706,107.6693348
ChIJC-_z6F3maC4R9YlbiV2PN78,Ardan Hotel,-6.893303599999999,107.5991068,4.4,1453,lainnya,"establishment,lodging,point_of_interest",Makmur,-6.8941076,107.5990044
ChIJc5nj413maC4RHB4VaXLnmCw,RedDoorz @ Arwiga Hotel near RS Hasan Sadikin Bandung,-6.8929706,107.598898,4.0,163,lainnya,"establishment,lodging,point_of_interest",Makmur,-6.8941076,107.5990044
ChIJh1Em7F3maC4RvNslXn5bwEU,Pegadaian Sukajadi,-6.8935866,107.5990717,3.6,134,finansial,"establishment,finance,point_of_interest",Makmur,-6.8941076,107.5990044
ChIJAyX04F3maC4RwVhzw8GFDgM,BJS Bandung,-6.892729699999999,107.5992632,4.4,116,komersial,"establishment,point_of_interest,store",Makmur,-6.8941076,107.5990044
ChIJrRMIlJXmaC4RgxNX30glEFU,Rumah Mode Factory Outlet,-6.882943999999999,107.5996813,4.5,20617,komersial,"establishment,point_of_interest,store",Setiabudi Hegarmanah,-6.8829191,107.6023677
ChIJx43xAu3maC4RN3Nj-XoAHlA,Grand Serela Setiabudhi Bandung,-6.8810425,107.6012146,4.0,3107,lainnya,"establishment,lodging,point_of_interest",Setiabudi Hegarmanah,-6.8829191,107.6023677
ChIJC2awfPPmaC4RikmY3FDnodA,Asmila Boutique Hotel,-6.8819987,107.6001324,4.4,1037,lainnya,"establishment,lodging,point_of_interest",Setiabudi Hegarmanah,-6.8829191,107.6023677
ChIJOWkHke7maC4RLQsNrDNLzbE,Warung De Harmony,-6.881670799999999,107.6040646,4.7,528,katering,"establishment,food,point_of_interest,restaurant",Setiabudi Hegarmanah,-6.8829191,107.6023677
ChIJQdkdybjmaC4RoMuu0JWWpvs,Pusat Alat Bantu Dengar - Kasoem Hearing Centre - Bandung Setiabudi,-6.882697899999999,107.6017138,4.8,329,kesehatan,"doctor,establishment,health,point_of_interest,store",Setiabudi Hegarmanah,-6.8829191,107.6023677
ChIJs6XbsbXnaC4RbB14BvvPAKw,Pecel Kediri,-6.902903599999999,107.6211689,4.4,399,katering,"establishment,food,point_of_interest,restaurant",Seberang  Museum Geologi,-6.9012818,107.6211108
ChIJnfvQeGzoaC4Rems0KfzuNWU,Idea's Hotel,-6.9422526,107.6417498,4.2,1897,lainnya,"establishment,lodging,point_of_interest",SPBU Ibrahim Adjie,-6.9429006,107.6421592
ChIJnbKIeGvoaC4RYvZsg2kUm2A,SPBU Pertamina 34.40257,-6.9429618,107.6423049,4.2,1182,lainnya,"establishment,gas_station,point_of_interest",SPBU Ibrahim Adjie,-6.9429006,107.6421592
ChIJAYeQaTzmaC4RVXRhIX_AwTQ,Stasiun Bandung,-6.914646599999999,107.6024376,4.5,9989,transportasi,"establishment,point_of_interest,train_station,transit_station",Stasiun Hall,-6.9160396,107.602443
ChIJP1BNYjzmaC4RybjaJJHFqJg,Sate Hadori (Pusat),-6.915381,107.6028399,4.5,2898,katering,"establishment,food,point_of_interest,restaurant",Stasiun Hall,-6.9160396,107.602443
ChIJbQcCbj3maC4RiPguLTPDzh8,Zodiak Kebonjati Hotel Bandung,-6.9158976,107.600886,3.8,742,lainnya,"establishment,lodging,point_of_interest",Stasiun Hall,-6.9160396,107.602443
ChIJRZ94kjzmaC4RpkD9_N42xPM,Inti Medical Bandung,-6.9162647,107.6025106,4.5,696,kesehatan,"establishment,health,point_of_interest,store",Stasiun Hall,-6.9160396,107.602443
ChIJLzHN8rTnaC4R1JDh9p-ovRo,Citarum Hotel,-6.9043666,107.6230461,4.5,1711,lainnya,"establishment,lodging,point_of_interest",Ditjen Bina Konstruksi Kementerian PU,-6.9069055,107.622935
ChIJCyXzHLXnaC4RlAG3MDL5oFE,Selaras Guest House & Restaurant,-6.904762499999999,107.6237432,4.5,1198,katering,"establishment,food,lodging,point_of_interest,restaurant",Ditjen Bina Konstruksi Kementerian PU,-6.9069055,107.622935
ChIJmVhwb2DdaC4R3Z5CrV_YFOs,Rumah Aqiqah Bandung,-6.906719,107.6240203,4.9,904,katering,"establishment,food,point_of_interest",Ditjen Bina Konstruksi Kementerian PU,-6.9069055,107.622935
ChIJWSAvmzXmaC4R98cDCZXa8sU,Hotel Flores Gallery,-6.908075800000001,107.6179733,4.2,585,lainnya,"establishment,lodging,point_of_interest",Banda Saparua,-6.9072421,107.61695
ChIJB_XBkzXmaC4RVXWkSguERvo,Prudential Life Assurance. PT,-6.9069616,107.6173647,4.2,233,lainnya,"establishment,insurance_agency,point_of_interest",Banda Saparua,-6.9072421,107.61695
ChIJj8plTDTmaC4R1hTNNivSR5E,HijabChic,-6.9071592,107.6167037,4.4,154,komersial,"clothing_store,establishment,point_of_interest,store",Banda Saparua,-6.9072421,107.61695
ChIJi-TA9-PmaC4RyYchzZUld04,Vodjo,-6.9068805,107.6173268,4.8,75,lainnya,"establishment,point_of_interest",Banda Saparua,-6.9072421,107.61695
ChIJuTJoxzHmaC4RqFIm4O3Imzs,Hotel Santika Bandung,-6.9076176,107.6119761,4.5,4071,lainnya,"establishment,lodging,point_of_interest",Riau Junction,-6.9069916,107.6116846
ChIJtWvvKzbmaC4RF6iLVdibx50,The Summit Siliwangi Hotel,-6.9076621,107.6129418,4.3,1165,lainnya,"establishment,lodging,point_of_interest",Riau Junction,-6.9069916,107.6116846
ChIJj-zpi_LnaC4R94_5cYRdIXY,Gandasari Hotel,-6.9080239,107.6129776,4.1,845,katering,"cafe,establishment,food,lodging,point_of_interest",Riau Junction,-6.9069916,107.6116846
ChIJjzumOkjmaC4Rw7d1NB8ENmM,SERUNI PHOTOGRAPHY,-6.907119,107.6099735,4.5,557,lainnya,"establishment,point_of_interest",Riau Junction,-6.9069916,107.6116846
ChIJ2QJRoKPoaC4RENJdhXx1dbY,Grand Pasundan Convention Hotel,-6.9367396,107.593498,4.4,8349,lainnya,"establishment,lodging,point_of_interest",SDN Babakan Tarogong,-6.9384699,107.5940999
ChIJRYxjkKPoaC4RsJcWLLNeZD8,Fora Guest House Taman Lingkar,-6.9371638,107.5922848,4.5,726,katering,"establishment,food,lodging,point_of_interest,restaurant",SDN Babakan Tarogong,-6.9384699,107.5940999
ChIJ_27qu7zoaC4RDP2kR9O5HrY,SPBU Pertamina 34.402.42 Kopo,-6.9400443,107.592864,4.2,716,lainnya,"establishment,gas_station,point_of_interest",SDN Babakan Tarogong,-6.9384699,107.5940999
ChIJpQSuPKPoaC4RPWKLm1dtULs,Cookie Komunika,-6.9382131,107.5944733,4.0,210,komersial,"establishment,point_of_interest,store",SDN Babakan Tarogong,-6.9384699,107.5940999
