place_id,name,lat,lon,rating,total_reviews,category,types,nearest_stop,stop_lat,stop_lon
ChIJuQpPdArmaC4RH7bU5_22esA,Witel Bandung Barat (Plaza Telkom Rajawali),-6.912773,107.5756051,4.3,712,lainnya,"establishment,point_of_interest",Terminal Elang,-6.9133505,107.5756825
ChIJOT6yDArmaC4RI7r0eMceD_s,SPBU Pertamina 34-40126,-6.912915799999999,107.5746204,4.3,649,lainnya,"establishment,gas_station,point_of_interest",Terminal Elang,-6.9133505,107.5756825
ChIJtQVG_QvmaC4RJgTJ2o0jdiM,Masjid Garuda,-6.913314499999999,107.5769978,4.7,322,lainnya,"establishment,mosque,place_of_worship,point_of_interest",Terminal Elang,-6.9133505,107.5756825
ChIJwxr-uAvmaC4RHpw3UZX1OSk,Toserba Ling Chick,-6.912840699999999,107.5779364,4.1,105,katering,"establishment,food,grocery_or_supermarket,point_of_interest,store",Terminal Elang,-6.9133505,107.5756825
ChIJo87geQnmaC4RV1EUkDvLoCI,Splash Kitchen,-6.9147509,107.5775291,4.3,55,katering,"cafe,establishment,food,point_of_interest,restaurant",Terminal Elang,-6.9133505,107.5756825
ChIJSYLPm1HmaC4RYoCiu8EeYtM,Namin Hotel - Bandung,-6.8950833,107.6144706,4.2,1362,lainnya,"establishment,lodging,point_of_interest",Rumah Sakit Santo Borromeus B,-6.8948767,107.613435
ChIJ_QTi6ScUby4Rx-_lXUrk8bM,Palais Dago Hotel,-6.896286099999999,107.6131094,4.5,1008,lainnya,"establishment,lodging,point_of_interest",Rumah Sakit Santo Borromeus B,-6.8948767,107.613435
ChIJZX_HvVHmaC4RHIWTD0hKQds,Rebel Gym,-6.896555999999999,107.6142787,4.4,272,olahraga,"establishment,gym,health,point_of_interest",Rumah Sakit Santo Borromeus B,-6.8948767,107.613435
ChIJ_zL7QFHmaC4R5LxO0ByevTA,JPKM Surya Sumirat - Borromeus Healthcare,-6.894053,107.6127542,4.9,66,kesehatan,"establishment,health,hospital,local_government_office,point_of_interest",Rumah Sakit Santo Borromeus B,-6.8948767,107.613435
ChIJC-a9BVHmaC4RgHHI-pM1l38,Borromeus Children Medical Center,-6.8939501,107.6133649,3.8,63,kesehatan,"establishment,health,hospital,point_of_interest",Rumah Sakit Santo Borromeus B,-6.8948767,107.613435
ChIJCSYyqzrmaC4R_bQ3y9Njhps,favehotel Braga Bandung,-6.917141300000001,107.6084439,0.0,0,lainnya,"establishment,lodging,point_of_interest",Banceuy,-6.9187567,107.6065579
ChIJE_kFiiTmaC4Rihw033ipuFk,Golden Flower Hotel,-6.9204187,107.6048758,4.3,7265,lainnya,"establishment,lodging,point_of_interest",Banceuy,-6.9187567,107.6065579
ChIJCSYyqzrmaC4Rv87O_Sb1-sg,Gino Feruci Braga Hotel,-6.9178153,107.6090632,4.3,6292,lainnya,"establishment,lodging,point_of_interest",Banceuy,-6.9187567,107.6065579
ChIJ_cRr2STmaC4R0KLHkfKoW2U,Toko Aneka Benang,-6.9189171,107.6064383,4.4,672,komersial,"establishment,home_goods_store,point_of_interest,store",Banceuy,-6.9187567,107.6065579
ChIJMTlX1CTmaC4RlVmrq_5Xgu4,PADASUKA MOTOR,-6.916865100000001,107.6063616,4.4,285,lainnya,"establishment,point_of_interest",Banceuy,-6.9187567,107.6065579
ChIJQci5BWPmaC4R18vlU_RWy8w,PT Tridaya Sinergi Indonesia,-6.8911862,107.5885162,4.7,263,komersial,"establishment,point_of_interest,store",Sukagalih,-6.8922883,107.5903565
ChIJY6VSB2PmaC4RcQ6BFEm91xc,OYO 3805 Ceria House Sultan Premier,-6.8900036,107.5890014,4.4,205,lainnya,"establishment,lodging,point_of_interest",Sukagalih,-6.8922883,107.5903565
ChIJY9GtLp7oaC4R1i9l4zdw8_Q,Autovision Bandung - Official Showroom & Service Center,-6.890128900000001,107.5898572,4.7,203,komersial,"establishment,point_of_interest,store",Sukagalih,-6.8922883,107.5903565
ChIJ0UnPP17maC4RzcPxq4S8LnU,Elastico7 Indonesia,-6.893040999999999,107.588267,4.6,131,komersial,"clothing_store,establishment,point_of_interest,store",Sukagalih,-6.8922883,107.5903565
ChIJJQAAQIjmaC4RMcTb94mk44E,Kantorpos DC Bandung Cipedes,-6.894092,107.5900482,3.0,66,finansial,"establishment,finance,point_of_interest,post_office",Sukagalih,-6.8922883,107.5903565
ChIJHQQ5nljvaC4RnynUvhr0XWc,Indomaret gempolsari,-6.930185799999999,107.5581142,3.8,103,finansial,"atm,convenience_store,establishment,finance,food",Perumnas Cijerah,-6.9298,107.5589046
ChIJi1VsIPblaC4R2N_4BbdWqFE,Alfamart Gempol Sari,-6.929864599999999,107.5580809,3.4,31,komersial,"convenience_store,establishment,food,grocery_or_supermarket,point_of_interest",Perumnas Cijerah,-6.9298,107.5589046
ChIJoeotKfblaC4Rh1UNB2ziXys,Karya Abadi Agen BRI Link,-6.9298486,107.5588896,4.7,14,komersial,"establishment,point_of_interest,store",Perumnas Cijerah,-6.9298,107.5589046
ChIJ31ySHQDlaC4RdLJ1PZe179Y,Ope laundry,-6.9297407,107.5588353,3.4,14,lainnya,"establishment,laundry,point_of_interest",Perumnas Cijerah,-6.9298,107.5589046
ChIJwadHo1jvaC4RRO4WMfWOcoI,Warung Nasi Ibu Yati,-6.9310139,107.5572825,4.2,5,katering,"establishment,food,point_of_interest,restaurant",Perumnas Cijerah,-6.9298,107.5589046
ChIJx3dWG0foaC4Rh3DtG9KY_Zg,Annisa Salon Muslimah - Margacinta,-6.9546429,107.6426015,4.6,174,lainnya,"beauty_salon,establishment,point_of_interest",Terminal Angkot Buah Batu-GBA,-6.9544022,107.6402849
ChIJoyInh0boaC4RvcuZcQMpS3k,Lapangan Voli COSA (Cordon Sport and Art),-6.955248099999999,107.6397229,4.2,67,lainnya,"establishment,point_of_interest",Terminal Angkot Buah Batu-GBA,-6.9544022,107.6402849
ChIJcadk60boaC4RinAN8g-zlrQ,Apotek Sulistia Farma,-6.954322899999999,107.640886,4.5,62,kesehatan,"establishment,health,pharmacy,point_of_interest,store",Terminal Angkot Buah Batu-GBA,-6.9544022,107.6402849
ChIJE27J_0XoaC4RauEPpttF0To,Pegadaian Pasar Kordon,-6.9550239,107.6389648,4.5,56,finansial,"establishment,finance,point_of_interest,store",Terminal Angkot Buah Batu-GBA,-6.9544022,107.6402849
ChIJm3oDtEboaC4RGtrfTJYJnQM,Licko Music Studio,-6.953139,107.64036,4.4,48,komersial,"establishment,point_of_interest,store",Terminal Angkot Buah Batu-GBA,-6.9544022,107.6402849
ChIJ2z-EIdbCaC4RMH1P-sANqCk,Pondok Pesantren Salafi AR-RAAID,-6.930724499999999,107.715882,5.0,454,lainnya,"establishment,point_of_interest",UIN SGD/Cipadung,-6.9323756,107.7157532
ChIJDfdSAyjDaC4RF83rUqCqs20,Ayam Penyet Esti,-6.933805,107.716582,4.4,236,katering,"establishment,food,point_of_interest,restaurant",UIN SGD/Cipadung,-6.9323756,107.7157532
ChIJdUnTMtbCaC4RO8EVGZg7lUA,Indomaret Cipadung F2TX,-6.9319394,107.7153443,3.9,110,komersial,"convenience_store,establishment,food,grocery_or_supermarket,point_of_interest",UIN SGD/Cipadung,-6.9323756,107.7157532
ChIJyWRNwCrDaC4Rdts53ImuAAs,Barokah Rental Mobil & Motor,-6.9322651,107.716645,4.3,91,lainnya,"car_rental,establishment,point_of_interest",UIN SGD/Cipadung,-6.9323756,107.7157532
ChIJBW1xztfCaC4RrCXM4D_jsH4,bank bjb KCP A.H Nasution,-6.932293800000001,107.7153365,4.3,83,finansial,"atm,bank,establishment,finance,point_of_interest",UIN SGD/Cipadung,-6.9323756,107.7157532
ChIJMcIOvp3oaC4RZdAMyaoSdBc,Alun-alun Kota Bandung,-6.921829499999999,107.6070623,4.6,119016,rekreasi,"establishment,park,point_of_interest",Alun-alun Bandung,-6.9212854,107.607149
ChIJ1RIjvSXmaC4Rn7u8rwSSLPw,Masjid Raya Bandung,-6.9216897,107.6061399,4.6,9334,lainnya,"establishment,mosque,place_of_worship,point_of_interest",Alun-alun Bandung,-6.9212854,107.607149
ChIJiVKXLyTmaC4RL-Y9rO4-YGs,Plaza Parahyangan,-6.922484,107.6059834,4.3,6117,komersial,"establishment,point_of_interest,shopping_mall",Alun-alun Bandung,-6.9212854,107.607149
ChIJcX25ZiTmaC4R_ASeA8NBtn4,Zodiak Asia Afrika Hotel Bandung,-6.9211306,107.6048997,4.2,2664,lainnya,"establishment,lodging,point_of_interest",Alun-alun Bandung,-6.9212854,107.607149
ChIJNfP39pfmaC4RJejKUSvAOfo,KPAD Gegerkalong,-6.867284199999999,107.5879023,4.4,1341,lainnya,"establishment,point_of_interest",KPAD,-6.8679567,107.5862145
ChIJu4vq47zmaC4RzL-hrIqAQW0,Masjid At-Taqwa KPAD,-6.866697599999999,107.5860829,4.8,1029,lainnya,"establishment,mosque,place_of_worship,point_of_interest",KPAD,-6.8679567,107.5862145
ChIJR26El5fmaC4RPtp39aJB0oo,aQualis Laundry & Green Dry Clean - Gegerkalong,-6.8692047,107.5872418,5.0,75,lainnya,"establishment,laundry,point_of_interest",KPAD,-6.8679567,107.5862145
ChIJ8XqsnKLmaC4RuRBnfe1bXbQ,Bass Music Studio,-6.8671976,107.5855305,4.4,64,komersial,"establishment,point_of_interest,store",KPAD,-6.8679567,107.5862145
ChIJZY6lsqLmaC4RpHZYBwt-FB0,TK AT-TAQWA,-6.866530999999999,107.586153,4.8,41,pendidikan,"establishment,point_of_interest,school",KPAD,-6.8679567,107.5862145
ChIJ_8NeYFvmaC4REyTIpA7NnA8,Amaris Hotel Cihampelas,-6.8902366,107.6037406,4.3,4197,lainnya,"establishment,lodging,point_of_interest",,-6.8916476,107.6026994
ChIJb-auU1nmaC4RCyPrneTV6W4,Rumah Sakit Advent Bandung,-6.892076599999999,107.6032797,4.6,3971,kesehatan,"establishment,health,hospital,point_of_interest",,-6.8916476,107.6026994
ChIJmZT861vmaC4R0sWdETed9t0,Cihampelas Hotel 2 - Bandung,-6.890001199999999,107.6044012,4.0,1335,lainnya,"establishment,lodging,point_of_interest",,-6.8916476,107.6026994
ChIJL34T1F7maC4Rp6vHVmnGd-8,Mine Home Hotel Bandung,-6.8901536,107.6035644,4.3,378,lainnya,"establishment,lodging,point_of_interest",,-6.8916476,107.6026994
ChIJu4JpsV7maC4RZJK09ZXdXr8,Inangba Coffee Shop,-6.8914343,107.6030908,4.5,150,katering,"cafe,establishment,food,point_of_interest,store",,-6.8916476,107.6026994
ChIJz-W9BVHmaC4RZFDw4qOXe6A,Rumah Sakit Santo Borromeus Instalasi Gawat Darurat,-6.893546799999999,107.6135134,3.7,106,kesehatan,"establishment,health,point_of_interest",Rumah Sakit Santo Borromeus A,-6.8944686,107.6129282
ChIJof7rXlDmaC4RF0Amy7M1rXw,Apotek Bumi Medika Ganesha,-6.8944579,107.6113911,4.3,72,kesehatan,"establishment,health,pharmacy,point_of_interest,store",Rumah Sakit Santo Borromeus A,-6.8944686,107.6129282
ChIJeVnDrwHpaC4R0LDnq34a5rs,PLN Icon Plus SBU Regional Jawa Barat,-6.908324899999999,107.6312746,4.9,3900,lainnya,"establishment,point_of_interest",Pussenif,-6.9079995,107.6306984
ChIJu3OF0cnnaC4RwhGLQuun0-4,Taman Lapang Supratman,-6.907551,107.6301153,4.4,1941,rekreasi,"establishment,park,point_of_interest",Pussenif,-6.9079995,107.6306984
ChIJu86KA8nnaC4R9e0HEB6bWbc,UPTD Puskesmas Salam Kota Bandung,-6.909899599999999,107.6299918,3.4,144,kesehatan,"establishment,health,point_of_interest",Pussenif,-6.9079995,107.6306984
ChIJ0-FpJLbnaC4R-Oz7hvUDmYI,RedDoorz near Gedung Sate 3,-6.906452,107.629393,3.9,107,lainnya,"establishment,lodging,point_of_interest",Pussenif,-6.9079995,107.6306984
ChIJVQuxrkzmaC4RkU00RtGfhAc,Florash Bandung - Florist,-6.909814099999999,107.629925,4.9,72,komersial,"establishment,florist,point_of_interest,store",Pussenif,-6.9079995,107.6306984
ChIJSSBhX2vmaC4R08LUMJxGxiQ,Daya Parts Shop,-6.9073538,107.5919164,4.3,962,komersial,"car_repair,establishment,point_of_interest,store",Seberang Kantor Kelurahan Arjuna,-6.9085147,107.5918925
ChIJUyvRvWzmaC4RoJZpIqKoj94,Sam Medical Pusat Alat Kesehatan,-6.9072194,107.5908601,4.2,90,kesehatan,"establishment,health,point_of_interest,store",Seberang Kantor Kelurahan Arjuna,-6.9085147,107.5918925
ChIJpZwFnBTmaC4RXKxVovQ4X24,I Burn Rust By Dye Restoration ( JASA CAT MOTOR ),-6.9099317,107.592276,4.9,78,lainnya,"car_repair,establishment,point_of_interest",Seberang Kantor Kelurahan Arjuna,-6.9085147,107.5918925
ChIJdWawUBPmaC4R4kny_RxFU_U,PDAM Tirtawening Kantor Kas Pembantu Arjuna,-6.9086936,107.5914275,2.1,44,lainnya,"establishment,point_of_interest",Seberang Kantor Kelurahan Arjuna,-6.9085147,107.5918925
ChIJyaT5rGzmaC4RusQBSwqTarA,PT. Rekatama Putra Gegana Aviation,-6.9084397,107.5917721,4.4,27,lainnya,"establishment,point_of_interest",Seberang Kantor Kelurahan Arjuna,-6.9085147,107.5918925
ChIJm4jH6DbmaC4Rn67rnw95h9o,Taman Lalu Lintas Ade Irma Suryani Nasution,-6.911211,107.6133389,4.4,13298,rekreasi,"amusement_park,establishment,park,point_of_interest,school",Taman Lalu Lintas Kota Bandung,-6.9124464,107.613865
ChIJ9Y1eujbmaC4Ran4SvDBDbQA,Centrum Million Balls,-6.912186999999999,107.616097,4.2,1858,lainnya,"amusement_park,establishment,point_of_interest",Taman Lalu Lintas Kota Bandung,-6.9124464,107.613865
ChIJJes0CzHmaC4RylXxfegGkLo,Bank BTN KC Bandung,-6.9145385,107.6135976,4.1,543,finansial,"atm,bank,establishment,finance,point_of_interest",Taman Lalu Lintas Kota Bandung,-6.9124464,107.613865
ChIJ24L3xzHmaC4RnXM2vU6GMLo,Ganesha Operation Sumatera 35,-6.913634399999999,107.6132489,4.9,455,lainnya,"establishment,point_of_interest",Taman Lalu Lintas Kota Bandung,-6.9124464,107.613865
ChIJz_xsFDHmaC4RlcC1fxnTFpQ,BIRO HUKUM PAGUYUBAN PASUNDAN,-6.911353699999999,107.6122281,4.8,263,lainnya,"establishment,point_of_interest",Taman Lalu Lintas Kota Bandung,-6.9124464,107.613865
ChIJ-dIhq8_laC4RQWSD1_5sMf0,Bebek Salero- Cimindi,-6.8967742,107.5593965,4.1,647,katering,"establishment,food,point_of_interest,restaurant",Stasiun Cimindi,-6.8962764,107.5605207
ChIJAVSKztLlaC4RNMAw4nnJ3vM,Toko Coklat MGC,-6.8956468,107.5598747,4.5,492,katering,"establishment,food,point_of_interest,store",Stasiun Cimindi,-6.8962764,107.5605207
ChIJF4DcS87laC4Rdl5tvwiOfOk,Bandung Photo,-6.8966715,107.5609219,4.4,400,lainnya,"establishment,point_of_interest",Stasiun Cimindi,-6.8962764,107.5605207
ChIJNSoh6c_laC4RwLSSdTIWGpo,OYO 3463 Cimahi Guest House,-6.898192400000001,107.5612579,3.7,330,lainnya,"establishment,lodging,point_of_interest",Stasiun Cimindi,-6.8962764,107.5605207
ChIJU1GPY87laC4Rj_chhreAjjw,Toko Bahan Kue Tunas Mekar,-6.8948771,107.5597416,4.2,231,katering,"establishment,food,furniture_store,home_goods_store,point_of_interest",Stasiun Cimindi,-6.8962764,107.5605207
ChIJUwmqWXvmaC4R4gLdgkzyM2E,Rooms Inc BTC Pasteur,-6.893168699999999,107.5851231,4.5,2505,lainnya,"establishment,lodging,point_of_interest",Mall d'Botanica,-6.8925026,107.5849629
ChIJ4___v0XmaC4RHYDapIR2QeM,Lintas Shuttle Bandung Trade Center,-6.8929947,107.5848809,4.2,2436,lainnya,"establishment,point_of_interest",Mall d'Botanica,-6.8925026,107.5849629
ChIJ4WV9lnzmaC4RVTIRrX6Wjnk,Auto2000 Pasteur,-6.892344,107.584485,4.7,2024,komersial,"car_dealer,establishment,point_of_interest,store",Mall d'Botanica,-6.8925026,107.5849629
ChIJiS_0sHzmaC4Rz_5C1fRTLRc,Restoran Simpang Raya Bandung,-6.89267,107.585303,4.3,1563,katering,"establishment,food,point_of_interest,restaurant",Mall d'Botanica,-6.8925026,107.5849629
ChIJk1Vs6HzmaC4RwLbzLB_b6J4,Ilos Hotel,-6.8909483,107.5846211,4.5,895,lainnya,"establishment,lodging,point_of_interest",Mall d'Botanica,-6.8925026,107.5849629
ChIJcSN6EpPnaC4RJdQVy4HzEgE,Mutiara Super Kitchen Cicaheum,-6.9023382,107.6559348,4.4,1919,komersial,"establishment,furniture_store,home_goods_store,point_of_interest,store",Depan Terminal Cicaheum,-6.9022659,107.6568021
ChIJabeRa5LnaC4R1v2mSj9UT_I,Dunkin' Donuts Cabang Cicaheum Kiaracondong,-6.9022846,107.6557839,4.5,464,katering,"bakery,establishment,food,point_of_interest,store",Depan Terminal Cicaheum,-6.9022659,107.6568021
ChIJDewQdJLnaC4RsXSr-UfhVf0,PT. Pahala Kencana Terminal Cicaheum,-6.9023164,107.6570532,3.5,168,lainnya,"establishment,point_of_interest,travel_agency",Depan Terminal Cicaheum,-6.9022659,107.6568021
ChIJ-ZBMapLnaC4R4fXBmkS3p1Y,Optik Internasional,-6.9022894,107.6557354,4.8,74,kesehatan,"establishment,health,point_of_interest,store",Depan Terminal Cicaheum,-6.9022659,107.6568021
ChIJveoIdJLnaC4R4hVf4RmEODM,Shantika Cicaheum,-6.9022694,107.6566519,4.4,52,lainnya,"establishment,point_of_interest,travel_agency",Depan Terminal Cicaheum,-6.9022659,107.6568021
ChIJa5lHfvXmaC4RTjWeB_fdTis,Pasar Sederhana . Perumda Pasar Juara - Kota Bandung,-6.8907968,107.5993557,4.3,4706,lainnya,"establishment,point_of_interest",Pasar Sederhana,-6.8907401,107.5995862
ChIJjZBx4V3maC4RzsYWxnWXq-8,OYO 237 Arwiga Hotel,-6.8929135,107.5989156,4.1,565,lainnya,"establishment,lodging,point_of_interest",Pasar Sederhana,-6.8907401,107.5995862
ChIJXSmEs1_maC4R2ld7SxZ8fck,JOKER Variasi + Modifikasi motor Bandung. Rek BCA: . . . . 0176. a/n. Andre Wiguna (selain nama ini palsu).,-6.889850399999999,107.5996379,4.2,321,lainnya,"car_repair,establishment,point_of_interest",Pasar Sederhana,-6.8907401,107.5995862
ChIJlVzXTF7maC4RC0Sc0eU7Rv4,Indra Bengkel HP,-6.8899347,107.5998033,4.1,216,komersial,"establishment,point_of_interest,store",Pasar Sederhana,-6.8907401,107.5995862
ChIJyz2ijF7maC4RMYKQk_nBlgA,FedEx World Service Center,-6.8910515,107.6012284,4.1,114,lainnya,"establishment,point_of_interest",Pasar Sederhana,-6.8907401,107.5995862
ChIJ1RVtgc7laC4ROAXDeTagGho,Twin Tulipware Indonesia,-6.8941317,107.5589428,4.6,244,komersial,"establishment,home_goods_store,point_of_interest,store",Pangkalan Angkot Cimindi,-6.8953708,107.5602144
ChIJk_kfy4zmaC4RkVbARFTuAIs,Azhar Servis Bandung,-6.864841999999999,107.6039634,5.0,181,lainnya,"establishment,point_of_interest",RSAU dr. Salamun,-6.8635935,107.6049365
ChIJvy187cPmaC4RBhvfUojLvIQ,952 Bandung Radio,-6.8621995,107.6050933,4.7,124,lainnya,"establishment,point_of_interest",RSAU dr. Salamun,-6.8635935,107.6049365
ChIJX2l9R8LmaC4RT7oan_vsRFM,POLTEKES TNI AU Ciumbuleuit Bandung,-6.8653887,107.6054168,4.6,100,pendidikan,"establishment,point_of_interest,university",RSAU dr. Salamun,-6.8635935,107.6049365
ChIJjcH58cPmaC4RTyntavmo_xY,Hazelhouse Villa,-6.8621345,107.6048023,4.1,68,lainnya,"establishment,lodging,point_of_interest",RSAU dr. Salamun,-6.8635935,107.6049365
ChIJhbsZScLmaC4Rmv2uDO2FxIU,Rumah Makan Padang Sambalado,-6.8649416,107.6055757,4.2,45,katering,"establishment,food,point_of_interest,restaurant",RSAU dr. Salamun,-6.8635935,107.6049365
ChIJI9iDjxToaC4RCKxbJE1ci2M,SAMSAT Soekarno Hatta,-6.945765799999999,107.6427946,4.6,4378,finansial,"accounting,establishment,finance,local_government_office,point_of_interest",Simpang Soetta Kiaracondong,-6.945948,107.6408655
ChIJJdrOq2voaC4RE1pAYVbCs5E,Merdeka Motor Kiara Condong,-6.94459,107.642091,4.4,731,komersial,"car_dealer,establishment,point_of_interest,store",Simpang Soetta Kiaracondong,-6.945948,107.6408655
ChIJZTrfJWroaC4RX0nWCrrA9V8,ERHA Ultimate Bandung Timur,-6.945520999999999,107.6392747,5.0,617,kesehatan,"doctor,establishment,health,point_of_interest",Simpang Soetta Kiaracondong,-6.945948,107.6408655
ChIJYZu89mroaC4R3qdlWWNPTws,Badan Pendapatan Daerah Provinsi Jawa Barat (Bapenda Jabar),-6.9463018,107.6427086,4.3,197,lainnya,"establishment,local_government_office,point_of_interest",Simpang Soetta Kiaracondong,-6.945948,107.6408655
ChIJ28x3TmroaC4RrkJBigutqrI,BP3MI Jawa Barat,-6.9454,107.641402,4.1,96,lainnya,"establishment,point_of_interest",Simpang Soetta Kiaracondong,-6.945948,107.6408655
ChIJn_BTt5voaC4RBdwFWwjP4ac,Kolam Renang Tirta Lega,-6.935567199999999,107.6055869,3.9,604,lainnya,"establishment,point_of_interest",PT INTI B (BKR 5),-6.9374679,107.6067581
ChIJta83b5roaC4Rc3wjDxdg85U,Rock Line Music,-6.937679999999999,107.6059643,4.5,399,komersial,"establishment,point_of_interest,store",PT INTI B (BKR 5),-6.9374679,107.6067581
ChIJ7bKb3ZHoaC4RNabmfni5Cnk,PT Widya Bhakti Inti,-6.9379181,107.607582,3.6,152,kesehatan,"establishment,health,point_of_interest",PT INTI B (BKR 5),-6.9374679,107.6067581
ChIJy2dc_5DoaC4RFBG15HXoU3w,Prodia • Bandung - Moh. Toha,-6.9395481,107.6062734,4.7,88,kesehatan,"establishment,health,point_of_interest",PT INTI B (BKR 5),-6.9374679,107.6067581
ChIJncIeY5roaC4RqN3YwqaSJ1k,PT Inti Konten Indonesia (INTENS),-6.938512999999999,107.6069542,4.6,47,lainnya,"establishment,point_of_interest",PT INTI B (BKR 5),-6.9374679,107.6067581
ChIJk7YF-pDoaC4R8lM_LwK-KR0,Opi Kerudung,-6.9406006,107.6063416,4.6,224,komersial,"clothing_store,establishment,point_of_interest,store",Sekolah Ganesha,-6.9391033,107.6062243
ChIJJdRyI-DmaC4RxhpSmsFGoUw,The Regia Dago,-6.8673883,107.6209125,4.1,562,lainnya,"establishment,lodging,point_of_interest",Terminal Dago,-6.8670976,107.6212499
ChIJ8RrkFfnmaC4RjRkqaqho4GA,Kursus Mengemudi Vanza,-6.869029299999999,107.6209455,4.9,278,lainnya,"establishment,point_of_interest",Terminal Dago,-6.8670976,107.6212499
ChIJp6cXkcnnaC4REjv-JXVk0Rc,Chicken Little Party,-6.868130900000001,107.6207898,4.7,141,katering,"establishment,food,point_of_interest,restaurant",Terminal Dago,-6.8670976,107.6212499
ChIJvQUkOuDmaC4RL7sphnNGrmc,Bio Clean Laundry / KasihBunda Laundry Dago,-6.8679408,107.6204368,4.2,35,lainnya,"establishment,laundry,point_of_interest",Terminal Dago,-6.8670976,107.6212499
ChIJxUdpEODmaC4R_f4I8fzzER0,Dago Inn,-6.8667525,107.6207304,3.9,22,lainnya,"establishment,lodging,point_of_interest",Terminal Dago,-6.8670976,107.6212499
ChIJdZejjOHmaC4RvsRn1stE9CE,The Jayakarta Suites Bandung,-6.8706,107.619437,4.5,10093,lainnya,"establishment,lodging,point_of_interest",Taman Budaya,-6.8682486,107.6204881
ChIJtSkQJB3naC4RtcWCNpX0Xxs,Hijaz Aqiqah - Jual Kambing Domba dan Paket Aqiqah Bandung Cimahi dan Kabupaten Bandung,-6.8694026,107.6217451,4.9,49,katering,"establishment,food,point_of_interest",Taman Budaya,-6.8682486,107.6204881
ChIJ9V2Eb0jmaC4RSg8SReEgGvU,PMI Jawa Barat,-6.8706556,107.6203909,4.7,228,lainnya,"establishment,point_of_interest",SPBU Dago Atas,-6.8686294,107.6206901
ChIJkz4hxzHmaC4R-bcAiJji5NA,EIGER Adventure Flagship Store Sumatera Bandung,-6.916191899999999,107.6132851,4.7,8939,komersial,"establishment,point_of_interest,store",SMP Negeri 2 Bandung,-6.9144392,107.6140378
ChIJG-DtHTHmaC4R2fLqLdyNk74,FOX HARRIS Hotel City Center,-6.914486399999999,107.6128672,4.4,4315,katering,"establishment,food,lodging,point_of_interest,restaurant",SMP Negeri 2 Bandung,-6.9144392,107.6140378
ChIJJes0CzHmaC4RJXR69eZcLQU,DBS,-6.914433900000001,107.6125133,4.7,200,finansial,"atm,bank,establishment,finance,point_of_interest",SMP Negeri 2 Bandung,-6.9144392,107.6140378
ChIJ6xjQYILoaC4R0dKCUDv_bhw,Atmosphere Resort Café,-6.926646,107.613321,4.5,8219,katering,"establishment,food,point_of_interest,restaurant",Jalan Jati,-6.9262034,107.6126685
ChIJM8n54inmaC4R-RKBrDPsVxc,Amanda Brownies Cikawao,-6.9271993,107.6134603,4.4,351,katering,"bakery,establishment,food,point_of_interest,store",Jalan Jati,-6.9262034,107.6126685
ChIJhWYQsynmaC4RYyiKVyIh1Qo,Toko Hasil,-6.926552399999999,107.6127836,5.0,330,komersial,"establishment,hardware_store,point_of_interest,store",Jalan Jati,-6.9262034,107.6126685
ChIJe3murSnmaC4R_X_59HyQ99U,Mie Baso Boing,-6.9259472,107.6128697,4.8,178,katering,"establishment,food,point_of_interest,restaurant",Jalan Jati,-6.9262034,107.6126685
ChIJMxTpzCsbEQURHCLVr-NHH2k,House Of Culinaire,-6.926908099999999,107.6128788,4.7,111,komersial,"establishment,home_goods_store,point_of_interest,store",Jalan Jati,-6.9262034,107.6126685
ChIJRX1ifILoaC4RFEqO9J4Vc-s,Vector Print On Demand,-6.928608499999999,107.6129437,4.8,930,lainnya,"establishment,point_of_interest",UNPAS Lengkong Besar,-6.9290682,107.613063
ChIJ_ZejqYPoaC4RUDH6a-p1UTE,Image Hotel & Resto,-6.9310847,107.612663,3.5,686,lainnya,"establishment,lodging,point_of_interest",UNPAS Lengkong Besar,-6.9290682,107.613063
ChIJwRvmYoLoaC4RV7wIlbqs2Fc,UNPAS Lengkong,-6.9289643,107.6127441,4.6,471,pendidikan,"establishment,point_of_interest,university",UNPAS Lengkong Besar,-6.9290682,107.613063
ChIJJfaGSCnmaC4R-WegaLWVY1c,MCM Bandung,-6.9286107,107.6129651,4.8,203,lainnya,"establishment,point_of_interest",UNPAS Lengkong Besar,-6.9290682,107.613063
ChIJfQ9jtSnmaC4Rv1hwQY_qgqc,Uday Enterprise - Bandung,-6.9296569,107.6126843,4.8,78,lainnya,"establishment,point_of_interest",UNPAS Lengkong Besar,-6.9290682,107.613063
ChIJlcrHHIPoaC4RNIBIB5dv24U,Bandung Helmet Gallery,-6.9308333,107.6116667,4.2,722,komersial,"establishment,point_of_interest,store",SDN 020 Lengkong Besar,-6.9304315,107.6129073
ChIJOZE34oLoaC4Rx8mK1SnWKqI,Jaya niaga,-6.930661499999999,107.6115696,4.4,127,komersial,"car_repair,establishment,point_of_interest,store",SDN 020 Lengkong Besar,-6.9304315,107.6129073
ChIJb37fgyfmaC4RrUB1171qafg,ITC Kebon Kalapa,-6.9284303,107.6064129,4.1,12715,komersial,"establishment,point_of_interest,shopping_mall",Terminal Abdul Muis/Kebon Kalapa,-6.9276218,107.6058721
ChIJNxLIcyfmaC4R4tOQ2FkzoEc,Willys Motor,-6.9273104,107.6062537,4.5,556,komersial,"car_dealer,car_repair,establishment,home_goods_store,point_of_interest",Terminal Abdul Muis/Kebon Kalapa,-6.9276218,107.6058721
