edge_id,name,highway,lat,lon
25435163_2325452463,Jalan Jenderal Ahmad Yani,primary,-6.919092302465723,107.62373820835288
25435163_2325452463,Jalan Jenderal Ahmad Yani,primary,-6.919301565512842,107.62333750506482
25435163_2325452463,Jalan Jenderal Ahmad Yani,primary,-6.919512136517823,107.62293746676617
25435163_2325452463,Jalan Jenderal Ahmad Yani,primary,-6.919721149689684,107.62253661219009
25435163_2325452463,Jalan Jenderal Ahmad Yani,primary,-6.919924286656674,107.62213276946895
25435163_2325452463,Jalan Jenderal Ahmad Yani,primary,-6.920138923708551,107.62173490025437
25435163_2325452463,Jalan Jenderal Ahmad Yani,primary,-6.920350354212332,107.62133532837626
25435163_2325452463,Jalan Jenderal Ahmad Yani,primary,-6.920562951422478,107.62093636299886
25435163_2325452463,Jalan Jenderal Ahmad Yani,primary,-6.920775601453183,107.62053742546262
25435163_2325452463,Jalan Jenderal Ahmad Yani,primary,-6.920988211426818,107.62013846620636
25435163_2325452463,Jalan Jenderal Ahmad Yani,primary,-6.921200745481678,107.61973946621886
25435174_6470450615,Jalan Malabar,tertiary,-6.923775599999993,107.6242404
25435174_6470450620,Jalan Jenderal Gatot Subroto,primary,-6.923775599999993,107.6242404
25435174_6470450620,Jalan Jenderal Gatot Subroto,primary,-6.923679769636823,107.62379854122949
25435214_4258557080,Jalan Jenderal Gatot Subroto,primary,-6.922616099999997,107.6195437
25435214_7179048891,Jalan Jenderal Gatot Subroto,primary,-6.922616099999997,107.6195437
25435214_7179048891,Jalan Jenderal Gatot Subroto,primary,-6.922574066088871,107.61909351479137
25435214_7179048891,Jalan Jenderal Gatot Subroto,primary,-6.922531906577351,107.61864334122355
25435214_7179048891,Jalan Jenderal Gatot Subroto,primary,-6.922489418461371,107.61819319884447
25435214_2325452463,Jalan Ketapang,tertiary,-6.922616099999997,107.6195437
25435214_2325452463,Jalan Ketapang,tertiary,-6.922167429922172,107.6195970404721
25435214_2325452463,Jalan Ketapang,tertiary,-6.921718053548736,107.61962587604587
25435318_10793585087,Jalan Braga,primary,-6.919715699999995,107.6099747
25435318_10793585087,Jalan Braga,primary,-6.919282954624355,107.60984466586793
25435318_10793585087,Jalan Braga,primary,-6.918850285989947,107.60971437557404
25435318_10793585087,Jalan Braga,primary,-6.918416365773539,107.60958846408826
25435318_10793585087,Jalan Braga,primary,-6.917980189508683,107.60947046616549
25435318_10793585087,Jalan Braga,primary,-6.917544248886097,107.60935166895263
25435318_10793585087,Jalan Braga,primary,-6.91710856531468,107.60923186172367
25435318_10793585087,Jalan Braga,primary,-6.916672970296263,107.60911173148237
25435318_1849525885,Jalan Braga,primary,-6.919715699999995,107.6099747
25435318_1849525885,Jalan Braga,primary,-6.9201651769354955,107.60996858087846
25435318_1849525885,Jalan Braga,primary,-6.920616517928823,107.60994845664432
25435318_1849525885,Jalan Braga,primary,-6.921064279037671,107.60988834399372
25435318_11107827260,Jalan Naripan,secondary,-6.919715699999995,107.6099747
25435318_11107827260,Jalan Naripan,secondary,-6.919786315106666,107.61042116985165
25435318_11107827260,Jalan Naripan,secondary,-6.919865146812932,107.61086638150753
25435318_11107827260,Jalan Naripan,secondary,-6.919948677458988,107.61131069279159
