tas_nit_id,n_points,avg_distance_to_stop,min_distance_to_stop,max_distance_to_stop,nearest_stop_name,street_name,highway_type,center_lat,center_lon,walking_class
5392239245_5332863130_STOP503,2,86.55,61.6,111.5,RSIA Grha Bunda,"['Jalan Layang Jaksa Agung R. Soeprapto', 'Jalan Terusan Jakarta']",primary,-6.913552918236771,107.64479442297917,Sangat Dekat (<200m)
5392239245_5332863130_STOP612,1,43.5,43.5,43.5,Gerbang Utara Kiara Artha Park,"['Jalan Layang Jaksa Agung R. Soeprapto', 'Jalan Terusan Jakarta']",primary,-6.913948621693397,107.64188253761743,Sangat Dekat (<200m)
5392239252_5332863119_STOP219,1,85.7,85.7,85.7,Flyover Antapani,Jalan H. Ibrahim Adjie,primary,-6.913777300000004,107.6437379,Sangat Dekat (<200m)
5392239252_5392239231_STOP219,1,85.7,85.7,85.7,Flyover Antapani,Jalan Terusan Jakarta,primary,-6.913777300000004,107.6437379,Sangat Dekat (<200m)
5394983542_2477140738_STOP505,2,573.5999999999999,548.8,598.4,bjb Antapani,Jalan Terusan Jakarta,primary,-6.9133330674512,107.65883029512409,Sedang (400-800m)
5394983542_5394983543_STOP505,1,548.8,548.8,548.8,bjb Antapani,,primary_link,-6.913253799999992,107.6586188,Sedang (400-800m)
5394983543_3270434503_STOP505,8,374.4625,200.2,546.6,bjb Antapani,Jalan Terusan Jakarta,primary,-6.912823995353783,107.65710079565947,Dekat (200-400m)
5394983543_5394983542_STOP505,1,546.6,546.6,546.6,bjb Antapani,,primary_link,-6.913337699999995,107.6585818,Sedang (400-800m)
5394983544_3270445561_STOP637,2,80.85,56.1,105.6,Depan Terminal Antapani,Jalan Terusan Jakarta,primary,-6.914760243163485,107.66519788103696,Sangat Dekat (<200m)
5394983544_5394983545_STOP637,1,105.6,105.6,105.6,Depan Terminal Antapani,,primary_link,-6.914709499999998,107.6649776,Sangat Dekat (<200m)
5394983545_5394983544_STOP637,1,105.1,105.1,105.1,Depan Terminal Antapani,,primary_link,-6.914775999999996,107.66496080000002,Sangat Dekat (<200m)
5394983545_6395644073_STOP637,2,130.2,105.1,155.3,Depan Terminal Antapani,Jalan Terusan Jakarta,primary,-6.914728667437785,107.66473975660372,Sangat Dekat (<200m)
5394983545_6395644073_STOP90,6,330.8666666666667,205.6,456.3,Terminal Antapani,Jalan Terusan Jakarta,primary,-6.914349028961811,107.66297161889707,Dekat (200-400m)
5395151832_25435174_STOP705,2,33.35,18.8,47.9,Simpang Malabar - Gatot Subroto 2,Jalan Malabar,tertiary,-6.924225177685705,107.62410939051028,Sangat Dekat (<200m)
5395151832_5395152111_STOP433,1,84.9,84.9,84.9,Taman Pers Malabar 2,Jalan Malabar,tertiary,-6.924872456653485,107.62392690661608,Sangat Dekat (<200m)
5395151832_5395152111_STOP705,1,47.9,47.9,47.9,Simpang Malabar - Gatot Subroto 2,Jalan Malabar,tertiary,-6.924440800000003,107.6240605,Sangat Dekat (<200m)
5395151866_10825681737_STOP557,6,109.16666666666667,25.8,225.7,JPO Cibangkong,Jalan Jenderal Gatot Subroto,primary,-6.9285075790504385,107.63756716623273,Sangat Dekat (<200m)
5395151866_10825681737_STOP597,7,90.65714285714286,24.6,178.0,Gang Maleer Timur III,Jalan Jenderal Gatot Subroto,primary,-6.930295936099114,107.63986855497195,Sangat Dekat (<200m)
5395151866_29489330_STOP50,1,60.0,60.0,60.0,Seberang TK Kartika X-2 Jalan Turangga,Jalan Jenderal Gatot Subroto,primary,-6.927768202727561,107.63617557866571,Sangat Dekat (<200m)
5395151866_29489330_STOP557,1,26.9,26.9,26.9,JPO Cibangkong,Jalan Jenderal Gatot Subroto,primary,-6.927945399999999,107.636589,Sangat Dekat (<200m)
5395152109_1107865398_STOP433,1,34.5,34.5,34.5,Taman Pers Malabar 2,,tertiary,-6.925325000000004,107.6238958,Sangat Dekat (<200m)
5395152109_240789108_STOP433,2,25.5,16.5,34.5,Taman Pers Malabar 2,Jalan Malabar,tertiary,-6.925545055003338,107.62384465196803,Sangat Dekat (<200m)
5395152109_240789108_STOP656,1,56.1,56.1,56.1,Taman Pers Malabar 1,Jalan Malabar,tertiary,-6.92620579677534,107.62369370971356,Sangat Dekat (<200m)
5395152111_5395151832_STOP433,1,57.8,57.8,57.8,Taman Pers Malabar 2,Jalan Malabar,tertiary,-6.925113100000004,107.6238524,Sangat Dekat (<200m)
5395152111_5395151832_STOP705,1,75.1,75.1,75.1,Simpang Malabar - Gatot Subroto 2,Jalan Malabar,tertiary,-6.924681451759522,107.62398602071748,Sangat Dekat (<200m)
5395152111_5395152109_STOP433,1,57.8,57.8,57.8,Taman Pers Malabar 2,,tertiary,-6.925113100000004,107.6238524,Sangat Dekat (<200m)
5395152126_11181354934_STOP435,1,50.8,50.8,50.8,Sumber Rasa,Jalan Jenderal Gatot Subroto,primary,-6.924433899999996,107.6274045,Sangat Dekat (<200m)
5395152126_3277874424_STOP435,1,50.8,50.8,50.8,Sumber Rasa,,primary_link,-6.924433899999996,107.6274045,Sangat Dekat (<200m)
5395315581_11735248699_STOP90,6,146.13333333333335,27.9,268.8,Terminal Antapani,Jalan Cibatu,primary,-6.916165019486459,107.6649304888764,Sangat Dekat (<200m)
5395315581_3270489638_STOP90,4,343.8,268.8,418.9,Terminal Antapani,Jalan Cibatu,primary,-6.9172935413828895,107.66354243215696,Dekat (200-400m)
5395315581_4123941899_STOP90,18,545.4777777777778,268.8,912.1,Terminal Antapani,Jalan Cikajang Raya,secondary,-6.919835168333003,107.66653635198503,Sedang (400-800m)
5397556729_5353901420_STOP120,1,509.9,509.9,509.9,Pasirluyu Selatan/Sukaati,Jalan Pasir Salam,tertiary,-6.944730900000006,107.6211069,Sedang (400-800m)
