tas_nit_id,sentiment_score,avg_rating,n_reviews_total,n_places,positive_ratio,negative_ratio,categories,street_name
1658934307_2958261171_STOP592,0.9467,5.0,5,1,1.0,0.0,komersial,Jalan Layang Professor Mochtar Kusumaatmadja
1658946837_2539998099_STOP81,0.58,3.4,5,1,0.6,0.4,lainnya,Jalan Dr. Djunjunan
1658956030_5460926047_STOP15,0.6833,3.8,10,2,0.7,0.3,lainnya,Jalan Dr. Djunjunan
1658956030_5460926047_STOP490,0.775,4.0,5,1,0.8,0.2,lainnya,Jalan Dr. Djunjunan
1658958704_11124688730_STOP475,0.54,3.4,5,1,0.6,0.4,katering,Jalan HOS. Cokroaminoto
1658958704_11124688730_STOP82,0.9,5.0,5,1,1.0,0.0,katering,Jalan HOS. Cokroaminoto
1659928187_1659928189_STOP150,0.95,5.0,5,1,1.0,0.0,lainnya,Jalan Hegarmanah
1660110851_29359106_STOP66,0.7967,4.6,5,1,0.8,0.0,rekreasi,Jalan Siliwangi
1660253697_5825261667_STOP169,0.88,5.0,5,1,1.0,0.0,lainnya,Jalan Cikapayang
1660260879_2958252669_STOP169,0.96,5.0,5,1,1.0,0.0,kesehatan,Jalan Cikapayang
1660260879_2958252669_STOP354,0.87,4.6,5,1,1.0,0.0,pendidikan,Jalan Cikapayang
1660264881_1660289600_STOP393,0.905,4.8,5,1,1.0,0.0,katering,Jalan Surapati
1660264881_6637726062_STOP171,0.785,4.4,5,1,0.8,0.0,lainnya,Jalan Surapati
1660264881_6637726062_STOP328,0.94,5.0,5,1,1.0,0.0,komersial,Jalan Surapati
1660264881_6637726062_STOP348,0.92,5.0,5,1,1.0,0.0,lainnya,Jalan Surapati
1660264881_6637726062_STOP393,0.575,3.2,5,1,0.6,0.4,lainnya,Jalan Surapati
1660264881_6637726062_STOP523,0.5446,3.2,10,2,0.5,0.4,lainnya,Jalan Surapati
1660264881_6637726062_STOP524,0.8583,4.67,15,3,0.9333,0.0667,"pendidikan,komersial",Jalan Surapati
1660264881_6637726062_STOP608,0.22,1.8,5,1,0.2,0.8,komersial,Jalan Surapati
1660289601_1660260878_STOP723,0.905,4.8,10,2,1.0,0.0,"katering,finansial",Jalan Surapati
1662376584_1662376790_STOP591,0.76,4.2,5,1,0.8,0.2,komersial,Jalan Ir. H. Djuanda
1662376718_2325448480_STOP591,0.94,5.0,5,1,1.0,0.0,katering,Jalan Ir. H. Djuanda
1662376726_12816121757_STOP23,0.67,3.8,5,1,0.6,0.2,lainnya,Jalan Ir. H. Djuanda
1662376726_12816121757_STOP24,0.72,4.2,5,1,0.8,0.2,lainnya,Jalan Ir. H. Djuanda
1662376790_1662376726_STOP25,0.8366,4.6,10,2,0.9,0.0,lainnya,Jalan Ir. H. Djuanda
1662376790_1662376726_STOP32,0.8266,4.53,15,3,0.8667,0.1333,"katering,lainnya",Jalan Ir. H. Djuanda
1662376790_1662376726_STOP33,0.9284,4.8,10,2,1.0,0.0,lainnya,Jalan Ir. H. Djuanda
1663274762_11303467322_STOP600,0.967,4.8,5,1,1.0,0.0,lainnya,Jalan Ir. H. Djuanda
1663283377_7669230602_STOP373,0.94,5.0,5,1,1.0,0.0,lainnya,Jalan Ir. H. Djuanda
1664487744_12813271265_STOP604,0.88,4.68,25,5,0.92,0.04,"lainnya,kesehatan,komersial",Jalan Cipamokolan
1664487744_3272718018_STOP452,0.31,2.2,5,1,0.2,0.8,komersial,Jalan Cipamokolan
1666277222_9642166986_STOP773,0.92,5.0,5,1,1.0,0.0,komersial,Jalan Garuda
1666277222_9642166986_STOP775,0.6,3.4,5,1,0.6,0.4,finansial,Jalan Garuda
1666714186_11707030831_STOP74,0.98,5.0,5,1,1.0,0.0,kesehatan,Jalan Supratman
1666747516_2519917288_STOP575,0.92,5.0,5,1,1.0,0.0,katering,
1666786352_1658431511_STOP489,0.9,5.0,5,1,1.0,0.0,komersial,Jalan Cibogo
1667742416_9198770125_STOP445,0.9533,5.0,5,1,1.0,0.0,lainnya,Jalan H. Ibrahim Adjie
1667742500_1667742416_STOP202,0.595,3.2,5,1,0.6,0.4,komersial,Jalan Sekejati
1675261401_1655728948_STOP404,0.6,3.4,5,1,0.6,0.4,katering,
1676070938_29357243_STOP473,0.895,4.8,5,1,1.0,0.0,lainnya,"['Jalan Pak Gatot Raya', 'Jalan Gegerkalong Girang']"
1708607132_312086670_STOP618,0.8133,4.47,15,3,0.8667,0.1333,"katering,finansial,lainnya","['Jalan Cisitu Lama VIII', 'Jalan Cisitu Lama']"
1708607132_5444615172_STOP618,0.92,5.0,5,1,1.0,0.0,komersial,Jalan Cisitu Indah
1708607132_5463827264_STOP618,0.74,4.2,5,1,0.8,0.2,katering,"['Jalan Cisitu Lama VIII', 'Jalan Dago Asri Raya', 'Jalan Alpina', 'Jalan Dago Asri IV']"
1746299906_30236623_STOP808,0.96,5.0,5,1,1.0,0.0,komersial,"['Jalan Cigadung Raya Barat', 'Jalan Cikondang', 'Jalan Raya Golf', 'Jalan Cibeunying Kolot I', 'Jalan Ir. H. Djuanda']"
1777901448_1982390351_STOP412,0.81,4.6,5,1,0.8,0.0,komersial,Jalan Buah Batu
1831360476_1014722265_STOP29,0.8625,4.7,10,2,0.9,0.1,komersial,Jalan Pungkur
1831360476_1014722265_STOP470,0.99,5.0,10,2,1.0,0.0,finansial,Jalan Pungkur
1837401639_12606431207_STOP289,0.9534,5.0,10,2,1.0,0.0,kesehatan,Jalan Kebon Jati
1837401639_12606431207_STOP599,0.95,5.0,20,4,1.0,0.0,"katering,pendidikan,lainnya",Jalan Kebon Jati
1837401642_1837401645_STOP276,0.92,5.0,5,1,1.0,0.0,kesehatan,Jalan Cibadak
1837401645_1837401639_STOP599,0.86,4.6,10,2,0.9,0.1,"lainnya,komersial",Jalan Kelenteng
1837401645_1837401642_STOP223,0.91,5.0,10,2,1.0,0.0,komersial,Jalan Cibadak
1837401645_1837401642_STOP437,0.55,3.0,5,1,0.6,0.4,lainnya,Jalan Cibadak
1837401645_4434330182_STOP223,0.7725,4.1,10,2,0.8,0.2,"katering,finansial",Jalan Jendral Sudirman
1837401645_4434330182_STOP278,0.5975,3.3,10,2,0.6,0.4,"lainnya,finansial",Jalan Jendral Sudirman
1837401645_4434330182_STOP301,0.96,5.0,5,1,1.0,0.0,komersial,Jalan Jendral Sudirman
1837401646_11380591251_STOP30,0.9,5.0,5,1,1.0,0.0,lainnya,Jalan Pungkur
1837401646_11380591251_STOP308,0.94,5.0,5,1,1.0,0.0,katering,Jalan Pungkur
1837401646_11739021643_STOP308,0.875,4.8,5,1,1.0,0.0,finansial,Jalan Otto Iskandardinata
1837401646_11739021643_STOP616,0.6737,3.73,15,3,0.6667,0.3333,"lainnya,komersial,finansial",Jalan Otto Iskandardinata
1837401657_25446445_STOP286,0.0933,1.0,5,1,0.0,1.0,lainnya,Jalan Rajawali Timur
1837401657_25446445_STOP287,0.79,4.6,5,1,0.8,0.0,komersial,Jalan Rajawali Timur
1837401657_29377560_STOP779,0.855,4.6,10,2,0.9,0.1,"katering,lainnya",Jalan Garuda
1837401657_6616544861_STOP286,0.8308,4.5,10,2,0.9,0.1,katering,Jalan Garuda
1837401675_12028030824_STOP199,1.0,5.0,5,1,1.0,0.0,komersial,Jalan Gardujati
1837401675_1837401645_STOP199,0.8261,4.53,15,3,0.8667,0.0667,"katering,lainnya",Jalan Jendral Sudirman
1837401675_1837401645_STOP223,0.6,3.4,5,1,0.6,0.4,komersial,Jalan Jendral Sudirman
1837401676_6621856656_STOP309,0.96,5.0,5,1,1.0,0.0,lainnya,Jalan Otto Iskandardinata
1849525794_11107827260_STOP543,0.98,5.0,5,1,1.0,0.0,katering,Jalan Naripan
1849525794_11107827260_STOP658,0.98,5.0,5,1,1.0,0.0,kesehatan,Jalan Naripan
1849525810_5841953280_STOP682,1.0,5.0,5,1,1.0,0.0,lainnya,Jalan Sumatra
1849525812_10173744438_STOP661,0.9283,4.8,5,1,1.0,0.0,pendidikan,Jalan Bangka
1849525827_1849525979_STOP805,0.6583,3.6,5,1,0.6,0.4,komersial,Jalan Sultan Tirtayasa
1849525827_2520649143_STOP805,0.7233,3.8,5,1,0.8,0.2,katering,Jalan Bahureksa
1849525851_12096324721_STOP341,0.71,4.2,10,2,0.7,0.1,lainnya,Jalan Tamblong
1849525851_12096324721_STOP414,0.9217,4.8,5,1,1.0,0.0,katering,Jalan Tamblong
1849525862_11727886518_STOP155,0.7608,4.1,10,2,0.8,0.2,"lainnya,komersial",Jalan Banda
1849525877_9834915547_STOP212,0.98,5.0,5,1,1.0,0.0,lainnya,Jalan Gandapura
1849525878_9834915547_STOP97,0.67,3.8,5,1,0.6,0.2,lainnya,Jalan Gandapura
1849525914_2520649200_STOP42,0.785,4.4,5,1,0.8,0.2,lainnya,Jalan Aceh
1849525914_2520649200_STOP511,0.98,5.0,5,1,1.0,0.0,katering,Jalan Aceh
1849525935_1849525906_STOP686,0.715,4.0,5,1,0.8,0.2,katering,Jalan Maulana Yusup
1849525935_1849526022_STOP372,0.935,4.8,5,1,1.0,0.0,lainnya,Jalan Sultan Tirtayasa
1849525943_10101152065_STOP560,0.805,4.4,5,1,0.8,0.2,lainnya,Jalan L.L. RE. Martadinata
1849525974_1956195993_STOP27,0.8907,4.73,15,3,0.9333,0.0667,"komersial,katering,finansial",Jalan Lengkong Besar
1849525974_1956195993_STOP793,0.9,5.0,5,1,1.0,0.0,lainnya,Jalan Lengkong Besar
1849525974_3277363480_STOP648,1.0,5.0,5,1,1.0,0.0,finansial,Jalan Lengkong Kecil
1849525979_5356356914_STOP671,0.915,4.8,5,1,1.0,0.0,katering,Jalan Trunojoyo
1849525979_6438800742_STOP686,0.8517,4.4,10,2,0.9,0.1,"katering,lainnya",Jalan Trunojoyo
1849525986_10173744441_STOP661,0.882,4.6,5,1,1.0,0.0,lainnya,Jalan Belitung
1849526022_1849525935_STOP686,0.895,4.8,5,1,1.0,0.0,komersial,Jalan Sultan Tirtayasa
1849526030_1849525899_STOP817,0.98,5.0,5,1,1.0,0.0,katering,Jalan Patrakomala
1849526030_1849525914_STOP42,0.47,3.0,5,1,0.4,0.4,katering,Jalan Gandapura
1849526030_1849525914_STOP649,0.98,5.0,5,1,1.0,0.0,katering,Jalan Gandapura
1849528744_5369882299_STOP724,0.735,4.0,5,1,0.8,0.2,lainnya,Jalan Tamansari
1849907073_2520759347_STOP273,0.79,4.6,5,1,0.8,0.0,lainnya,Jalan L.L. RE. Martadinata
1849907073_2520759347_STOP563,0.825,4.4,5,1,0.8,0.2,lainnya,Jalan L.L. RE. Martadinata
1849907073_25432842_STOP649,0.755,4.0,5,1,0.8,0.2,komersial,Jalan L.L. RE. Martadinata
1849907113_7262996419_STOP553,0.94,5.0,5,1,1.0,0.0,kesehatan,Jalan Cendana
1849907113_7262996419_STOP554,0.5983,3.6,5,1,0.6,0.2,katering,Jalan Cendana
1849907125_5841989830_STOP11,0.94,5.0,5,1,1.0,0.0,lainnya,Jalan Supratman
1849907130_1849907155_STOP649,0.7,3.93,15,3,0.7333,0.2667,"kesehatan,komersial",Jalan Bengawan
1849907155_6609222560_STOP633,0.875,4.8,5,1,1.0,0.0,komersial,Jalan Bengawan
1849960008_3056186235_STOP613,0.7634,4.2,10,2,0.8,0.2,"finansial,katering",Jalan Jakarta
1849960227_29489421_STOP345,0.92,5.0,5,1,1.0,0.0,pendidikan,Jalan PH. H. Mustofa
1849960227_29489421_STOP416,0.73,3.8,5,1,0.8,0.2,lainnya,Jalan PH. H. Mustofa
1849960227_29489421_STOP417,0.92,5.0,5,1,1.0,0.0,pendidikan,Jalan PH. H. Mustofa
1849960227_29489421_STOP528,0.8584,4.8,10,2,0.9,0.0,"lainnya,katering",Jalan PH. H. Mustofa
1849960313_12809462426_STOP610,0.9275,4.9,10,2,1.0,0.0,lainnya,Jalan Sukabumi
1849960313_2520649249_STOP610,0.8825,4.9,10,2,1.0,0.0,lainnya,Jalan Sukabumi
1849960371_3269462129_STOP51,0.58,3.4,5,1,0.6,0.4,lainnya,Jalan Brigjend. Katamso
1849960655_5374108596_STOP346,0.6483,4.0,5,1,0.6,0.2,lainnya,Jalan Pahlawan
1849960655_5374108596_STOP53,0.8433,4.6,5,1,0.8,0.0,pendidikan,Jalan Pahlawan
1855697067_10171739085_STOP172,0.915,4.8,5,1,1.0,0.0,komersial,Jalan Ciliwung
1855697149_3269381712_STOP284,0.7685,4.3,10,2,0.8,0.1,"katering,kesehatan",Jalan Cibeunying Selatan
1855697149_3269381712_STOP566,0.9075,4.9,10,2,1.0,0.0,"lainnya,komersial",Jalan Cibeunying Selatan
1855697149_7643243807_STOP554,0.895,4.8,5,1,1.0,0.0,katering,Jalan Bengawan
1856650991_11224280874_STOP363,0.51,3.0,10,2,0.5,0.5,"katering,lainnya",Jalan Soekarno-Hatta
1856650991_11224280874_STOP364,0.76,4.2,5,1,0.8,0.2,lainnya,Jalan Soekarno-Hatta
1857160470_10654541236_STOP399,0.8687,4.6,5,1,1.0,0.0,lainnya,Jalan Hasanudin
1857160470_10654541236_STOP537,0.92,5.0,5,1,1.0,0.0,lainnya,Jalan Hasanudin
1857160470_1857160790_STOP160,0.76,4.2,5,1,0.8,0.2,finansial,Jalan Dipatiukur
1857160470_1857160790_STOP536,1.0,5.0,5,1,1.0,0.0,katering,Jalan Dipatiukur
1857160520_10261582621_STOP162,0.96,5.0,5,1,1.0,0.0,finansial,Jalan Dipatiukur
1857160520_10261582621_STOP268,0.6517,3.6,15,3,0.6667,0.3333,"katering,lainnya,finansial",Jalan Dipatiukur
1857160520_10261582621_STOP600,0.74,4.2,5,1,0.8,0.2,katering,Jalan Dipatiukur
1857160520_10703340255_STOP265,0.34,2.2,10,2,0.3,0.7,lainnya,Jalan Dipatiukur
1857160790_1857160470_STOP160,0.94,5.0,5,1,1.0,0.0,komersial,Jalan Dipatiukur
1857160790_1857160470_STOP536,0.915,4.8,15,3,0.9333,0.0667,"komersial,katering,lainnya",Jalan Dipatiukur
1857160790_3277469066_STOP163,0.8083,4.4,15,3,0.8667,0.1333,"lainnya,katering",Jalan Dipatiukur
1857160826_25448847_STOP140,0.96,5.0,5,1,1.0,0.0,lainnya,Jalan Teuku Umar
1857160826_3419778702_STOP140,0.4467,2.6,5,1,0.4,0.6,komersial,Jalan Dipatiukur
1857160826_3419778702_STOP326,0.7475,4.1,10,2,0.8,0.2,"lainnya,katering",Jalan Dipatiukur
1857160826_5465992888_STOP140,0.7,3.8,5,1,0.8,0.2,katering,Jalan Dipatiukur
1870759840_12809283839_STOP486,0.94,5.0,5,1,1.0,0.0,lainnya,"['Jalan Dakota', 'Jalan Sukaraja II', 'Jalan Sukaraja', 'Jalan Gunung Batu']"
1870759840_12809283839_STOP487,0.58,3.4,10,2,0.6,0.4,lainnya,"['Jalan Dakota', 'Jalan Sukaraja II', 'Jalan Sukaraja', 'Jalan Gunung Batu']"
1870759840_12809283839_STOP488,0.5998,3.55,20,4,0.6,0.35,"komersial,katering,kesehatan,lainnya","['Jalan Dakota', 'Jalan Sukaraja II', 'Jalan Sukaraja', 'Jalan Gunung Batu']"
1896207944_2037086792_STOP660,0.96,5.0,5,1,1.0,0.0,pendidikan,Jalan Banda
1900221414_4376877443_STOP64,0.94,5.0,5,1,1.0,0.0,katering,Jalan Profesor Christiaan Eijkman
1900223767_1658920028_STOP123,0.74,4.2,5,1,0.8,0.2,lainnya,Jalan Doktor Louis Otten
1911634930_1837401642_STOP109,0.71,3.8,5,1,0.8,0.2,komersial,Jalan Astana Anyar
1911634930_2325452725_STOP109,0.98,5.0,5,1,1.0,0.0,komersial,Jalan Astana Anyar
1911634930_2325452725_STOP481,0.97,5.0,10,2,1.0,0.0,finansial,Jalan Astana Anyar
1911634930_5354169657_STOP109,0.4067,2.6,5,1,0.4,0.6,komersial,Jalan Pagarsih Barat
1911634983_6442840898_STOP398,0.445,2.8,5,1,0.4,0.6,komersial,"['Jalan Nana Rohana', 'Jalan Holis', 'Jalan Suryani Dalam']"
1911634996_3028412267_STOP375,0.8375,4.5,10,2,0.9,0.1,"komersial,finansial",Jalan Jendral Sudirman
1911634996_5346593290_STOP280,0.92,5.0,5,1,1.0,0.0,lainnya,Jalan Jendral Sudirman
1911634996_5346593290_STOP375,0.715,4.0,5,1,0.8,0.2,lainnya,Jalan Jendral Sudirman
1914135257_1914135386_STOP579,0.94,5.0,5,1,1.0,0.0,finansial,Jalan Buah Batu
1916791843_364363786_STOP643,0.6475,3.7,10,2,0.7,0.3,"katering,lainnya","['Jalan Otto Iskandardinata', 'Jalan Kebon Jukut']"
1916791843_364363786_STOP678,0.4133,2.6,5,1,0.4,0.6,lainnya,"['Jalan Otto Iskandardinata', 'Jalan Kebon Jukut']"
1916791843_364363786_STOP832,0.915,4.8,5,1,1.0,0.0,lainnya,"['Jalan Otto Iskandardinata', 'Jalan Kebon Jukut']"
1919641214_1017853007_STOP197,0.98,5.0,10,2,1.0,0.0,"kesehatan,lainnya",Jalan Kautamaan Istri
1956195993_12806120213_STOP794,0.92,5.0,5,1,1.0,0.0,katering,Jalan Cikawao
1956195993_12806120214_STOP794,0.89,4.6,5,1,1.0,0.0,komersial,Jalan Lengkong Besar
1956570020_1663274768_STOP519,0.94,5.0,5,1,1.0,0.0,katering,Jalan Dayang Sumbi
1956570020_1663274768_STOP552,0.92,5.0,5,1,1.0,0.0,lainnya,Jalan Dayang Sumbi
1956899631_11262097537_STOP166,0.846,4.6,10,2,0.9,0.1,"lainnya,pendidikan",Jalan Tamansari
1956899631_11262097537_STOP619,0.92,5.0,5,1,1.0,0.0,lainnya,Jalan Tamansari
1980602387_1980677025_STOP651,0.67,3.8,10,2,0.7,0.3,lainnya,Jalan Karawitan
1980602387_1980735013_STOP653,0.8717,4.67,15,3,0.9333,0.0667,"lainnya,katering","['Jalan Maskumambang', 'Jalan Karawitan']"
1980602387_1980735013_STOP804,0.7975,4.3,10,2,0.9,0.1,lainnya,"['Jalan Maskumambang', 'Jalan Karawitan']"
1980602387_6715130346_STOP467,0.9,5.0,5,1,1.0,0.0,lainnya,Jalan Solontongan
1980602387_6715130346_STOP652,0.715,4.0,5,1,0.8,0.2,lainnya,Jalan Solontongan
1980677025_1980602387_STOP652,0.9,5.0,5,1,1.0,0.0,lainnya,Jalan Karawitan
1980677025_3068325990_STOP710,0.8,4.2,5,1,0.8,0.2,kesehatan,Jalan Karawitan
1980677025_6715130340_STOP581,0.8316,4.4,10,2,0.9,0.1,"lainnya,komersial",Jalan Kliningan
1980677025_6715130340_STOP584,0.92,5.0,5,1,1.0,0.0,lainnya,Jalan Kliningan
1980677025_6715130340_STOP651,0.9367,5.0,5,1,1.0,0.0,katering,Jalan Kliningan
1980735013_1108653589_STOP706,0.8334,4.6,10,2,0.9,0.1,"kesehatan,lainnya",Jalan R.A.A. Martanegara
1980735013_29489323_STOP570,0.935,4.8,5,1,1.0,0.0,lainnya,Jalan R.A.A. Martanegara
1980735013_29489323_STOP707,0.765,4.4,5,1,0.8,0.2,komersial,Jalan R.A.A. Martanegara
1980735013_29489323_STOP722,0.515,3.2,5,1,0.6,0.4,lainnya,Jalan R.A.A. Martanegara
1982390351_1982390348_STOP412,0.94,5.0,5,1,1.0,0.0,lainnya,Jalan Kyai Haji Ahmad Dahlan
1982408563_3277353718_STOP801,0.94,5.0,5,1,1.0,0.0,pendidikan,Jalan Gurame
1982777430_8499551927_STOP463,0.88,5.0,5,1,1.0,0.0,lainnya,Jalan Soekarno-Hatta
1982777430_8499551927_STOP465,0.895,4.8,5,1,1.0,0.0,lainnya,Jalan Soekarno-Hatta
1982778316_6428110632_STOP139,0.94,5.0,5,1,1.0,0.0,lainnya,Jalan Mohammad Toha
2012498686_5369274909_STOP646,0.6883,4.0,5,1,0.6,0.2,lainnya,Jalan Pajajaran
2012498686_5369274909_STOP780,0.675,4.0,5,1,0.6,0.0,lainnya,Jalan Pajajaran
2012498693_25433683_STOP405,0.8191,4.5,10,2,0.9,0.1,"katering,kesehatan",Jalan Pajajaran
2012498693_25433683_STOP78,0.895,4.8,5,1,1.0,0.0,lainnya,Jalan Pajajaran
2012498697_11138593909_STOP78,0.96,5.0,5,1,1.0,0.0,katering,Jalan HOS. Cokroaminoto
2012498697_5278840351_STOP77,0.6775,3.7,10,2,0.7,0.3,"lainnya,pendidikan",Jalan HOS. Cokroaminoto
2012498705_2012498711_STOP780,0.9631,5.0,15,3,1.0,0.0,"lainnya,kesehatan",Jalan Pajajaran
2012498711_2012498697_STOP78,0.9,5.0,5,1,1.0,0.0,komersial,Jalan HOS. Cokroaminoto
2019234455_1083569114_STOP129,0.35,2.2,5,1,0.4,0.6,lainnya,Jalan Perintis
2019234455_13097895692_STOP129,0.6,3.4,5,1,0.6,0.4,komersial,"['Jalan Perintis', 'Jalan Sariwangi']"
2034531645_5463596824_STOP519,0.9733,5.0,5,1,1.0,0.0,lainnya,Jalan Sumur Bandung
2037086792_1896207944_STOP47,0.81,4.6,5,1,0.8,0.0,katering,Jalan Banda
2039584375_5293786192_STOP151,0.89,4.6,5,1,1.0,0.0,lainnya,Jalan Diponegoro
2039584375_5293786192_STOP40,0.585,3.6,5,1,0.6,0.2,lainnya,Jalan Diponegoro
2041502893_2037086792_STOP660,0.95,5.0,5,1,1.0,0.0,komersial,Jalan Belitung
2041524725_1916791843_STOP757,0.57,3.4,10,2,0.6,0.4,katering,Jalan Aceh
2041524725_2439053866_STOP484,0.5,2.6,5,1,0.4,0.6,komersial,Jalan Aceh
2150576370_2325416266_STOP260,0.9058,4.7,10,2,0.9,0.0,"finansial,komersial",Jalan Peta
2150576370_2325416266_STOP394,0.915,4.8,5,1,1.0,0.0,lainnya,Jalan Peta
2250555721_1911634930_STOP109,0.92,5.0,5,1,1.0,0.0,komersial,Jalan Kalipah Apo
2250555721_1919641214_STOP815,0.67,3.8,5,1,0.6,0.2,finansial,Jalan Otto Iskandardinata
2316743942_319706490_STOP19,0.9,5.0,5,1,1.0,0.0,pendidikan,Jalan Ciumbuleuit
2316743959_29489509_STOP150,0.9106,5.0,5,1,1.0,0.0,lainnya,Jalan Ciumbuleuit
2316743959_29489509_STOP66,1.0,5.0,5,1,1.0,0.0,lainnya,Jalan Ciumbuleuit
2317306738_6622103729_STOP244,0.802,4.6,5,1,0.8,0.0,kesehatan,Jalan Pajajaran
2317306738_6622103729_STOP485,0.915,4.8,5,1,1.0,0.0,katering,Jalan Pajajaran
2325416264_1837401676_STOP260,0.95,5.0,10,2,1.0,0.0,komersial,Jalan Peta
2325438077_1675261406_STOP404,0.8,4.2,10,2,0.8,0.1,"komersial,katering",Jalan Dr. Setiabudi
2325438077_5639373305_STOP479,0.8883,4.8,5,1,1.0,0.0,lainnya,Jalan Dr. Setiabudi
2325448480_9749128082_STOP591,0.96,5.0,5,1,1.0,0.0,lainnya,Jalan Ir. H. Djuanda
2325448481_2325448480_STOP591,0.765,4.4,5,1,0.8,0.0,lainnya,
2325448804_29357864_STOP92,0.7833,4.6,5,1,0.8,0.0,lainnya,Jalan Sukajadi
2325450314_9857713262_STOP80,0.745,4.0,10,2,0.8,0.2,"katering,kesehatan",Jalan Pasir Kaliki
2325451280_2325451114_STOP81,0.9,4.6,5,1,1.0,0.0,katering,
2325451294_295555957_STOP146,0.98,5.0,5,1,1.0,0.0,lainnya,Jalan PH. H. Mustofa
2325451295_3274678437_STOP213,0.9175,4.9,10,2,1.0,0.0,"katering,kesehatan",Jalan Jenderal Ahmad Yani
2325451295_3274678437_STOP627,0.94,5.0,5,1,1.0,0.0,lainnya,Jalan Jenderal Ahmad Yani
2325451308_2325451298_STOP626,0.8175,4.5,10,2,0.8,0.1,lainnya,Jalan Jenderal Ahmad Yani
2325451308_3271894417_STOP626,0.2,1.8,5,1,0.2,0.8,komersial,Jalan Jenderal Ahmad Yani
2325452068_6442968671_STOP193,0.89,4.6,5,1,1.0,0.0,lainnya,Jalan Perintis Kemerdekaan
2325452313_3277871570_STOP147,0.8435,4.5,10,2,0.9,0.1,"lainnya,komersial",Jalan Laswi
2325452463_25435163_STOP295,0.82,4.2,5,1,0.8,0.2,finansial,Jalan Jenderal Ahmad Yani
2325452463_25435163_STOP614,0.8167,4.33,15,3,0.8667,0.1333,"komersial,lainnya",Jalan Jenderal Ahmad Yani
2325452463_25435163_STOP99,0.825,4.4,5,1,0.8,0.0,lainnya,Jalan Jenderal Ahmad Yani
2325452463_25435214_STOP298,0.825,4.4,5,1,0.8,0.0,komersial,Jalan Ketapang
2325452463_7179028075_STOP298,0.875,4.8,5,1,1.0,0.0,komersial,Jalan Jenderal Ahmad Yani
2325452463_7179028075_STOP658,0.92,5.0,5,1,1.0,0.0,komersial,Jalan Jenderal Ahmad Yani
2325452463_7179028075_STOP703,0.94,5.0,5,1,1.0,0.0,katering,Jalan Jenderal Ahmad Yani
2325452552_6470450617_STOP434,0.79,4.6,5,1,0.8,0.0,lainnya,Jalan Jenderal Gatot Subroto
2325452552_6470450617_STOP435,0.67,3.8,10,2,0.7,0.3,lainnya,Jalan Jenderal Gatot Subroto
2325452725_1837401646_STOP436,0.9,5.0,5,1,1.0,0.0,lainnya,Jalan Pungkur
2325452725_1837401646_STOP811,0.735,4.0,5,1,0.8,0.2,lainnya,Jalan Pungkur
2325452725_1911634930_STOP109,0.9208,4.9,10,2,1.0,0.0,"komersial,lainnya",Jalan Astana Anyar
2325452725_1911634930_STOP481,0.94,5.0,5,1,1.0,0.0,finansial,Jalan Astana Anyar
2325452725_5355823339_STOP272,0.755,4.0,5,1,0.8,0.2,komersial,Jalan Astana Anyar
2325452725_5355823339_STOP436,0.56,3.4,5,1,0.6,0.4,komersial,Jalan Astana Anyar
2325452856_5354191268_STOP314,0.875,4.8,5,1,1.0,0.0,komersial,Jalan Peta
2325452881_7540370583_STOP311,0.915,4.8,5,1,1.0,0.0,finansial,Jalan Kyai Haji Wahid Hasyim
2325452899_2325453233_STOP313,0.765,4.4,5,1,0.8,0.2,lainnya,Jalan Peta
2325452935_2325452856_STOP158,0.8133,4.52,25,5,0.88,0.12,"lainnya,finansial,katering",Jalan Peta
2325453211_6618370831_STOP183,0.7867,4.2,5,1,0.8,0.2,katering,Jalan Pelajar Pejuang 45
2325453211_6618370831_STOP184,0.854,4.6,5,1,1.0,0.0,lainnya,Jalan Pelajar Pejuang 45
2325453226_1667742416_STOP203,0.56,3.4,5,1,0.6,0.4,komersial,Jalan H. Ibrahim Adjie
2325453226_1667742416_STOP446,0.92,5.0,5,1,1.0,0.0,lainnya,Jalan H. Ibrahim Adjie
2325453226_1667742416_STOP609,0.2225,1.9,10,2,0.1,0.7,"lainnya,komersial",Jalan H. Ibrahim Adjie
2325453232_2325453210_STOP184,0.87,4.6,5,1,1.0,0.0,komersial,Jalan Pelajar Pejuang 45
2325453233_3277891124_STOP312,1.0,5.0,5,1,1.0,0.0,komersial,Jalan Peta
2325453233_3277891124_STOP500,0.695,4.0,5,1,0.8,0.2,lainnya,Jalan Peta
2325453234_2325452935_STOP313,0.6938,3.95,20,4,0.7,0.2,"lainnya,komersial",Jalan Peta
2325453234_2325453233_STOP312,0.98,5.0,5,1,1.0,0.0,lainnya,
2325453378_3277416899_STOP256,0.9575,4.9,10,2,1.0,0.0,"lainnya,komersial",Jalan BKR
2325453514_10186688809_STOP384,0.7675,4.1,10,2,0.8,0.2,katering,Jalan Soekarno-Hatta
2325453554_13010031522_STOP401,0.8048,4.45,20,4,0.8,0.05,"lainnya,komersial,finansial",Jalan Cibolerang
2325453554_3115112874_STOP401,0.74,4.2,5,1,0.8,0.2,lainnya,Jalan Cigondewah Kaler
2325453616_6609245573_STOP322,0.98,5.0,5,1,1.0,0.0,komersial,Jalan Buah Batu
